keyword,count
George H. W. Bush,11
Manchester United F.C.,3
Central Bureau of Investigation,1
Brexit,3
Chelsea F.C.,2
Alok Verma,1
Garda Síochána,1
Supreme Court,1
Belfast,1
School,1
Anwar Ibrahim,1
Perbadanan Tabung Pendidikan Tinggi Nasional,1
Lynas,1
1Malaysia Development Berhad,2
Malaysia,2
Hishammuddin Hussein,1
UEM Sunrise,1
Singapore,2
Mahathir Bin Mohamad,1
Najib Razak,1
Edmonton Oilers,1
Philadelphia 76ers,1
Toronto Raptors,2
Japan,15
Scott Walker,2
Ontario,1
Wisconsin,2
Republican Party,1
St. Louis Blues,1
Maguindanao,1
Journey,1
Rodrigo Duterte,2
Sin tax,1
Arnel Pineda,1
Philippines,1
Gloria Macapagal Arroyo,1
Pakistan,2
Chief of Staff of the Armed Forces of the Philippines,1
Google Allo,5
iPhone,5
Xiaomi,1
Nokia,5
Albert Einstein,7
Apple,5
Fortnite,7
The Game Awards,1
iOS 12,2
Qualcomm Snapdragon,6
Ali Bongo Ondimba,3
Human migration,1
Italy,1
Trolley,1
Jamal Khashoggi,2
Gabon,2
Morocco,3
G5 Sahel,1
Saudi Arabia,3
Western Sahara,1
Norway,1
Parliament,1
North Korea,3
Labor,1
Trine Skei Grande,1
Abid Raja,1
Oslo,1
Donald Trump,7
Health South-East,1
Left,1
Andrej Babiš,1
Russia,9
Cyprus,1
USA,5
Prague,1
Czechia,1
New Caledonia,1
George HW Bush,17
Emma Husar,1
Jay Weatherill,1
Australia national cricket team,1
India national cricket team,1
Ballarat,1
Philip Wilson,1
Scott Morrison,1
Australian Labor Party,1
Shehbaz Sharif,1
Imran Khan,1
Yasir Shah,2
Afghanistan,1
Pakistan national cricket team,2
Bill Gates,1
Financial Action Task Force,1
Lahore,1
Sardar Usman Buzdar,1
Supply,1
Thailand,1
Travel visa,1
United Kingdom,3
Esther Passaris,1
Uhuru Kenyatta,1
Kenya Certificate of Primary Education,1
Kivutha Kibwana,1
Makueni County,1
Philomena Mbete Mwilu,2
Yoshiji Tonoiwa,1
Bookshop,1
South Korea,1
Korean recruitment during Japanese rule,1
Huawei,11
Juntendo University,1
Immigration Control and Refugee Recognition Act,1
Recitation,1
Softbank Group,1
Rudolph Giuliani,2
Center for Political Beauty,3
People&#39;s Republic of China,1
Portugal,1
Canada,6
United States,3
Chemnitz,1
Manillaskolan,1
Jean-Claude Arnault,1
Angela Merkel,2
Emmanuel Macron,2
Germany,2
France,5
E22,1
The Social Democrats,1
Liberals,1
CDU,1
Brian Tamaki,1
New Zealand,2
Trevor Mallard,1
Whangarei,1
Mental health,1
Destiny Church,1
New Zealand National Party,1
Climate change,1
Nana Akufo-Addo,1
Panama,1
Algeria,1
Child marriage,1
Global Citizen Festival,1
Ghana,1
Kenya,1
Monk,1
Nigeria,4
Boko Haram,3
Democratic Republic of the Congo,1
Ebola virus disease,1
2014 West Africa Ebola outbreak,1
Fallout 76,4
Bethesda Softworks,4
Gergely Prőhle,1
Hungary,1
Zoltán Kovács,1
István Tarlós,1
The New York Times,1
The United States Marine Corps,1
Roller railway station,1
Miklós Kásler,1
Budapest Transport Center,1
Sleet,1
Zhang Shouyi,1
Wuhan,1
Xi Jinping,1
North Water Transfer Project,1
Zhejiang Province,1
Shenzhen,1
Beijing,1
Jiajiang County,1
General college entrance examination national unified examination,1
Sichuan Province,1
Aisha Buhari,1
Anambra State,1
Atiku Abubakar,1
Muhammadu Buhari,1
Willie Obiano,1
Lagos–Ibadan Expressway,1
Vilnius,1
Jonas Valančiūnas,1
Lithuania,1
Saulius Skvernelis,1
Prosecutor General&#39;s Office of the Republic of Lithuania,1
Kaunas,1
Cardi B,1
Offset,1
Eskom,1
Saad Hariri,1
Walid Jumblatt,1
Lebanon,1
Somalia,2
Hizb allah,1
Israel,2
Michel Aoun,1
Wiam Wahhab,1
United State,2
March 8 coalition,1
Nikolay Banev,1
Nikolay the Miracleworker,1
Organization of Petroleum Exporting Countries,1
Bulgaria,1
Hemus,1
Turkey,1
Black Sea,1
Kamala Harris,1
Barack Obama,1
Beto O'Rourke,1
College,1
