keyword,count
Singapore Civil Defence Force,1
Mandarin Orchard Singapore,1
Malaysia,3
Certificate of Entitlement,1
Singapore,2
Electrocution,1
1Malaysia Development Berhad,2
Jho Low,1
Mahathir Bin Mohamad,1
New Year's Eve,1
Rodrigo Duterte,1
Imelda Marcos,1
Dengvaxia controversy,1
Chief of Staff of the Armed Forces of the Philippines,1
Mikey Arroyo,1
Ateneo de Manila University,1
Cebu,1
Philippines,1
University Athletic Association of the Philippines,1
Chief Justice of the Supreme Court of the Philippines,1
Yemi Osinbajo,1
Academic Staff Union of Universities,1
Oby Ezekwesili,1
Small Doctor,1
Diezani Alison-Madueke,1
Nigeria,2
Muhammadu Buhari,2
Economic and Financial Crimes Commission,1
Impeachment,1
National Assembly of the Federal Republic of Nigeria,1
uterus,2
Angela Merkel,1
Robert Mueller,9
Jamal Khashoggi,10
Constitutional Court,1
Michael T. Flynn,4
Senate of the United States,2
tsunami,4
Donald Trump,8
European Union,1
Saint Kentigern College,1
Earthquake,19
Michael Flynn,6
Simon Bridges,1
New Zealand,1
New Zealand National Party,1
New Zealand national rugby union team,1
Special Counsel investigation,2
United Kingdom,5
Vladimir Vladimirovich Putin,1
Russia,12
Valentina Petrenko,1
Sberbank of Russia,1
Council of the Federation,1
Ukraine,4
Moscow,1
NATO,2
Azerbaijan,1
Kaliningrad,1
Boris Popovich,1
Andrej Fištravec,1
Albert Einstein,6
Financial Administration of the Republic of Slovenia,1
Ljubljana,1
Slovenia,1
New Caledonia,12
Sicily,1
Italy,2
Aleš Bržan,1
Manchester United F.C.,1
Brexit,9
Brighton & Hove Albion F.C.,1
Crystal Palace F.C.,1
United States Senate,4
Republic of Ireland national football team,1
,1
County Longford,1
Theresa May,4
Vijay Mallya,1
Patna,1
Rahul Gandhi,1
Teashvi Yadav,1
Uterus,1
India,2
Coal scam,1
Bulandshahr,1
Salman Khan,1
Rajasthan,1
Latvia,1
Southern Bridge,1
Latvian State Police,1
Krisjana Barona Street,1
Riga,1
Aizpute county,1
KPV LV,1
United States,1
Riga City Council,1
Malaysian Anti-Corruption Commission,1
Siti Hasmah Mohamad Ali,1
Sivarraajh Chandran,1
Hishammuddin Hussein,1
Yemen,1
Mohamed Hanipa Maidin,1
Cameron Highlands,1
Toronto Maple Leafs,1
Baby It's Cold Outside (duet with Michael Bublé),1
Ali Bongo Ondimba,2
Casablanca,1
Denmark,2
Gabon,2
Heetch,1
Morocco,2
Casablanca Tramway,1
Chris Crewther,1
Australia national cricket team,1
India national cricket team,1
Electoral district of Hawthorn,1
Victoria,1
John Pesutto,1
Cardi B,7
Super Smash Bros. Ultimate,2
Priyanka Chopra,7
Offset,7
Nick Jonas,7
5G,7
OPEC,6
George H. W. Bush,1
Wisconsin,1
Republican Party,1
David McGreavy,1
Windrush scandal,1
Ryanair,1
United Arab Emirates,1
Pakistan national cricket team,1
Pakistan Stock Exchange,1
Asad Umar,1
Afghanistan,1
Pakistan,1
Imran Khan,1
France,4
New Zealand national cricket team,1
Orlando Pirates,1
Johann Rupert,2
Eskom,1
Fortnite,3
Andrej Babiš,1
Jiří Paroubek,1
National Anti-Organized Crime Center,1
Prague,1
&#39;Ndrangheta,4
General Regulation on the Protection of Personal Data,1
Czechia,1
Písnice,1
Yoshiji Tonoiwa,1
Black Enterprise Award,1
Katsushika,1
Korean recruitment during Japanese rule,1
Recitation,1
Tokyo,1
Dee N. A,1
light truck,1
Shibuya Ward,1
Hong Joon-pyo,1
"Lee, Jun-Seok",1
Hae Tae Kyung,1
Byun Hee Jae,1
Oil company,1
Free korean,1
Jodusun case,1
company,1
2019 College Scholastic Ability Test,1
President of the Republic of Korea,1
Alexandria,2
Saudi,3
Egypt,1
Ober,1
the coast,1
Turkey,3
Prince of Qatar,2
Council of Ministers,1
The Ministry of Social Solidarity,1
Birgitte case,1
Finn.no,1
Ski,1
Today&#39;s business,1
Abdullah Alsabeehg,1
Directorate for Civil Protection and Emergency,1
Svolvaer,1
Norway,1
Labor,1
Shanghai,1
Chongqing,1
People&#39;s Republic,1
Beijing,1
Huairou District,1
Private Enterprise,1
Portugal,2
entrepreneur,1
Xi Jinping,2
Yueqing City,1
Valery Simeonov,1
Ivailo Moskovski,1
Bulgaria,1
Will,1
Sofia,1
Madrid,1
Sotir Tsatsarov,1
Rumen Radev,1
The left,1
Friedrich Merz,1
bomb,1
Germany,1
Christian Democratic Union of Germany,1
Center for Political Beauty,1
German politican,1
Bratislava,1
Andrej Kiska,1
Los Angeles Kings,1
Ľubomír Višňovský,1
Miroslav Lajčák,1
Europe,1
Jaromír Čižnár,1
Slovakia,1
resignation,1
Uhuru Kenyatta,1
Kenya,1
Kenya Revenue Authority,1
Avocado,1
Kenya Pipeline Company,1
Mike Sonko,1
Nairobi,1
Matatu,1
Deficit spending,1
Nanyuki,1
Joaquín Guzmán Loera,2
Lydia Cacho,1
Chamber of Deputies,1
Andrés Manuel López Obrador,1
Jalisco,1
Tamaulipas,1
Juan Carlos Ramírez Abadía,2
Guadalajara,1
Stefan Löfven,1
E22,1
The Social Democrats,1
The Center Party,1
Wanted,1
Annie Lööf,1
Stockholm,1
St. James Seminary Senior High School,1
Global Citizen Festival,1
National Democratic Congress,1
Shatta Wale,1
Secondary school,1
Ghana,1
Ethiopian Airlines,1
Alban Bagbin,1
UBS,1
Cuba,2
Panama Papers,1
Volner János,1
Central European University,1
Budapest,1
Democratic Union Party,1
Jobbik for Movement for Hungary,1
István Tarlós,1
Brexin,1
Northern Ireland,1
Viktor Orban,1
István Szávay,1
Nh Early,1
Persib Bandung,1
Gisella Anastasia,1
Prabowo Subianto,1
