keyword,count
Kenya Revenue Authority,1
Director of Public Prosecutions,1
George H. W. Bush,6
Avocado,1
Kenya,1
Somalia,1
Mike Sonko,1
Nairobi,1
Philomena Mbete Mwilu,1
Matatu,1
Ateneo de Manila University,1
Dengvaxia controversy,1
Imelda Marcos,1
Panglao Island,1
Chief of Staff of the Armed Forces of the Philippines,1
Philippines,1
Biliran,1
University Athletic Association of the Philippines,1
"El Nido, Palawan",1
Rodrigo Duterte,1
Singapore Civil Defence Force,1
Mandarin Orchard Singapore,1
Electrocution,1
Certificate of Entitlement,1
Malaysia,4
Singapore,1
Lee Hsien Loong,1
New Year's Eve,1
International Convention on the Elimination of All Forms of Racial Discrimination,1
Mahathir Bin Mohamad,1
Toronto Maple Leafs,1
Minnesota Wild,1
Michael Flynn,8
Earthquake,20
Brexit,8
Vancouver Canucks,1
Jamal Khashoggi,15
United States Senate,5
Robert Mueller,7
Pakistan national cricket team,1
Kareena Kapoor,1
Afghanistan,1
United Arab Emirates,2
Imran Khan,1
Pakistan,1
Bharatiya Janata Party,1
Lim Guan Eng,1
Malaysian Anti-Corruption Commission,1
Perak,1
Siti Hasmah Mohamad Ali,1
Hishammuddin Hussein,1
1Malaysia Development Berhad,1
Sivarraajh Chandran,1
Yemen,1
Mohamed Hanipa Maidin,1
Malaysian Islamic Party,1
Australia national cricket team,1
India national cricket team,1
Carl Williams,1
Electoral district of Hawthorn,1
Victoria,1
John Pesutto,1
Lightning Ridge,1
Liberal Party of Australia (Victorian Division),1
Gregor Schlierenzauer,1
uterus,2
Saudi Arabia,5
Angela Merkel,1
Vienna,1
European Union,2
Russia,11
Turkey,3
Forbes,1
Cardi B,9
Priyanka Chopra,7
Offset,9
Nick Jonas,7
Fortnite,6
United Nations,2
5G,7
Israel,4
France,4
Academy Awards,6
Kevin Hart,6
OPEC,3
Koper,1
Andrej Fištravec,1
Ljubljana,1
Slovenia,1
Financial Administration of the Republic of Slovenia,1
Boris Popovich,1
Aleš Bržan,1
New Caledonia,9
Zoran Jankovic,1
Municipality of Maribor,1
Andrej Babiš,1
Jiří Paroubek,1
Slovakia,2
Morocco,2
Prague,1
Czechia,1
General Regulation on the Protection of Personal Data,1
National Anti-Organized Crime Center,1
Peter Pellegrini,2
Orlando Pirates,1
Nelson Mandela,1
Johann Rupert,2
South African Broadcasting Corporation,1
Caterine Ibargüen,1
Joaquín Guzmán Loera,2
Jesus Santrich,1
Law,2
María Alejandra Vicuña,1
Asbestos,1
Iván Duque Márquez,1
Juan Carlos Ramírez Abadía,2
Senate of the Republic of Colombia,1
Colombia,2
Donald Trump,7
Wisconsin,1
Republican Party,1
Manchester United F.C.,3
Chelsea F.C.,1
Atiku Abubakar,1
Muhammadu Buhari,1
Maurizio Sarri,1
Nigeria,2
Coronation Street,1
Peter Armitage,1
Special Counsel investigation,1
United Kingdom,3
Saint Kentigern College,1
New Zealand,1
Simon Bridges,1
New Zealand National Party,1
New Zealand national rugby union team,1
Freddie Scappaticci,1
Stakeknife,1
County Longford,1
St. James Seminary Senior High School,1
Global Citizen Festival,1
National Democratic Congress,1
Shatta Wale,1
Nana Akufo-Addo,1
Secondary school,1
Gabon,2
Ali Bongo Ondimba,2
African Development Bank,1
HIV/AIDS,1
Albert Einstein,3
Algeria,1
tsunami,3
Strike,2
Work force,1
Walid Jumblatt,1
Hizb allah,1
Lebanon,2
Emad Othman,1
Internal Security Forces,1
Saudi,4
Major General,1
Mordechai Alon,1
Benjamin Netanyahu,1
Price per occupant,1
Reuven Rivlin,1
Nachum Pachnik,1
Stefan Löfven,1
E22,1
NATO,2
The Social Democrats,1
USA,1
The Center Party,1
Violent riot,1
Wanted,1
Elina Maligina,1
Latvia,1
airBaltic,1
Aizpute county,1
Latvian State Police,1
KPV LV,1
Riga,1
United States,1
Emmanuel Macaron,1
Libya,1
United Arab Emirates Economy,1
National Security Advisor,1
United State,2
Benghazi,1
Prince of Qatar,3
LDP,1
Emperor &#39;s Cup JFA All - Japan Football Championship Tournament,1
Urawa Red Diamonds,1
Discussion on constitutional amendment,1
Katsushika,1
House of Representatives,1
Diet,1
Kashima Antlers,1
Japan,1
Kim Jong-un,1
Byun Hee Jae,1
Park-Geun-Hye,1
Free korean,1
Kim Moo-sung,1
Jodusun case,1
North Korea,1
2019 College Scholastic Ability Test,1
President of the Republic of Korea,1
Jeju Special Self-Governing Province,1
Institute of Meteorology and Water Management,1
Patryk Jaki,1
Igor Tuleya,1
Modern,1
Piotr Duda,1
Krzysztof Czabański,1
Tadeusz Rydzyk,1
Henryk Jankowski,1
Lech Walesa,1
George HW Bush,2
Death of Mitch Henriquez,1
Nijmegen,1
Schiedam,1
Casablanca,1
Italy,2
Human Rights Watch,1
Heetch,1
Trolley,1
Fidel Castro,1
Evo Morales,1
Cuba,3
Nicolás Maduro,2
&#39;Ndrangheta,3
Venezuela,2
Bolivia,1
Vladimir Putin,2
Ivailo Moskovski,1
Nikolay Nankov,1
Sotir Tsatsarov,1
Pazardzhik,1
Sofia,1
Bourgas,1
Count Nikolay Ignatiev,1
Bulgaria,1
Tsarigradsko Shosse,1
General Directorate for Combating Organized Crime,1
Bratislava,1
Europe,1
Jaromír Čižnár,1
lučenec,1
Miroslav Lajčák,1
Sitina Tunnel,1
Vietnam national football team,1
Hanoi,1
Vietnam,1
Ukraine,3
Phan Anh Minh,1
Ho Chi Minh City,1
Southeast Asian Football Championship 2018,1
Paris,1
Party for Thailand,1
