keyword,count
Australia national cricket team,1
Albert Einstein,5
Michael Flynn,7
Earthquake,18
India national cricket team,1
Electoral district of Hawthorn,1
Victoria,1
John Pesutto,1
Robert Mueller,9
Special Counsel investigation,4
Manchester United F.C.,2
George H. W. Bush,7
Leo Varadkar,1
Brexit,12
Jamal Khashoggi,8
United States Senate,3
José Mourinho,1
Taoiseach,1
County Longford,1
Theresa May,4
Oppo,4
Fortnite,6
Organ transplantation,5
5G,6
United Kingdom,6
Ukraine,8
Russia,16
France,8
Maggie Barry,1
Saint Kentigern College,1
Invercargill,1
Simon Bridges,1
New Zealand National Party,1
New Zealand national rugby union team,1
Dengvaxia controversy,1
Mikey Arroyo,1
Rodrigo Duterte,1
Land Transportation Franchising and Regulatory Board,1
Commission on Elections,1
Imelda Marcos,1
Party-list representation in the House of Representatives of the Philippines,1
Bangsamoro Islamic Freedom Fighters,1
Cebu,1
Martial law in the Philippines,1
Johann Rupert,2
Zimbabwe,1
Donald Trump,15
uterus,2
Michael T. Flynn,4
People&#39;s Republic of China,2
Senate of the United States,2
Cuba,3
tsunami,4
Panama Papers,1
Massoud Barzani,3
Walid Jumblatt,1
Lebanon,3
Kurdstan Iraq,3
Nabih Berri,1
Hizb allah,1
Khalid bin Salman bin Abdulaziz Al Saud,1
Israel,4
Saudi,4
Important message to the public,1
New Caledonia,9
Emmanuel Macron,2
Stefan Löfven,1
E22,1
Uppsala,1
The Social Democrats,1
The Center Party,1
Rosmah Mansor,1
Najib Razak,1
Kukup Island,1
Hishammuddin Hussein,1
1Malaysia Development Berhad,2
Malaysia,3
Malaysian Anti-Corruption Commission,2
Singapore,2
Yemen,2
Sivarraajh Chandran,1
Iran,4
Iraq,2
United Nations Security Council,1
Saudi Electricity Company,1
Italy,4
Prince of Qatar,2
Central European University,1
Imre Konya,1
Democratic Union Party,1
System change in Hungary,1
Brexin,1
István Tarlós,1
Viktor Orban,1
Bence Rétvári,1
Northern Ireland,1
Budapest,1
Andrej Babiš,1
Morocco,2
Prague,1
Miroslav Toman,1
Czechia,1
Písnice,1
YouTube,1
North Atlantic Alliance,1
Caterine Ibargüen,1
Joaquín Guzmán Loera,1
Gustavo Petro,1
Junior of Barranquilla,1
United Nations,2
Law,1
South American Cup,1
Evo Morales,2
Colombia,2
Iván Duque Márquez,1
Passport,1
Mandarin Orchard Singapore,1
Jho Low,1
Takeda Pharmaceutical Industry,1
Toranomon Hills,1
USA,3
Tokyo subway,1
Tokyo Metro Hibiya Line,1
Girls Volunteer Corps,1
Shire,1
South Korea,1
Toranomon,1
Cardi B,1
Yemi Osinbajo,1
Offset,1
Brighton & Hove Albion F.C.,1
Chelsea F.C.,1
Crystal Palace F.C.,1
Maurizio Sarri,1
Nigeria,3
Independent National Electoral Commission,1
Expo 2020,1
Abu Dhabi,1
The United Arab Emirates,1
National Security Advisor,1
United State,2
Dubai,1
Kenya,1
John Krop Lonyangapuo,1
Kenya Revenue Authority,1
Somalia,1
Kenya Pipeline Company,1
Deficit spending,1
Uhuru Kenyatta,1
Appeal,1
Director of Public Prosecutions,1
Amina Mohamed,1
Imran Khan,1
Bill Gates,1
Afghanistan,1
Pakistan,1
India,3
United Arab Emirates,2
Nawaz Sharif,1
Republican Party,1
North Carolina,1
China,2
Costa Rica,1
St. James Seminary Senior High School,1
National Democratic Congress,1
Nana Akufo-Addo,1
Secondary school,1
Panama,1
Ghana,1
Alban Bagbin,1
Latvian Academy of Sports Education,1
Ligatne Nature Trails,1
UK departure from the European Union,1
Ligatne,1
Latvia,1
In France,1
The European Union,1
Krisjana Barona Street,1
Southern Bridge,1
Libya,1
Eskom,1
Muhammadu Buhari,1
National Prosecuting Authority,1
"Catherine, Duchess of Cambridge",1
Vijay Mallya,2
Nigel Farage,1
"Prince William, Duke of Cambridge",1
Toronto Maple Leafs,1
Justin Trudeau,1
Musitano crime family,1
Super Smash Bros. Ultimate,1
Pokémon GO,1
Angela Merkel,1
Center for Political Beauty,1
Friedrich Merz,1
Christian Democratic Union of Germany,1
German politican,1
Koper,1
Andrej Fištravec,1
Aleš Bržan,1
Boris Popovich,1
Pliberk,1
Maribor,1
Slovenia,1
