keyword,count
Sabah,1
Tourism,1
Papua,1
Rohingya people,1
Singapore,2
Indonesia,1
Chelsea F.C.,3
Malaysia,3
Donald Trump,24
Manchester City F.C.,3
Joaquín Guzmán,1
Australia national cricket team,2
Angela Merkel,38
Rex W. Tillerson,4
Stabbing,2
India national cricket team,1
Robert Mueller,6
Adelaide,1
Cocaine,1
The Avengers,8
Kuala Lumpur,1
Untitled Avengers film,8
Heather Nauert,8
Avengers: Infinity War,9
United States Ambassador to the United Nations,3
Edmonton,1
Mark Norman,1
Ontario,1
Charlottesville,2
Mississauga,1
Inquest,1
Pakistan,1
Iran,1
Mohammad Amir,1
India,1
Pakistan Muslim League,1
Imran Khan,1
France,5
New Zealand national cricket team,1
Invercargill,1
Pakistan national cricket team,1
New Zealand,2
Auckland,1
Kane Williamson,1
Scooter,1
Michael Flynn,1
Lumad,1
Bong Revilla,1
Rodrigo Duterte,1
Antonio Trillanes,1
Judicial and Bar Council,1
Land Transportation Franchising and Regulatory Board,1
Magnolia Hotshots,1
Philippine Basketball Association,1
Philippines,1
Alaska Aces,1
Yoshiji Tonoiwa,1
Bookshop,1
Carlos Ghosn,1
Immigration Control and Refugee Recognition Act,1
Huawei,5
People&#39;s Republic of China,1
Japan,2
Tokyo Medical University,1
Nissan Motor,1
The upper house,1
euro jackpot,1
Michael Cohen,2
Rex Tillerson,8
Lingen (Ems),1
birth control pills,1
Christian Democratic Union of Germany,5
1. FC Cologne,1
Annegret Kramp-Karrenbauer,9
Alexandria Ocasio-Cortez,1
John F. Kelly,1
Christmas Day,1
North Carolina,1
School,2
Winter storm,1
Alexey Anatolyevich Navalny,1
Donald trump,1
Russia,2
Ukraine,3
Lithuania,3
Roskomnadzor,1
Petr Poroshenko Alekseevich,1
Belisario Betancur,4
National Liberation Army,2
Group of Lima,3
Venezuela,4
Nicolás Maduro,2
Peru,3
Hugo Chavez,1
Organization of Petroleum Exporting Countries,1
Colombia,2
Petroleum,6
Zhang Shouyi,2
AIDS,1
China National Chemical Corporation,1
National Small and Medium Enterprise Share Transfer System,1
People&#39;s Republic,1
Democratic People&#39;s Republic of Korea,2
嫦娥4,2
Li Yonghao,1
Moon,7
State-owned Assets Supervision and Administration Commission of the State Council,1
Nationalist Movement Party,1
View Mansur&#39;s Full Profile,1
View Sadir&#39;s Full Profile,1
Sivas,1
Feto / PCM,1
United States Department of Foreign Affairs,1
USA,1
Recep Tayyip Erdogan,1
"Meghan, Duchess of Sussex",2
Brexit,2
UK Independence Party,1
I'm a Celebrity...Get Me Out of Here! (UK TV series),1
Tommy Robinson,1
Nitin Gadkari,1
Nitish Kumar,1
Narendra Modi,1
Indian Cricket Team,1
Vasundhara Raje Scindia,1
Robert Vadra,1
Sharad Yadav,1
Amit Shah,1
Bharatiya Janata Party,1
María Guadalupe González,1
Enrique Peña Nieto,1
Andrés Manuel López Obrador,1
Warrior,1
Hague,1
Bosques de las Lomas,1
Veracruz,1
Acapulco,1
Law,1
Cuitláhuac García Jiménez,1
Bangladesh Chhatra League,1
Narsingdi district,1
Bangladesh Awami League,1
Bangladesh Nationalist Party,1
Bangladesh,1
Ganobhaban,1
Sheikh Hasina,1
Mirza Fakhrul Islam Alamgir,1
Bangladesh Election Commission,1
A,1
Andrej Babiš,1
FC Viktoria Plzen,1
Brazil,3
Morocco,2
Miloš Zeman,1
Jaroměř,1
Security Information Service,1
FC Fastav Zlín,1
Jaroslav Kuber,1
Juventus football club,1
Vietnam national football team,1
Internazionale Football Club Milan,1
Nguyen Minh Tu,1
Miss Super National,1
Malaysia national football team,1
German Christian Democratic Union,1
Southeast Asian Football Championship 2018,1
Slovenia,1
Christian Democratic Union,4
Levica,1
Karl Erjavec,1
Aleš Bržan,1
Boris Popovich,1
Ljubljana,1
Australia,1
Leo Varadkar,1
Manchester United F.C.,4
Ulster Rugby,1
Cheryl,1
Riga Dinamo,1
Kekava county,1
The Saeima,1
Latvia,1
German Christian Democrats Union,1
Ufa &quot;Salavat Julajev&quot;,1
Canada,1
Riga,1
Saudi,2
Kuwait,1
United State,4
"Morocco, West, sunset",1
Hodeidah,2
China,7
To whom,2
Gottfried Waldhausl,1
Federal Office for the Protection of the Constitution and Counter-Terrorism,1
Eva Weissenberger,1
Economic Chamber Austria,1
Vienna,1
William Barr,2
Beate Hartinger-Klein,1
College Scholastic Ability Test,1
Kim Jong-un,1
Korea High Speed ​​Rail,1
Kim Kyung Su,1
"In addition,",1
A member of parliament in the Republic of Korea,1
Korean Army Security Command,1
Korea National Assembly,1
Gangneung-si,1
North Korea,1
LATAM Airlines,1
Avengers: the war of infinity - 2nd part,3
Far side of the Moon,6
Mars,6
NASA,5
Panos Kammenos,1
Aristotle University of Thessaloniki,1
Exarchia,1
Men&#39;s Basketball Team Fenerbahce Sports Coulomb,1
Zelimir Obradovic,1
Rhodes,1
Isaac Dogboe,1
Edgar Lungu,1
Sahel,1
Zambia,1
José Mourinho,3
Ghana,1
amphetamine,1
National Peace Corps,1
Wissanu Krea Ngam,1
Prayer,1
Meteorological Department,1
Department of Treasury,1
Thailand,1
Election Commission,1
Southern,1
Seri Pitsuya,1
Qasr al-Hosn,1
Sharjah,1
Kazakhstan,1
Kairouan,1
Abu Dhabi,1
The United Arab Emirates,2
Rwanda,2
Rumen Radev,1
Vasil Levski,1
Nikolay Banev,1
Nikolai Barekov,1
Varna,1
Party of European Socialists,1
Sergey Stanishev,1
Alexis Tsipras,1
Lower Kamares,1
Cornelia Ninova,1
Matteo Dall&#39;Osso,1
Teatro alla Scala,1
Juventus Football Club,1
Democratic party,1
Censis,1
International Football Club Milan,1
5 Star Movement,1
Marco Bucci,1
Matteo Renzi,1
Chile,1
Twadros II,1
Turkey,1
In particular,1
Federal Council,1
EU exit from the United Kingdom,1
Aquarius,2
Switzerland,1
National Council for Human Rights,1
Trolley,1
Amina Bouayach,1
G5 Sahel,2
Western Sahara,1
Human migration,3
Walid Jumblatt,1
Selim Grisati,1
Akkar district,1
Lebanon,1
Hizb allah,1
Israel,2
Saad Hariri,1
Super Smash Bros. Ultimate,1
Shmuel Plato-Sharon,1
Naftali Bennett,1
Sarah Netanyahu,1
Channel Ten,1
Yaron London,1
Hamas,2
Benjamin Netanyahu,2
London and Kirschenbaum,1
Nordahl Lelandais,2
Daval case,2
Subway station,1
Mantes la Jolie,1
Removal of Maëlys from Araujo,1
Julio de Vido,1
Athletic Club Newell&#39;s Old Boys,1
Ciccone Case,1
Club Atlético Boca Juniors,1
Gerardo Morales,1
Ricardo Echegaray,1
River Plate Athletic Club,1
Guillermo Snopek,1
San Martín de Tucumán Athletic Club,1
Elisa Carrió,1
Small Planet Airlines,1
Kaunas Zalgiris,1
Agroconcern group,1
Ministry of Foreign Affairs of the Republic of Lithuania,1
Lithuanian Peasant and Green Union,1
Lukiškių aikštė,1
Pirate Olympiacos,1
Janusz Palikot,1
Andrzej Duda,1
Polish Financial Supervision Authority,1
George HW Bush,1
Henryk Jankowski,1
Poland,1
Law and Justice,1
Klaus Iohannis,1
Lia Olguţa Vasilescu,1
FCSB,1
Liviu Dragnea,1
Chamber of Deputies of Romania,1
Christian-Democratic Union,2
Viorica Dăncilă,1
Timisoara,1
ACS Sepsi OSK Sfântu Gheorghe,1
Rally of the houphouetists for democracy and peace,1
