keyword,count
All Progressives Congress,1
River Niger Bridge,1
Muhammadu Buhari,1
Akwa Ibom State,1
International Criminal Court,1
Nigeria,1
Atiku Abubakar,1
Finance,1
Yemi Osinbajo,1
Boko Haram,1
Super Smash Bros. Ultimate,7
Donald Trump,15
Kevin Hart,7
Heather Nauert,5
United States Ambassador to the United Nations,3
CNN,8
Tennessee,1
Academy Awards,4
École Polytechnique massacre,1
New York City,1
National Anti-Corruption Commission,1
Election Commission,1
Thailand,1
Pravit Wongsuwan,1
National Peace Corps,1
Supreme Court,1
Prayer,1
Nan Province,1
State,1
Mae Moh District,1
The Game Awards,6
Pope Francis,6
Zimbabwe,2
Ukraine,9
Hamas,11
United Arab Emirates,6
Epic Games,5
Russia,12
China,3
South African Broadcasting Corporation,1
Bheki Cele,1
Eskom,1
Senegal,3
South African Police Service,1
Emmerson Mnangagwa,1
William Ruto,1
Philomena Mbete Mwilu,1
Uhuru Kenyatta,1
Orange Democratic Movement,1
Kenya Pipeline Company,3
National Hospital Insurance Fund,1
Kalenjin people,1
Raila Odinga,1
Gideon Moi,1
Mike Sonko,1
Build to order,1
McDonald's,1
Kuala Lumpur,1
North Korea,1
Housing and Development Board,1
Singapore,2
Myanmar,1
Malaysia,2
Noble Group,1
Malaysian Islamic Party,1
Bong Revilla,1
Antonio Trillanes,1
December 8,1
Inflation,1
Rodrigo Duterte,2
Maria Ressa,1
Solidarity of Filipino Workers,1
Davao,1
Martial law in the Philippines,1
National Democratic Front of the Philippines,1
University of Otago,1
Mount Maunganui,1
School,2
Dolphin,1
Graeme Hart,1
Student,1
CTV Building,1
New Zealand,1
Engineering New Zealand,1
United Kingdom,1
Vietnam national football team,1
Phan Van Anh Vu,1
Ho Chi Minh City,1
France,6
President of the United States,2
Tran Phuong Binh,1
Huawei,3
George HW Bush,5
Vietnam,1
Germany,1
Operation of united forces,1
Kerch Strait,1
Kiev,1
Poltorak Stepan Timofeevich,1
USA,6
Naval Forces of the Armed Forces of Ukraine,1
Lynas,1
Perbadanan Tabung Pendidikan Tinggi Nasional,1
Nazrin Shah of Perak,1
Lim Kit Siang,1
Malays,1
Human Rights Commission of Malaysia,1
Goods and Services Tax,1
MyEG Services Berhad,1
Tennessee Titans,1
College,1
Jacksonville Jaguars,1
North Carolina,1
Michael Flynn,1
Emma Husar,1
Australia national cricket team,1
Perjury,1
Barrister,1
India national cricket team,1
Brisbane,1
