keyword,count
Salahuddin Ayub,1
Yemen,1
School,3
Perak,1
Caesarean section,1
Singapore,2
Human Rights Commission of Malaysia,1
Remand,1
Malaysia,1
Kuala Lumpur,1
Donald Trump,12
Edmonton,1
Heather Nauert,5
United States Ambassador to the United Nations,4
CNN,13
Jason Kenney,1
Carbon monoxide poisoning,1
Alberta,1
Oshawa,1
Student,3
Yoshiji Tonoiwa,1
Bookshop,1
Emiko Uenuma,1
Immigration Control and Refugee Recognition Act,1
M-1 Grand Prix,1
USA,6
Hidemasa Murata,1
Huawei,5
Softbank Group,1
Saudi,3
George Bush the Father,3
Turkey,1
Egypt,1
Sharm El-Shaikh,1
United State,4
Hamas,14
France,6
United nations,2
Dragon Age: Inquisition,1
Australia national cricket team,3
Cuba,4
Dragon Age,1
India national cricket team,2
India,2
North Korea,1
Japan,1
Facebook,1
Imran Khan,1
Tuberculosis,1
Khawaja Muhammad Asif,1
Pakistan,1
Azam Khan Swati,1
Iran,2
Afghanistan,1
Inter-Services Public Relations,1
China–Pakistan Economic Corridor,1
Asif Ghafoor,1
University of Otago,1
Dolphin,1
Graeme Hart,1
New Zealand,1
Northland Region,1
CTV Building,1
Engineering New Zealand,1
United Kingdom,4
Belisario Betancur,2
Luis Almagro,1
Iván Duque Márquez,2
Nicolás Maduro,2
Hugo Chavez,3
Venezuela,2
Vladimir Putin,3
Colombia,2
Conscientious objection,2
Party for Thailand,1
Thailand,1
National Anti-Corruption Commission,1
United Front for Democracy Against Dictatorship,1
Pravit Wongsuwan,1
National Peace Corps,1
Prayer,1
Democrat Party,1
the student,1
Bangkok,1
Bong Revilla,1
Inflation,1
George H. W. Bush,1
Solidarity of Filipino Workers,1
Maria Ressa,1
International Criminal Court,1
Philippines,1
National Democratic Front of the Philippines,1
Bangsamoro Organic Law,1
New People's Army,1
Philomena Mbete Mwilu,2
South African Broadcasting Corporation,1
Sahel,2
Zimbabwe,1
Minister of Police,1
Bheki Cele,1
Eskom,1
Africa,2
Senegal,3
Andrej Babiš,1
Miloš Zeman,1
Morocco,1
Klára Dostálová,1
Jaroslav Kuber,1
Martin Erat,1
HC Kometa Brno,1
Michaela Šojdrová,1
Tomáš Plekanec,1
Yoo Seung-min,1
Chun Doo Hwan,1
Kim Jong-un,1
Right Future,1
Organic animal,1
"Kim, Myung - Soo",1
Seoul,1
Korea National Assembly,1
Supreme Court of the Republic of Korea,1
President of the Republic of Korea,1
Emma Husar,1
Barrister,1
Perjury,1
Brisbane,1
Kevin Hart,4
College,1
North Carolina,1
Tennessee,1
Academy Awards,2
Pete Shelley,1
Buzzcocks,1
Brexit,7
Liverpool F.C.,3
Manchester United F.C.,3
Arsenal F.C.,3
Quito,1
Nicaragua,1
Elián González,1
National Liberation Army,1
Lenin Moreno,1
The screaming,1
Nicolás Rodríguez Bautista,1
Fortnite,6
Super Smash Bros. Ultimate,6
The Game Awards,6
Pope Francis,6
United Arab Emirates,6
Ukraine,9
Russia,8
Club Atlético Rosario Central,1
Elisa Carrió,1
Council of the Magistracy,1
Carlos Menem,1
Argentina Soccer Cup,1
Chamber of Deputies of the Argentine Nation,1
Gymnastics and Fencing Club La Plata,1
Political judgment,1
Criminal Procedural Law,1
Hizb allah,2
Lebanon,3
Israel,2
Blue Line,1
United Nations Interim Force in Lebanon,1
Amal movement,1
Benjamin Netanyahu,2
Saad Hariri,1
Ministry of Foreign Affairs,1
Indian Cricket Team,1
Central investigation bureau,1
Narendra Modi,1
Alok Kumar Verma,1
Vasundhara Raje Scindia,1
Muhammad Asrarul Haque,1
Ayodhya,1
Sharad Yadav,1
Franc Kangler,1
Slovenia,1
Levica,1
Catalonia,1
Celovška cesta,1
Karl Erjavec,1
Aleš Bržan,1
Boris Popovich,1
Quim Torra,1
Prime Minister of the Republic of Slovenia,1
Belgium,2
The United Arab Emirates,1
Boyko Borisov,1
PFC Ludogorets 1945,1
Nikolay Banev,1
PFC CSKA,1
Bulgarian State Railways,1
Cornelia Ninova,1
Party of European Socialists,1
European Union,1
Sofia Airport,1
Bulgaria,1
Independent National Electoral Commission,1
All Progressives Congress,1
River Niger Bridge,1
Akwa Ibom State,1
Lagos State,1
Muhammadu Buhari,1
Atiku Abubakar,1
Yemi Osinbajo,1
Nigeria,1
Boko Haram,1
Bratislava,1
Robert Kaliňák,1
Richard Sulík,1
Robert Fico,1
Pavol Russia,1
United Nations Organisation,1
National Bank of Slovakia,1
Peter Pellegrini,1
Marián Kočner,1
Love Island,1
Danny Dyer,1
I'm a Celebrity...Get Me Out of Here! (UK TV series),1
Health Service Executive,1
Jamaica,1
Gulf Cartel,1
National University Club,1
Andrés Manuel López Obrador,1
America club,1
Mexico City International Airport,1
Preventive prison,1
Murder of Luis Donaldo Colosio Murrieta,1
Chemical castration,1
Alfonso Durazo Montaño,1
Brunette,1
Contact melih directly,1
Republican People&#39;s Party,1
Recep Tayyip Erdogan,1
Justice and Development Party,1
new York,1
Bayrampaşa,1
Turkey president,1
general Directorate of Meteorology,1
Spitak earthquake,1
Stepan Timofeevich Poltorak,1
Kuznetsk coal basin,1
Armenia,1
Oleg Stepanovich Barna,1
Oil,1
Club Alianza Lima,1
Judicial Power of Peru,1
César Villanueva,1
Foot Ball Club Melgar,1
National Superintendency of Customs and Tax Administration,1
Referendum,1
Peruvian Football Federation,1
Edwin Oviedo Picchotito,1
Keiko Fujimori,1
U.S. congress,1
Jamal Khashoggi,1
the coast,1
Shmuel Plato-Sharon,1
Naftali Bennett,1
Undercover soldiers,1
Avigdor Lieberman,1
Institute for Intelligence and Special Functions,1
The Israel Defense Forces,1
Aquarius,5
keel,1
Stefanie Tücking,1
Electric chair,3
Lingen (Ems),1
George HW Bush,7
Center for Political Beauty,1
Angela Merkel,6
fuel plant,1
Joko Widodo,1
Ma&#39;ruf Amin,1
Earthquake,1
Bahar bin Smith,1
Bogor,1
Baswedan novel,1
Electronic Identity Card,1
Tornado,1
"Sukamiskin, Arcamanik, Bandung",1
Free Papua Organization,1
Festival of Lights,1
Lyon,1
Electrocution,1
SOS Mediterranean,2
Daval case,2
Marion Maréchal,1
Nikki Haley,1
Mantes la Jolie,2
Feyenoord,1
Frenkie de Jong,1
Oscar,1
VVV Venlo,1
Bangladesh Chhatra League,1
Chittagong,1
Chuadanga district,1
Sheikh Hasina,1
Rangpur-6,1
Bangladesh,1
Canada,2
Rangpur district,1
Mirza Fakhrul Islam Alamgir,1
Jatiya Party (Ershad),1
Association of Latvian Regions,1
The Saeima,1
The European Union,1
Latvia,1
The Church of Our Lady of Riga,1
New York City,3
Europe,1
Riga,1
Babite,1
Niu Chengze,1
Tu Xingzhe,1
Korean Yu,1
Lai Qingde,1
Ke Wenzhe,1
Lin Jialong,1
Lu Xiuyan,1
Taiwan Railway Administration,1
National Taiwan University,1
The selection of the president of the National Taiwan University in 2018,1
Rolandas Paksas,1
Kaunas Zalgiris,1
Eligijus Masiulis,1
Artūras Zuokas,1
Lukiškių aikštė,1
Pirate Olympiacos,1
Lithuania,1
Vilnius,1
Euroleague,1
Klaipeda,1
Switzerland,1
Heather Lauert,2
Christian Democratic Union of Germany,1
Vietnam national football team,1
Phan Van Anh Vu,1
Vietnam,1
President of the United States,1
Tran Phuong Binh,1
Hun Sen,1
Moderates,1
The Christian Democrats,1
Emmanuel Macron,2
US UN Ambassador,1
Oscarsgalan 2018,1
Germany,2
Gustavo Petro,1
Rodrigo Duterte,2
Technology of the information and communication,1
student,1
Calin Popescu-Tariceanu,1
Klaus Iohannis,1
US,1
Romania,1
Viorica Dăncilă,1
CS University of Craiova,1
CS Concordia Chiajna,1
National Liberal Party,1
The Senate of Romania,1
Zhang Shouyi,2
Dong Qichang,1
Beijing,1
Xi Jinping,2
Meng Zhouzhou,1
Heavy snow,1
railway,1
Chinese People&#39;s Liberation Army Air Force,1
Shanghai,1
People&#39;s Republic,1
Petro Poroshenko,1
Poltorak Stepan Timofeevich,1
Barna Oleg Stepanovich,1
Kerch Strait,1
Kiev,1
Naval Forces of the Armed Forces of Ukraine,1
Aleksandar Vucic,1
Serbia,1
Opposition,1
Central European Free Trade Agreement,1
Kragujevac,1
Republic of Kosovo,1
Kosovo Liberation Army,1
Pristina,1
Mehdi Nemmouche,1
Accident,1
Jewish Museum of Belgium,1
Andrzej Duda,1
Lech Walesa,1
Stanisław Gawłowski,1
Polish Financial Supervision Authority,1
Modern,1
Henryk Jankowski,1
Tadeusz Rydzyk,1
Jaroslaw Kaczynski,1
Poland,1
Félix Houphouët-Boigny,1
Ivory Coast,1
G5 Sahel,2
Trolley,1
Estonia,2
Benign,2
Amina Bouayach,1
Texas,1
Progress,1
Christian People&#39;s Party,1
Abid Raja,1
Trine Skei Grande,1
Justice Minister,1
Police Security Service,1
Tor Mikkel Wara,1
Left,1
Trondheim,1
Police and Lecturer&#39;s Office,1
Hungary,1
the politics can be different,1
Péter Ungár,1
Viktor Orban,1
Amal Clooney,1
Hungarian Institute of Paris,1
65th highway,1
Széll Kálmán square,1
