keyword,count
National Democratic Front of the Philippines,1
Bong Revilla,1
Antonio Trillanes,1
George H. W. Bush,2
Maria Ressa,1
International Criminal Court,1
Philippines,1
Philippine Basketball Association,1
Magnolia Hotshots,1
Alaska Aces,1
Liverpool F.C.,2
Sadiq Khan,1
I'm a Celebrity...Get Me Out of Here! (UK TV series),2
Brexit,7
Manchester United F.C.,6
Arsenal F.C.,5
Dara Calleary,1
Health Service Executive,1
Anne Hegerty,1
Abortion,1
Australia national cricket team,3
Cuba,2
India national cricket team,2
North Korea,2
India,2
Japan,1
Singapore,2
Malaysia,2
Malaysian Islamic Party,2
Facebook,1
Aquarius,5
keel,1
Stefanie Tücking,1
George HW Bush,7
Lingen (Ems),2
Christian Democratic Union of Germany,3
Center for Political Beauty,1
Hartz concept,1
Unemployment benefit II,1
fuel plant,1
Earthquake,2
Pakistan,2
New Caledonia,1
Poland,3
Hamas,12
International Monetary Fund,2
Franc Kangler,1
White Church,1
Slovenia,1
Levica,1
Karl Erjavec,1
Celovška cesta,1
Aleš Bržan,1
Boris Popovich,1
Bank of Slovenia,1
Prime Minister of the Republic of Slovenia,1
Zhang Shouyi,2
Beijing Metro New Airport Line,1
Xi Jinping,2
Beijing,1
Yangtze River Delta urban agglomeration,1
Heavy snow,1
medical insurance,1
Shanghai,1
Cold wave,1
People&#39;s Republic,1
Imran Khan,1
Tuberculosis,1
Khawaja Muhammad Asif,1
Azam Khan Swati,1
China–Pakistan Economic Corridor,1
Inter-Services Public Relations,1
Sin tax,1
Pakistan Tehreek-e-Insaf,1
Super Smash Bros. Ultimate,7
Donald Trump,9
Heather Nauert,4
United States Ambassador to the United Nations,3
Toronto,1
Oshawa,1
Student,2
School,2
Cannabis,1
Alberta,1
George Bush the Father,2
The United Arab Emirates,2
France,4
United State,4
The Curse of Curiosity,1
United nations,2
Israel,3
United Nations Interim Force in Lebanon,1
Democracy Day,1
All Progressives Congress,1
Sahel,2
Akwa Ibom State,1
Remand,1
Atiku Abubakar,1
Nigeria,1
Economic and Financial Crimes Commission,1
Kangaroo,1
Western Australia,1
Little River,1
Queensland,1
Law,2
Aussie,1
Encryption,1
Victoria,1
Dragon Age: Inquisition,4
Mortal Kombat,7
Pope Francis,6
Dragon Age,4
Stranger Things,6
Ukraine,11
United Arab Emirates,6
University of Otago,1
Dolphin,1
Graeme Hart,1
New Zealand,1
CTV Building,1
Engineering New Zealand,1
Northland Region,1
United Kingdom,1
South Sudan,2
Kevin Hart,1
Tennessee Titans,1
Jacksonville Jaguars,1
CNN,5
North Carolina,1
Tennessee,1
Republican Party,1
Pete Shelley,1
Wales,1
Buzzcocks,1
Mark Drakeford,1
Jeremy Corbyn,1
Uhuru Kenyatta,1
Bolivia,1
Burundi,1
Commercial Bank of Africa,1
Somalia,2
Kenya,1
Mike Sonko,1
Lebanon,2
Libya,1
Beirut,1
U.S. congress,2
Jamal Khashoggi,2
Mohammed bin Salman bin Abdul Aziz Al Saud,2
Amal movement,1
Moderates,1
The Christian Democrats,1
Emmanuel Macron,2
Angela Merkel,4
E22,1
Germany,2
Sweden Democrats,1
New York,1
David Oyedepo,1
Manis,1
Narendra Modi,1
Nana Akufo-Addo,1
Tullow Oil,1
Chelsea F.C.,1
Ghana,1
Iran,3
Africa,1
Ivory Coast,1
Senegal,3
G5 Sahel,2
Trolley,1
Estonia,1
Félix Houphouët-Boigny,1
Benign,1
Alahli football club,1
Turkey,1
Egypt,1
Mahmoud Wahid,1
Misr Clearing Club,1
South African Broadcasting Corporation,1
Zimbabwe,2
Eskom,1
Western Sahara,1
United Nations,2
Javiera Blanco,1
LATAM Airlines,1
National Television of Chile,1
Rodrigo Duterte,2
Jair Bolsonaro,1
Strike,1
Luxembourg,2
Jaime de Aguirre,1
Conscientious objection,1
Northern Limit Line,1
College Scholastic Ability Test,1
Kim Jong-un,1
Organic animal,1
Korea National Assembly,1
"Kim, Myung - Soo",1
Seoul,1
Supreme Court of the Republic of Korea,1
President of the Republic of Korea,1
Deoksugung Palace,1
Marble,1
Cyprus,1
Exarchia,1
Thiseio,1
Panos Kammenos,1
Wolfgang Schäuble,1
Hellas,1
Electric Railways Athens-Piraeus,1
USA,5
Rolandas Paksas,1
Kaunas Zalgiris,1
Eligijus Masiulis,1
Vilnius,1
Artūras Zuokas,1
Andrius Tapinas,1
Pirate Olympiacos,1
Lithuania,1
Klaipeda,1
Euroleague,1
China,1
Vietnam national football team,1
President of the United States,1
Russia,4
Huawei,4
Vietnam,1
Hanoi,1
Mulla Krekar,1
Abid Raja,1
Trine Skei Grande,1
Oslo,1
Norway,1
Justice Minister,1
Police Security Service,1
Tor Mikkel Wara,1
Left,1
Shmuel Plato-Sharon,1
Naftali Bennett,1
Undercover soldiers,1
Benjamin Netanyahu,1
Institute for Intelligence and Special Functions,1
Avigdor Lieberman,1
The Israel Defense Forces,1
He Zhiping,1
Bessa Bay,1
Lai Qingde,2
Aoi,1
File method,1
Laurent Trump,1
Sino-US trade dispute in 2018,1
Tsai English,1
Andrej Babiš,1
Miloš Zeman,1
Morocco,1
Klára Dostálová,1
Jaroslav Kuber,1
Security Information Service,1
Martin Erat,1
Christian-Democratic Union,1
Belisario Betancur,2
Special Jurisdiction of Peace,1
Gustavo Petro,1
Nicolás Maduro,2
Vicente Torrijos,1
Hugo Chavez,4
Technology of the information and communication,1
Venezuela,3
Vladimir Putin,1
The Saeima,1
Latvia,1
Island Bridge,1
airBaltic,1
Tērvete county,1
Riga,1
KPV LV,1
Kingdom of Denmark,1
New Conservative Party,1
Benoît Hamon,1
Festival of Lights,1
Lyon,1
SOS Mediterranean,2
Daval case,1
Gérald Darmanin,1
United Nations Organization,2
European elections of 2019 in France,1
Ivica Dacic,1
Aleksandar Vucic,1
Serbia,1
Opposition,1
Central European Free Trade Agreement,1
Republic of Kosovo,1
Kosovo Liberation Army,1
Pristina,1
Linz,1
Sebastian Kurz,1
Heather Lauert,2
Vienna,1
AirPower,1
Hans Kammerlander,1
Frenkie de Jong,1
Feyenoord,1
VVV Venlo,1
Oostvaardersplassen,1
Rotterdam,1
AFC Ajax,1
Paris Saint-Germain,1
Project X,1
Bénédicte Ficq,1
Ankara Esenboga Airport,1
Ankara,1
Contact melih directly,1
Republican People&#39;s Party,1
Bayrampaşa,1
new York,1
Aegean Sea,1
Grand National Assembly of Turkey,1
Bangladesh Chhatra League,1
Khaleda Zia,1
Sheikh Hasina,1
Rangpur-6,1
Chuadanga district,1
Canada,1
Rangpur district,1
Bangladesh,1
Mirza Fakhrul Islam Alamgir,1
Comilla district,1
Donald trump,1
Vladivostok,1
Stepan Timofeevich Poltorak,1
Spitak earthquake,1
Kerch Strait,2
Dmitry Anatolyevich Medvedev,1
Armenia,1
Joko Widodo,1
Bogor,1
Baswedan novel,1
Electronic Identity Card,1
Ahmad Marzuqi,1
Prabumulih City,1
Tornado,1
Republic of Indonesia Corruption Eradication Commission,1
Regent,1
Ueli bricklayer,1
Switzerland,1
Federal President,1
Electric chair,1
worry barometer,1
Bratislava,1
Robert Kaliňák,1
Robert Fico,1
Pavol Russia,1
National Bank of Slovakia,1
Peter Pellegrini,1
toll,1
Speedway R2,1
Slovakia,1
SMER - Social Democracy,1
Beto Richa,1
Luiz Inácio Lula da Silva,1
Flávio Bolsonaro,1
Mega-Sena,1
João Doria,1
Guanabara Palace,1
Ricardo Lewandowski,1
Sérgio Moro,1
Joice Hasselmann,1
Superior Justice Tribunal,1
Calin Popescu-Tariceanu,1
Klaus Iohannis,1
US,1
Romania,1
Viorica Dăncilă,1
Targoviste,1
CS University of Craiova,1
CS Concordia Chiajna,1
The Senate of Romania,1
Luis Almagro,1
San Luis Potosi,1
Iván Duque Márquez,2
Peru,2
National Liberation Army,2
Nicolás Rodríguez Bautista,2
Andrzej Duda,1
Institute of Meteorology and Water Management,1
Lech Walesa,1
Stanisław Gawłowski,1
Polish Financial Supervision Authority,1
Modern,1
Henryk Jankowski,1
Tadeusz Rydzyk,1
Jaroslaw Kaczynski,1
Tsvetan Vassilev,1
Nikolay Banev,1
Bulgarian State Railways,1
PFC Ludogorets 1945,1
PFC CSKA,1
Corporate Commercial Bank,1
Cornelia Ninova,1
Party of European Socialists,1
Alexis Tsipras,1
Cork,1
Paris,2
High School in France,1
Club Atlético Rosario Central,1
Council of the Magistracy,1
Argentina Soccer Cup,1
Gymnastics and Fencing Club La Plata,1
Showmatch,1
Patricia Bullrich,1
Soledad Fandiño,1
Elisa Carrió,1
Chamber of Deputies of the Argentine Nation,1
Massacre of the Bananeras,1
Jorge Glas,1
Quito,1
Lenin Moreno,1
Club Alianza Lima,1
Foot Ball Club Melgar,1
Referendum,1
Edwin Oviedo Picchotito,1
Keiko Fujimori,1
National Superintendence of Migrations,1
Yushin Nishi,1
Yoshiji Tonoiwa,1
Bookshop,1
