keyword,count
Priyanka Chopra,6
Albert Einstein,8
Nokia,3
Fortnite,6
Nick Jonas,6
SpaceX,7
Greenland ice sheet,3
5G,8
Ukraine,10
iOS 12,5
Pakistan,1
Iran,1
Mahira Khan,1
George H. W. Bush,14
Ranbir Kapoor,1
National Database and Registration Authority,1
Imran Khan,1
Afghanistan,1
Chief of Staff of the Armed Forces of the Philippines,1
Panglao Island,1
Mikey Arroyo,1
Inflation,1
"El Nido, Palawan",1
Ateneo Blue Eagles,1
University Athletic Association of the Philippines,1
Imelda Marcos,1
Cebu,1
Federal Office for the Protection of the Constitution and Counter-Terrorism,1
Peter Gridling,1
Wolfgang Sobotka,1
uterus,1
Austria,2
George HW Bush,13
Constitutional Court,1
Russia,19
Elmar Podgorschek,1
mafia,1
Facebook,4
North Carolina,1
Wisconsin,2
United States Secret Service,1
Michael Flynn,4
Donald Trump,9
Republican Party,2
Robert Mueller,3
Manchester United F.C.,9
Brexit,4
Portugal,2
Venezuela,2
Jamal Khashoggi,6
China,1
Rudy Giuliani,1
People for the Ethical Treatment of Animals,2
Australia,2
Costa Rica,1
Europe,2
Marsupial,1
Queensland,1
Northern Region,1
Port,1
Sport Lisboa and Benfica,1
Football Club Paços de Ferreira,1
China Popular Republic,1
Organ Transplantation,2
Tourism,1
Paolo Rocca,1
Emilio Monzó,1
Chamber of Deputies of the Argentine Nation,1
Club Atlético Boca Juniors,1
River Plate Athletic Club,1
Copa Libertadores de América,1
Central Bank of the Argentine Republic,1
Julián Ercolini,1
National Democratic Congress,1
Shatta Wale,1
Gabon,2
Strike action,1
Nana Akufo-Addo,1
Ali Bongo Ondimba,2
Morocco,4
Four Weddings and a Funeral,1
"Catherine, Duchess of Cambridge",1
"Prince William, Duke of Cambridge",1
United Arab Emirates,2
Red Nose Day Actually,1
José Mourinho,3
Saudi Arabia,4
Ebola virus disease,1
Emmanuel Macron,2
Fonterra,1
New Zealand,1
New Zealand State Highway 27,1
United Kingdom,1
New Zealand State Highway 3,1
Israel,2
Thailand national football team,2
President of the United States,1
Malaysia national football team,1
France,3
Ho Chi Minh City,1
Kien Giang,1
Hanoi,1
Southeast Asian Football Championship 2018,1
Valérie Plante,1
Ontario,1
Bank of Canada,1
Cannabis,1
Nelson Mandela,1
Trevor Noah,1
Johann Rupert,2
Public Protector,1
Busisiwe Mkhwebane,1
Eskom,1
The Daily Show,1
Norway,1
Trine Skei Grande,1
Abid Raja,1
Erna Solberg,1
