keyword,count
Australia national cricket team,3
George H. W. Bush,12
Rodrigo Duterte,2
Bukit Batok,1
India national cricket team,2
Malaysia,2
1Malaysia Development Berhad,1
Singapore,2
OPEC,8
Japan,16
Filaret,1
Ukraine,2
Kiev,1
Russia,8
Voronchenko Igor Aleksandrovich,1
Black Sea,3
Canada,8
Armed Forces of Ukraine,1
USA,6
George HW Bush,11
Tilburg,1
Project X,1
Huawei,12
&#39;Ndrangheta,1
Katwijk,1
President of the United States,2
United States,4
The Netherlands,1
Maguindanao,1
Baguio,1
"San Juan, Metro Manila",1
Philippines,1
Ateneo Blue Eagles,1
Gloria Macapagal Arroyo,1
University Athletic Association of the Philippines,1
Tehran,1
Prague,1
Cyprus,1
The Stork Nest Case,1
Andrej Babiš,1
Local Committee for Supply and Production,1
Nicolás Maduro,3
Inter-American Commission on Human Rights,1
Vladimir Putin,3
Hugo Chavez,1
Evo Morales,2
God given hair,1
Costa Rica,1
Venezuela,3
Marcel Koller,1
Switzerland,1
FC Basel,1
Hilton hotels,2
Karin Keller Sutter,1
worry barometer,1
Federal Council,1
Yoshiji Tonoiwa,1
Bookshop,1
Nissan Motor,1
Recitation,1
South Korea,1
Softbank Group,1
Korean recruitment during Japanese rule,1
Water supply law,1
Papua,1
Lynas,1
India,4
Indonesia,1
Rohingya people,1
Somalia,2
Iran,8
Benghazi,1
Anbar province,2
Libya,1
Anwar Gargash,2
Iraq,1
Chabahar,2
Air strike,1
Diameter,2
Alexandria,1
Sherif Amer,1
EgyptAir,1
Ministry of Supply and Internal Trade,1
Africa,1
Sharm El-Shaikh,1
Central Bureau of Investigation,1
I'm a Celebrity...Get Me Out of Here! (UK TV series),1
Chelsea F.C.,2
Kenya,2
Alok Verma,1
Supreme Court,1
Anne Hegerty,1
Luxembourg,3
Belfast,2
Aisha Buhari,1
Burkina Faso,1
Independent National Electoral Commission,1
Diezani Alison-Madueke,1
Nigeria,3
All Progressives Congress,1
Economic and Financial Crimes Commission,1
Blaise Compaoré,1
Rochas Okorocha,1
Seri Pitsuya,1
Book,1
Free Thai Party,1
Prayer,1
Thailand,2
Samut Prakarn Province,1
Chiang Mai,1
body,1
Emergency department,1
National Peace Corps,1
Pakistan,1
Yasir Shah,1
Shehbaz Sharif,1
Afghanistan,1
Federal Board of Revenue,1
Pakistan national cricket team,1
Financial Action Task Force,1
Saad Hariri,1
Lebanon,7
Avijaa Adraei,1
Omar Karami,1
Hizb allah,1
Beirut,1
Israel,9
United State,1
Lee Young Ryeol,1
Chung Dong-young,1
Favorable,1
Park Ji Won,1
President of the Republic of Korea,1
Kim Jong-un,1
Seoul,1
High Young,1
Justice of the Republic of Korea,1
Park-Geun-Hye,1
Latvia,1
The Saeima,1
Road Safety Directorate,1
Imants Lancmanis,1
Pussy Riot,1
Tērvete county,1
Saudi Arabia,2
KPV LV,1
Latvian Academy of Sciences,1
Google Allo,5
Fortnite,4
iPhone,4
Xiaomi,5
Nokia,5
Apple,4
iOS 12,2
Petroleum,3
Manchester United F.C.,1
Bank of Uganda,1
Charles Muhangi,1
Qualcomm Snapdragon,1
Ghana,1
Asante Kotoko S.C.,1
Shatta Wale,1
Christabel Ekeh,1
Nana Akufo-Addo,1
Child marriage,1
Philomena Mbete Mwilu,2
Global Citizen Festival,2
Stonebwoy,1
International Allies F.C.,1
Parihaka,1
Auckland,1
Whangarei,1
New Zealand,2
Brian Tamaki,1
Trevor Mallard,1
New Zealand National Party,1
Climate change,1
United Kingdom,2
Emma Husar,1
Ballarat,1
Victoria,1
Liberal Party of Australia (Victorian Division),1
Australian Labor Party,1
Michael O'Brien,1
Scott Morrison,1
Zimbabwe,1
Celovška cesta,1
Boris Popovich,1
University Clinical Center Ljubljana,1
"Coast, Brežice",1
Ljubljana,1
Senate of the United States of America,1
Slovenia,1
Ben Sasse,1
Super Smash Bros. Ultimate,1
Ontario Highway 407,1
Toronto Raptors,1
Philadelphia 76ers,1
Ontario,1
SaskPower,1
Vancouver,1
Carbon monoxide poisoning,1
École Polytechnique massacre,1
Steinhoff International,1
Johann Rupert,1
Stabbing,1
Julius Malema,1
