keyword,count
Perbadanan Tabung Pendidikan Tinggi Nasional,1
Kuala Lumpur,2
Human Rights Commission of Malaysia,2
Government,1
Singapore,2
Goods and Services Tax,1
Malaysia,2
Lim Guan Eng,1
Malaysian Islamic Party,1
France,6
Isha Ambani,1
Pakistan,1
"Kartarpur, Pakistan",1
Nawaz Sharif,1
Iran,1
Shahpurkandi dam project,1
CNN,9
India,1
Kane Williamson,1
New Zealand national cricket team,1
Bong Revilla,1
Antonio Trillanes,1
Inflation,1
Rodrigo Duterte,3
Davao,1
Solidarity of Filipino Workers,1
National Democratic Front of the Philippines,1
Philippines,1
Ateneo Blue Eagles,1
Bangsamoro Organic Law,1
Build to order,1
North Korea,2
Housing and Development Board,1
Facebook,1
Noble Group,1
Super Smash Bros. Ultimate,7
The Game Awards,8
Toronto Maple Leafs,1
Donald Trump,14
Kevin Hart,9
Heather Nauert,4
United States Ambassador to the United Nations,3
Academy Awards,7
Google,1
Frenkie de Jong,1
Amsterdam,1
Angela Merkel,6
Flying tax,1
Kloosterzande,1
Oscar,1
Oostvaardersplassen,1
AFC Ajax,1
Paris Saint-Germain,1
Aquarius,5
Benoît Hamon,1
Festival of Lights,1
Lyon,1
Emmanuel Macron,2
SOS Mediterranean,2
Police custody in French law,1
Daval case,1
Hamas,12
Japan,1
Bangladesh Chhatra League,1
Narsingdi district,1
Bangladesh Awami League,1
Sheikh Hasina,1
Rangpur-6,1
Grand alliance,1
Obaidul Quader,1
A,1
Jatiya Party (Ershad),1
Parliament election,1
Emma Husar,1
Australia national cricket team,1
India national cricket team,1
Western Australia,1
Little River,1
Australian Labor Party,1
Encryption,1
Australia,1
Michael Flynn,1
Tennessee,1
Robert Mueller,1
Mount Maunganui,1
University of Otago,1
Auckland,1
School,1
Student,1
New Zealand,1
CTV Building,1
Paragliding,1
Engineering New Zealand,1
United Kingdom,1
Yoshiji Tonoiwa,1
Heather · Nawart,1
Lewis Valenchena,1
USA,5
Shohei Otani,1
Emiko Uenuma,1
M-1 Grand Prix,1
Immigration Control and Refugee Recognition Act,1
Kispei Ewha,1
Syria,1
Lebanon,2
United State,4
Hizb allah,2
Israel,2
United nations,3
United Nations Interim Force in Lebanon,1
Julian Assange,2
Cyprus,1
United States,1
Slovenia,1
Christian Democratic Union,2
Levica,1
Ecuador,2
Karl Erjavec,1
Vietnam national football team,1
Ukraine,9
Russia,10
Phan Van Anh Vu,1
Ho Chi Minh City,1
President of the United States,1
Huawei,3
Tran Phuong Binh,1
George HW Bush,5
Belgium,1
Cable News Network,1
New York,2
Germany,2
Nitin Gadkari,1
Indigo,1
Rajasthan,1
Telangana,1
Central investigation bureau,1
Vasundhara Raje Scindia,1
National pension system,1
Alok Kumar Verma,1
Bharatiya Janata Party,1
Sharad Yadav,1
Brexit,1
O2,1
Manchester United F.C.,5
Arsenal F.C.,5
Joko Widodo,1
Bahar bin Smith,1
Prabowo Subianto,1
Bogor,1
Baswedan novel,1
Electronic Identity Card,1
Tornado,1
Prabumulih City,1
Meteorology Climatology and Geophysics Council,1
Mass media,1
National Anti-Corruption Commission,1
Election Commission,1
National Peace Corps,1
Thailand,1
Sombat Boonnganong,1
Pravit Wongsuwan,1
Prayer,1
Nan Province,1
State,1
Mae Moh District,1
Club Atlético Rosario Central,1
Elisa Carrió,1
Council of the Magistracy,1
Carlos Menem,1
Argentina Soccer Cup,1
Gymnastics and Fencing Club La Plata,1
Nicolás Caputo,1
Mauricio Macri,1
Criminal Procedural Law,1
Chamber of Deputies of the Argentine Nation,1
Shmuel Plato-Sharon,1
Naftali Bennett,1
Sarah Netanyahu,1
Benjamin Netanyahu,1
Ayalon Highway,1
Hezbollah,1
Chana Yablonka,1
Mega-Sena,1
João Doria,1
Flávio Bolsonaro,1
Guanabara Palace,1
Ricardo Lewandowski,1
Joice Hasselmann,1
Superior Justice Tribunal,1
George Bush the Father,2
Mourtada Mansour,1
Ministry of Endowments,1
Turkey,1
Sayed Abdel Hafeez,1
Zamalek Club,1
the coast,3
Saad Lamjarred,1
Ivory Coast,1
Human migration,1
Amina Bouayach,1
Trolley,1
G5 Sahel,2
Félix Houphouët-Boigny,1
National Council for Human Rights,1
Morocco,1
Western Sahara,1
Alexander G. Lukashenko,1
Alexander Nikolaevich Sokurov,1
Vladimir Vladimirovich Putin,1
St. Petersburg,1
Stepan Timofeevich Poltorak,1
Spitak earthquake,1
Federal Penitentiary Service,1
Dmitry Anatolyevich Medvedev,1
Association of Latvian Regions,1
The Saeima,1
Latvia,1
Blur,1
Riga,1
KPV LV,1
Kingdom of Denmark,1
13. Saeima elections,1
New Conservative Party,1
Union of Green and Farmers,1
Mortal Kombat,6
Pope Francis,5
Epic Games,6
United Arab Emirates,5
Bratislava,1
Robert Kaliňák,1
Peter Kažimír,1
Pavol Russia,1
Slovakia,1
National Bank of Slovakia,1
Peter Pellegrini,1
Zürich,1
malacky,1
Silent drizzle,1
Contact Ruhsar directly,1
Marmara Region,1
Feto / PCM,1
Bolu Mountain,1
Beylikdüzü,1
general Directorate of Meteorology,1
Istanbul,1
Britain,1
D 100,1
Turkish Armed Forces,1
Viktor Orban,1
Hungary,1
Amal Clooney,1
George Clooney,1
Süli János,1
European Parliament,1
Europe,1
Széll Kálmán square,1
István Tiborcz,1
European Anti-Fraud Office,1
New Aargauer Bank,1
Switzerland,1
Electric chair,2
Heather Lauert,1
Christian Democratic Union of Germany,3
worry barometer,1
Harbin City,1
Beijing,1
Guangzhou City,1
Quantum computer,1
People&#39;s Republic,1
system,1
China Harbin International Ice and Snow Festival,1
Quantum mechanics,1
Hepatitis B,1
China Evergrande Group,1
Liverpool F.C.,2
International Criminal Court,1
Chelsea F.C.,1
Nigeria,1
Wolverhampton Wanderers F.C.,1
Atiku Abubakar,1
Kenya Pipeline Company,3
Sahel,1
Africa,1
Love Island,1
I'm a Celebrity...Get Me Out of Here! (UK TV series),1
Danny Dyer,1
Holly Willoughby,1
Dublin,1
Game of Thrones,3
Fortnite,1
Bruno Villalobos,1
National Television of Chile,1
Nicolás Maduro,4
Jair Bolsonaro,1
Luxembourg,1
Venezuela,4
Jaime de Aguirre,1
Vladimir Putin,4
Levon Hampartzoumian,1
Nikolay Banev,1
Varna,1
Alexis Tsipras,1
Belene NPP,1
Todor Kantardzhiev,1
Belene,1
Sofia Airport,1
Bulgaria,1
Plovdiv,1
Alwaleed bin Talal bin Abdulaziz Al Saud,2
The United Arab Emirates,1
Moderates,1
The Christian Democrats,1
US UN Ambassador,1
Gothenburg,1
Malmo,1
Sweden Democrats,1
The Social Democrats,1
Marius Borg Høiby,1
Progress,1
Christian People&#39;s Party,1
Abid Raja,1
Trine Skei Grande,1
Otterøya,1
Police Security Service,1
Tor Mikkel Wara,1
Namsos,1
Justice Minister,1
Stefanie Tücking,1
Lingen (Ems),1
Small gun license,1
Center for Political Beauty,1
Belisario Betancur,2
Gustavo Petro,1
Hugo Chavez,3
Quito,1
Elián González,1
Cuba,1
Iván Duque Márquez,2
National Liberation Army,1
Nicolás Rodríguez Bautista,1
Miguel Díaz-Canel,1
People&#39;s Republic of China,1
Lenin Moreno,1
Giovanni Tria,1
Giorgia Meloni,1
Democratic party,1
Armando Spataro,1
Matteo Salvini,1
Florence,1
Oliviero Toscani,1
Public minister,1
Galleria Umberto I,1
Matteo Renzi,1
Miloš Zeman,1
Security Information Service,1
Klára Dostálová,1
Jana Mračková Vildumetzová,1
Jaroslav Kuber,1
HC Kometa Brno,1
Association of Regions of the Czech Republic,1
Lenka Bradáčová,1
Andrej Babiš,1
Tomáš Plekanec,1
Dalia Grybauskaite,1
Ministry of Foreign Affairs of the Republic of Lithuania,1
Vytautas Landsbergis,1
Zverryna,1
Agroconcern group,1
Lithuania,1
Medininkai Fellowship School,1
Seimas of the Republic of Lithuania,1
Uhuru Kenyatta,2
South African Broadcasting Corporation,1
Zimbabwe,1
Kenya,2
Eskom,1
Bheki Cele,1
Senegal,2
David Oyedepo,1
Manis,1
Central African Republic,1
Liberia,1
Nana Akufo-Addo,1
Ghana,1
Tullow Oil,1
Portugal,1
Trains from Portugal,1
Bambari,1
Lisbon,1
Carlos César,1
Portuguese language,1
Socialist party,1
Syndicate,1
Directorate-General for Reinsertion and Prison Services,1
Philomena Mbete Mwilu,1
Orange Democratic Movement,1
Commercial Bank of Africa,1
Raila Odinga,1
Mike Sonko,1
Nairobi,1
Club Alianza Lima,1
Judicial Power of Peru,1
Foot Ball Club Melgar,1
Residential building,1
National Superintendency of Customs and Tax Administration,1
César Villanueva,1
Peruvian Football Federation,1
Referendum,1
Saudi,1
Salman bin Abdulaziz Al Saud,1
He Zhiping,1
Let love and peace occupy Central,1
Zhu Kaidi,1
Consumer council,1
Laurent Trump,1
Hong Kong Fire Services Department,1
Probation order,1
Xi Jinping,1
Emergency room,1
Hong Kong Legislative Council,1
Zoran Zavev,1
Aristotle University of Thessaloniki,1
Thessaloniki,1
Exarchia,1
Rhodes,1
Hellas,1
Wolfgang Schäuble,1
Matala Heraklion,1
Kim Moo-sung,1
College Scholastic Ability Test,1
Woo Sung Woo,1
Son Hak-gyu,1
President of the Republic of Korea,1
Kim Kyung Su,1
John Bolton,1
Free korean,1
"In addition,",1
Korean Army Security Command,1
Serbia,1
Kragujevac,1
Dragan Đilas,1
Croatia,1
Aleksandar Vucic,1
Republic of Kosovo,1
Kosovo Liberation Army,1
Luis Almagro,1
José Castillo,1
Luis Valbuena,1
Gulf Cartel,1
Claudia Sheinbaum,1
National University Club,1
Mexico City International Airport,1
America club,1
Enrique Alfaro Ramírez,1
Murder of Luis Donaldo Colosio Murrieta,1
Mexico City,1
Jalisco,1
Preventive prison,1
Petro Poroshenko,1
Barna Oleg Stepanovich,1
Kerch Strait,1
Kiev,1
Operation of united forces,1
Poltorak Stepan Timofeevich,1
Levchenko Yuri Vladimirovich,1
Institute of Meteorology and Water Management,1
Andrzej Duda,1
Lech Walesa,1
Rafał Trzaskowski,1
Jaroslaw Kaczynski,1
Modern,1
Henryk Jankowski,1
National Bank of Poland,1
Poland,1
Rally of the houphouetists for democracy and peace,1
Rwanda,1
Diane Rwigara,1
Estonia,1
Benign,1
Alioune Sarr,1
Economic Community of West African States,1
Abdoulaye Wade,1
Heinz-Christian Strache,1
Vienna,1
Freedom Party of Austria,1
Annegret Kramp-Karrenbauer,1
George Soros,1
Friedrich Merz,1
accident,1
Liviu Dragnea,1
Traian Basescu,1
Exatlon,1
FCSB,1
Social Democratic Party,1
National Liberal Party,1
Lucian Sova,1
magnitude,1
Romania,1
Niu Chengze,1
Tu Xingzhe,1
Korean Yu,1
Ke Wenzhe,1
Lai Qingde,1
Taiwan Railway Administration,1
National Taiwan University,1
The selection of the president of the National Taiwan University in 2018,1
Huang Minhui,1
Election of local public officials in the Republic of China in 2018,1
