keyword,count
Fortnite,5
Super Smash Bros. Ultimate,5
Iran,9
Microsoft Edge,5
Microsoft Corporation,5
Japan,15
Ukraine,13
AlphaZero,5
Russia,15
Chromium,2
Dylan Walker,1
George H. W. Bush,15
Julian Assange,5
Manly Warringah Sea Eagles,1
Ecuador,2
Emma Husar,1
Me Too movement,1
United Kingdom,3
Republican Party,2
National Rugby League,1
Liverpool F.C.,4
Imran Khan,1
Rohingya people,1
Papua,2
Manchester United F.C.,4
Arsenal F.C.,4
Malaysia,1
Yemen,1
Toronto Maple Leafs,1
First Ministers' conference,1
North Carolina,2
Toronto,1
Doug Ford,1
Costa Rica,3
William Nylander,1
Coalition Avenir Québec,1
Western Technical-Commercial School,1
Hussain Muhammad Ershad,1
Khaleda Zia,1
Sheikh Hasina,1
Rangpur-6,1
Pabna district,1
Mirza Fakhrul Islam Alamgir,1
US federal,1
Padma river,1
Rangpur district,1
Federal Office for the Protection of the Constitution and Counter-Terrorism,1
Sebastian Kurz,1
European Union,3
Frontex,1
AirPower,1
Sweden,2
SIM card,1
Austria,1
Zeltweg,1
Huawei,5
Yoshiji Tonoiwa,1
Bookshop,1
Otsuka Furniture,1
South Korea,1
Technical intern training,1
Recitation,1
Softbank Group,1
Water supply law,1
Korean recruitment during Japanese rule,1
Priyanka Chopra,1
Wasim Khan,1
Yasir Shah,1
Pakistan Cricket Board,1
Nick Jonas,1
Pakistan,2
"Kartarpur, Pakistan",1
India,4
All Progressives Congress,1
Atiku Abubakar,2
Democracy Day,1
Lionel Messi,1
Muhammadu Buhari,1
Pelé,1
Ghali Umar Na'Abba,1
Nigeria,2
Chelsea F.C.,1
Nelson,1
Expo 2020,1
Fonterra,1
New Zealand,1
Air New Zealand,1
France,4
Maketu,1
Emmanuel Macron,2
Rodrigo Duterte,4
Singapore,1
Tumblr,1
Facebook,2
Noble Group,1
Alex Smith,1
Kamala Harris,1
Golden Globe Award,2
Cannabis,1
Michigan,1
Washington Redskins,1
National Food Authority,1
International Criminal Court,1
Philippine Basketball Association,1
Philippine Drug War,1
Magnolia Hotshots,1
Philippines,1
Emmanuel Piñol,1
Brexit,2
O2,1
Leicester City F.C.,1
Travel visa,1
Son Hak-gyu,1
motherland,1
Vietnamese national football team,1
The,1
Free korean,1
