keyword,count
To whom,1
Iran,6
Cyprus,2
Ukraine,14
Hizb allah,2
Israel,3
United kingdom,1
Chabahar,2
United State,3
The United Arab Emirates,4
Sweden Democrats,1
Yemen,2
Moderates,1
The Christian Democrats,1
Sweden,2
Jimmie Åkesson,1
Ostersund,1
"Force, Karlskrona municipality",1
The Social Democrats,1
NFA,1
Levica,1
Franc Kangler,1
Slovenia,1
Boris Popovich,1
Celovška cesta,1
Nova Gorica,1
Karl Erjavec,1
Bank of Slovenia,1
Prime Minister of the Republic of Slovenia,1
United States,1
Stefanie Tücking,1
France,3
EU exit from the United Kingdom,1
Berlin,2
Center for Political Beauty,1
Christian Democratic Union of Germany,2
mafia,1
Friedrich Merz,2
Huawei,6
Annegret Kramp-Karrenbauer,1
Son Hak-gyu,1
Vietnamese national football team,1
The,2
Free korean,1
Kim Moo-sung,1
High Young,1
"Park, Byeong",1
Park-Geun-Hye,1
ASEAN Football Championship,1
Saudi,1
George Bush the Father,1
Egypt,2
Diameter,2
Al Wahda Club,1
Anwar Gargash,1
Golden Globe Award,5
George H. W. Bush,15
Sadiq Khan,1
Inquest,1
Health Service Executive,1
Brexit,10
East Wall,1
Abortion,1
Weather warning,1
Met Éireann,1
Federal Office for the Protection of the Constitution and Counter-Terrorism,1
Sebastian Kurz,1
Austria,1
Vienna,1
Social Democratic Party of Austria,1
Zeltweg,1
Pamela Rendi-Wagner,1
Manis,1
Rohingya people,1
Manchester United F.C.,5
Arsenal F.C.,5
Japan,17
Malaysia national football team,1
Malaysia,1
Singapore,1
Priyanka Chopra,1
Pope Francis,1
Nick Jonas,1
"Kartarpur, Pakistan",1
Yasir Shah,1
India,2
Saudi Arabia,1
Mortal Engines,1
Fonterra,1
Earthquake,1
2018 Men's Hockey World Cup,1
New Caledonia,1
United Kingdom,9
Emmanuel Macron,1
Google Allo,3
Fortnite,5
Super Smash Bros. Ultimate,6
Russia,11
Qualcomm Snapdragon,6
5G,5
Ho Ching,1
Malaysia Digital Economy Corporation,1
Datuk Yasmin Mahmood,1
Forbes,1
Liverpool F.C.,3
Luxembourg,3
Vladimir Putin,5
Andrej Babiš,1
Liechtenstein,1
Morocco,1
Czechia,1
Klára Dostálová,1
Sean Penn,1
Turkey,1
Chamber of Deputies of the Parliament of the Czech Republic,1
Michaela Šojdrová,1
Police of the Czech Republic,1
Linn-Kristin Riegelhuth Koren,1
Erna Solberg,1
Mulla Krekar,1
Trine Skei Grande,1
Abid Raja,1
Parliament,1
Left,1
Police Security Service,1
Oslo Stock Exchange,1
Justice Minister,1
River Niger Bridge,1
Atiku Abubakar,2
Democracy Day,1
Muhammadu Buhari,1
Nigeria,3
Rafael Hernández Colón,1
Jesus Santrich,1
Hugo Chavez,4
Jair Bolsonaro,5
Colombia,2
Cuba,1
Climate change,2
Puerto Rico,1
United Nations,2
Venezuela,3
David Oyedepo,1
National Democratic Congress,1
Christabel Ekeh,1
Nana Akufo-Addo,1
Stonebwoy,1
Ghana,1
Shatta Wale,1
Ekwow Spio-Garbrah,1
Viktor Orban,1
Hungarian scientific Academy,1
Government of Hungary,1
Mercedes-Benz,1
Hungary,1
László Palkovics,1
Zoltán Kovács,1
observer,1
Bernadett Wind,1
Ronald Lauder,1
Hussain Muhammad Ershad,1
Khaleda Zia,1
Rangpur-6,1
Sheikh Hasina,1
Pabna district,1
Rangpur district,1
Mirza Fakhrul Islam Alamgir,1
Padma river,1
Jatiya Party (Ershad),1
Bangladesh Nationalist Party,1
Avista,1
Philadelphia 76ers,1
Toronto Raptors,1
Bank of Canada,1
Hydro One,1
Baiba Bendica,1
Riga Dinamo,1
The Saeima,1
Island Bridge,1
State Revenue Service,1
Latvia,1
Riga,1
airBaltic,1
KPV LV,1
Kamala Harris,1
North Carolina,1
Republican Party,1
School,2
Costa Rica,2
Scott Walker,1
Wisconsin,1
Dylan Walker,1
Australia national cricket team,1
Manly Warringah Sea Eagles,1
India national cricket team,1
Wales,1
Mark Drakeford,1
O2,1
Leicester City F.C.,1
Donald Trump,2
Marcel Koller,1
Rudolph Giuliani,1
Swiss Federal Railways,1
National,1
Serbia,2
FC Basel,1
Switzerland,1
Kosovo,1
Iraq,1
China,2
Orlando Pirates,1
Rwanda,1
Baroka F.C.,1
Telkom Knockout,1
Eskom,1
Navjot Singh Sidhu,1
Savitri Bai Phule,1
Upendra Kushwaha,1
Central investigation bureau,1
Cheteshwar Pujara,1
Bharatiya Janata Party,1
Alok Kumar Verma,1
Employee&#39;s State Insurance Corporation,1
Mauricio Macri,1
Chamber of Deputies of the Argentine Nation,1
Gerardo Pollicita,1
Ministry of Health and Social Development,1
Income tax,1
Money laundering,2
Julián Ercolini,1
Glen,1
Dmitry Anatolyevich Medvedev,1
Ingushetia,1
The State Duma,1
"Treaty of Friendship, Cooperation and Partnership between the Russian Federation and Ukraine",1
Chechnya,1
Vadim Vladimirovich Belousov,1
Pension,1
Rodrigo Duterte,3
Logistics,1
Philippines,1
Antonio Trillanes,1
Department of Justice,1
Philippine Drug War,1
Asia,1
"El Nido, Palawan",1
Naftali Bennett,1
Benjamin Netanyahu,1
Ezra Sheinberg,1
Undercover soldiers,1
Commanders for Israel&#39;s security,1
The Israel Defense Forces,1
Hebrew University of Jerusalem,1
Lebanon,1
The Academy of the Hebrew Language,1
Zamalek Club,1
Dakahlia,1
Ministry of Foreign Affairs,1
Administrative Control Authority,1
Wheat flour,1
Kingdom of Central Egypt,1
Aleksandar Vucic,1
Central European Free Trade Agreement,1
Milorad Dodik,1
Slavko Curuvija,1
Pristina,1
Bosnia and Herzegovina,1
Republic of Kosovo,1
Republic of Serbia,1
Albania,1
Poland,2
Polish Financial Supervision Authority,1
Lech Walesa,1
Law and Justice,1
Modern,1
Ireneusz Zyska,1
Police,1
Tadeusz Rydzyk,1
George HW Bush,4
