keyword,count
New Zealand national rugby union team,1
George H. W. Bush,10
Northland Region,1
New Zealand national cricket team,1
School,3
Kane Williamson,1
Dolphin,1
New Zealand,1
Air New Zealand,1
Pakistan national cricket team,1
The AFL Footy Show,1
Dylan Walker,1
Donald Trump,6
Emma Husar,1
Julian Assange,7
Eddie McGuire,1
Manly Warringah Sea Eagles,1
Ecuador,4
United Kingdom,3
Sam Newman,1
Zhang Shouyi,2
He Zhiping,1
Huang Ziheng,1
Democratic People&#39;s Republic of Korea,1
Angela Merkel,1
Let love and peace occupy Central,1
Meng Zhouzhou,1
Sino-US trade dispute in 2018,1
Huawei,7
German Christian Democratic Union,1
Bilawal Bhutto Zardari,1
Wasim Khan,1
Iran,11
Pakistan Cricket Board,1
Afghanistan,1
China–Pakistan Economic Corridor,1
Ukraine,12
Inter-Services Public Relations,1
Pakistan,2
New Jersey,3
Liverpool F.C.,4
Imran Khan,1
Rohingya people,1
Papua,1
Japan,9
Malaysia national football team,1
1Malaysia Development Berhad scandal,1
Indonesia,1
Rodrigo Duterte,3
India,3
Phil Murphy,1
Robert Mueller,1
China,1
"San Juan, Metro Manila",1
International Criminal Court,2
Pope Francis,1
Philippine Basketball Association,1
Philippines,1
Logistics,1
Magnolia Hotshots,1
Cardi B,1
Democracy Day,1
Muhammadu Buhari,1
Lionel Messi,1
National Youth Service Corps,1
Pelé,1
Offset,1
All Progressives Congress,1
United States Environmental Protection Agency,1
North Carolina,2
Republican Party,1
Barack Obama,1
The Central Committee of the Communist Party of Vietnam,1
Vietnam national football team,1
President of the United States,1
France,7
Russia,11
George HW Bush,3
Vietnam,1
USA,3
Savitri Bai Phule,1
Central investigation bureau,1
Bharatiya Janata Party,1
Alok Kumar Verma,1
Sharad Yadav,1
Indian national congress,1
Ayodhya,1
Son Hak-gyu,1
Deoksugung Palace,1
motherland,1
Hardening,1
The,1
Mike Pompeo,1
Free korean,1
High Young,1
Seoul,1
Park-Geun-Hye,1
Yoshiji Tonoiwa,1
Bookshop,1
Otsuka Furniture,1
Technical intern training,1
Softbank Group,1
Water supply law,1
South Korea,1
Recitation,1
Robert Kaliňák,1
Pavol Russia,1
National Bank of Slovakia,1
Paris,4
Slovakia,1
Speedway R2,1
toll,1
partisan,1
SMER - Social Democracy,1
Eiffel Tower,1
Book,1
Prayer,1
Lopburi,1
Krabi,1
Bearing Station,1
Buriram province,1
Samut Prakarn Province,1
Loei province,1
Bangkok,1
Phanom Rung Historical Park,1
Zumi Zola,1
Bahar bin Smith,1
Prabowo Subianto,1
Bogor,1
Ahmad Marzuqi,1
Joko Widodo,1
Regent,1
Republic of Indonesia Corruption Eradication Commission,1
Tornado,1
Association of Indonesian Muslim Scholars,1
George Bush the Father,2
Huthion,1
To whom,1
Hodeidah,1
Theresa May,1
United State,1
Egypt,2
Israel,4
Pete Shelley,2
Buzzcocks,2
Brexit,1
