keyword,count
Lynas,1
Rohingya people,1
Brexit,8
Angela Merkel,2
1Malaysia Development Berhad,2
Indonesia,3
Malaysia,2
Malaysian Anti-Corruption Commission,2
Singapore,2
China,2
Kenya,1
Arsenal F.C.,1
Eliud Kipchoge,1
Ali Bongo Ondimba,2
Somalia,2
Gabon,2
Caterine Ibargüen,2
Geothermal power,1
Gavin Williamson,1
Geothermal energy,1
Asad Umar,1
Jamal Khashoggi,9
United States Senate,6
Nawaz Sharif,1
Pakistan,1
India,1
Sin tax,1
Imran Khan,1
"Kartarpur, Pakistan",1
Pakistan Railways,1
Tyson Fury,7
Anemia,5
Israel,8
Microsoft Corporation,5
Oppo,6
Fortnite,6
Deontay Wilder,7
Hezbollah,5
Organ transplantation,5
Qualcomm Snapdragon,4
Pokémon GO,4
United Arab Emirates,1
Nigeria,2
Shatta Wale,1
Manchester United F.C.,3
Celtic F.C.,1
Africa,1
Dedryck Boyata,1
Chelsea F.C.,1
Morocco,3
Western Sahara,2
José Mourinho,3
Jonathan Sexton,1
Munster Rugby,1
Joe Schmidt,1
Red Dead Redemption 2,1
Australia national cricket team,3
Michael Flynn,8
Earthquake,9
India national cricket team,2
Electoral district of Hawthorn,1
Victoria,1
John Pesutto,1
Robert Mueller,9
Special Counsel investigation,3
Liberal Party of Australia (Victorian Division),1
Yemi Osinbajo,1
Anambra State,1
Oby Ezekwesili,1
Muhammadu Buhari,1
Independent National Electoral Commission,1
Kaizer Chiefs F.C.,1
CAF Confederation Cup,1
Massoud Barzani,2
Lebanon,1
Hizb allah,3
Kurdstan Iraq,2
Russia,14
Khalid bin Salman bin Abdulaziz Al Saud,2
Nabih Berri,1
Saudi,4
Lebanese army,1
Donald Trump,13
Center for Political Beauty,1
Friedrich Merz,1
bomb,1
Michael T. Flynn,3
Christian Democratic Union of Germany,1
German politican,1
Panama Papers,3
EU exit from the United Kingdom,3
Cosa Nostra,1
Senate of the United States,2
Italy,1
tsunami,3
Leasing,1
Abdelaziz Bouteflika,1
Algeria,1
Social dialogue,1
Union,1
Saudi Arabia,3
Takeda Pharmaceutical Industry,1
Central Information Office,1
USA,6
Ichita Yamamoto,1
Korean recruitment during Japanese rule,1
Recitation,1
Shire,1
light truck,1
Johann Rupert,1
Democratic Union Party,1
Northern Ireland,1
Batthyány Square,1
European Parliament,1
Lezsák Sándor,1
Hungary,1
Brexin,1
Gergely Gulyás,1
Budapest,1
Europe,1
NSB,1
Abid Raja,1
Trine Skei Grande,1
Metkel N. Betew,1
Svolvaer,1
Bergen,1
Finn.no,1
Fjord1,1
Today&#39;s business,1
Testudines,1
Ground,1
Cuba,1
Jair Bolsonaro,3
Fidel Castro,1
Colombia,1
Ecuador,1
Gender Violence Alert Against Women,1
Haiti,1
Dengvaxia controversy,1
Rodrigo Duterte,1
Mikey Arroyo,1
Imelda Marcos,1
Land Transportation Franchising and Regulatory Board,1
Chief Justice of the Supreme Court of the Philippines,1
Philippines,1
Inflation,1
Lucas Bersamin,1
Martial law in the Philippines,1
Qatar,2
Huawei,1
4G,1
Albert Einstein,1
Windrush scandal,1
Nigel Farage,1
UK Independence Party,1
"Meghan, Duchess of Sussex",1
"Catherine, Duchess of Cambridge",1
Les Moonves,1
George H. W. Bush,2
Republican Party,1
Wisconsin,1
Subpoena,1
Free korean,1
Park-Geun-Hye,1
Kim Moo-sung,1
2019 College Scholastic Ability Test,1
Jodusun case,1
President of the Republic of Korea,1
Jeju Special Self-Governing Province,1
Son Hak-gyu,1
Paju,1
Baekseok Station,1
Boris Popovich,1
Andrej Fištravec,1
France,5
Pliberk,1
Maribor,1
Celje,1
Ljubljana,1
Ptuj,1
Aleš Bržan,1
Municipality of Maribor,1
NHL,1
Musitano crime family,1
Ada Hegerberg,1
Seattle,1
West Ham United Football Club,1
Regional Ministry of Health Secretariat,1
Priyanka Chopra,3
AIDS,1
Valparaíso Region,1
Nick Jonas,3
Evo Morales,1
National Grouping of Fiscal Employees,2
police from Chile,1
Maggie Barry,1
Simon Bridges,1
Invercargill,1
New Zealand National Party,1
Auckland,1
Christchurch,1
Andrej Babiš,1
Germany,1
Prague,1
Miroslav Toman,1
Pilsen,1
Czechia,1
Písnice,1
Nicolás Maduro,2
CAF-Development Bank of Latin America,1
Venezuela,1
Devaluation,3
Bolivar,3
God given hair,1
Cúcuta,1
United Socialist Party of Venezuela,1
Economic activity,1
To whom,2
Aswan,1
Iran,2
George Bush the Father,1
Kuwait,2
Egypt,2
United State,2
Ober,1
United Nations Security Council,1
Vijay Mallya,1
Crisis Mukchan Hanuman Temple,1
Indian Cricket Team,1
Uttar Pradesh Teacher Eligibility Test (UPTET) 2017,1
Varanasi,1
Teashvi Yadav,1
GSAT-11,1
Nijmegen,1
Charles Michel,1
Thierry Baudet,1
Uffelte,1
New Flemish Alliance,1
Wageningen,1
Serbia,1
First Serbian Television,1
O2 television,1
Aleksandar Chepurin,1
Emanuel Macron,1
Ukraine,5
Kosovska Mitrovica,1
Hanoi,1
Vietnam national football team,1
Trinh Van Bo,1
Dubai,1
Vietnam,1
Private Enterprise,1
Portugal,2
Xi Jinping,2
industry,1
Jiangsu Province,1
People&#39;s Republic,2
transaction,1
medicine,1
enterprise,1
Cross-strait relations,1
Expo 2020,1
The United Arab Emirates,1
National Security Advisor,1
Whatsapp,2
Christine Lagarde,1
Cork,1
International Monetary Fund,1
Strike,2
Belgium,1
Paris,1
Federal Office for the Protection of the Constitution and Counter-Terrorism,1
uterus,1
Central European University,1
Avengers: the war of infinity - 2nd part,1
Martín Vizcarra,1
Alan García,1
tourism,1
Peru,1
George HW Bush,2
Denmark,1
Lisbon Prison Establishment,1
Regulatory Entity for Social Communication,1
Radio and Television of Portugal,1
Mafia,1
Lisbon,1
Social Democratic Party,2
Cristiano Ronaldo,1
Hussain Muhammad Ershad,1
Cox&#39;s Bazar district,1
Obaidul Quader,1
Marijuana,1
Canada,1
Naogaon district,1
Jatiya Party (Ershad),1
US federal,1
Dhaka-9,1
Joaquín Guzmán Loera,2
Junior of Barranquilla,1
Reform to Justice in Colombia of 2012,1
Law,2
Vladimir Putin,1
South American Cup,1
Mortgage,1
Donald trump,1
Moscow,1
Petr Poroshenko Alekseevich,1
Peresvet,1
Robert Muller,1
Bank of Russia,1
Mordechai Alon,1
Meirav Lapidot,1
Theresa May,1
Zvika Pick,1
Dina Zilber,1
Daniella Pick,1
Gisella Anastasia,1
Es cendol,1
Gading Marten,1
Sandiaga Uno,1
Papua,2
Reunion 212,1
Prabowo Subianto,1
Club Atlético Boca Juniors,1
YPF,1
Vaca Muerta oil field,1
River Plate Athletic Club,1
New Caledonia,5
Mobile phone,1
Emmanuel Macron,2
Yemen,1
Stefan Löfven,1
E22,1
Helsinki,1
Hovshaga,1
The Social Democrats,1
Recep Tayyip Erdogan,1
Good Party,1
Contact Meral directly,1
Adnan Oktar,1
Turkey,1
Syria,1
Adana,1
Custodian of the Two Holy Mosques,1
Saudi Electricity Company,1
Ivailo Moskovski,1
Varvara,1
Sofia,1
Varna,1
Bulgaria,1
NATO,1
Yordanka Fandakova,1
National Assembly of Bulgaria,1
Domantas Sabonis,1
Kaunas,1
Andrius Tapinas,1
Soyuz,1
Lithuania,1
Vilnius,1
Indiana Pacers,1
Vytautas Magnus War Museum,1
New Akmenė,1
Lithuanian Poles&#39; Electoral Action,1
National Legislature,1
Party for Thailand,1
Suthep Thaugsuban,1
Thailand,1
Democrat Party,1
His Majesty King Bhumibol Adulyadej,1
Pravit Wongsuwan,1
Ranong,1
Thai People Power Party,1
Salvation,1
Democratic Progressive Party,1
Ke Wenzhe,1
Wu Xianghui,1
Chen Shui-bian,1
Lin Youchang,1
Korean Yu,1
Hao Longbin,1
Ding Shouzhong,1
Nana,1
Chen Zhihan,1
Francis Heaulme,1
High School in France,1
Marseilles,1
Working !,1
Montigny-lès-Metz,1
Bratislava,1
Andrej Kiska,1
Miroslav Lajčák,1
Jaromír Čižnár,1
Slovakia,1
resignation,1
General Prosecution of the Slovak Republic,1
Marián Kočner,1
Luigi Di Maio,1
Giovanni Tria,1
Pensions,1
Matteo Salvini,1
Armando Spataro,1
Genoa,1
Polcevera Viaduct,1
Magnitude,1
Latvian Academy of Sports Education,1
Latvia,1
OPEC,1
Krisjana Barona Street,1
United States,1
Southern Bridge,1
Riga,1
United Nations,1
Institute of Meteorology and Water Management,1
Piotr Duda,1
Arnold Schwarzenegger,1
Henryk Jankowski,1
Tadeusz Rydzyk,1
Lech Walesa,1
Warsaw,1
Andrzej Duda,1
Andreea Cosma,1
Viorica Dăncilă,1
Tudorel Toader,1
Romania,1
FC Dinamo Bucharest,1
Lia Olguţa Vasilescu,1
US,1
CFR Cluj,1
Lydia Cacho,1
Andrés Manuel López Obrador,1
Guanajuato,1
Enrique Peña Nieto,1
Juan Carlos Ramírez Abadía,1
Tamaulipas,1
Electoral Court of the Judicial Power of the Federation,1
Case Vangelis Yakoumaki,1
Kavala,1
Zoran Zavev,1
Sakis Arnaoutoglou,1
Thessaloniki,1
Rhodes,1
Hellas,1
Greek police,1
Grigoris Arnaoutoglou,1
Tite,1
Luiz Inácio Lula da Silva,1
Sérgio Moro,1
Luiz Fernando Pezão,1
Higher Electoral Court,1
More Doctors,1
Conflict between Brazilian criminal factions of 2016-2017,1
Maranhão,1
Legislative Assembly of the State of Rio de Janeiro,1
Britain leaves the EU,1
Let love and peace occupy Central,1
Chen Rijun,1
Huang Ziheng,1
Laurent Trump,1
Lin Zhengyue,1
Wen Cuishan,1
United Kingdom,1
Boryspil International Airport,1
Viktor Yanukovych,1
Donetsk People&#39;s Republic,1
Kurt Walker,1
Yuri Vitaliyovych Lutsenko,1
eBay,1
State Administration of Railway Transport of Ukraine,1
Nelson Mandela,1
Sicilian Mafia,1
