keyword,count
The Avengers,10
Angela Merkel,35
Sri Lanka,1
Untitled Avengers film,10
Donald Trump,25
Heather Nauert,4
Singapore,2
Malaysia,2
Avengers: Infinity War,11
United States Ambassador to the United Nations,1
South Sudan,1
Kenya,3
Mars,6
Moon,5
Hamas,6
Far side of the Moon,5
Bangladesh Chhatra League,1
Narsingdi district,1
Shah Ams Kibria,1
Ganobhaban,1
Bangladesh Nationalist Party,1
Bangladesh Awami League,1
Habiganj-1,1
Chandpur-2,1
Sheikh Hasina,1
A,1
Military college,1
Al Ahram Sport Club,1
India,3
Aleppo,3
Al Wasl Club,1
Russia,5
Al Ain Club,1
Hodeidah,1
Hussein Al-Shahat,1
Huthion,1
Alexey Anatolyevich Navalny,1
Roskomnadzor,1
Ukraine,2
Lithuania,2
Vladimir Vladimirovich Putin,1
Christian Democratic Union of Germany,5
Petr Poroshenko Alekseevich,1
Russian Authors&#39; Society,1
Super Smash Bros. Ultimate,1
Brain-eating amoeba,2
Juventus football club,1
Vietnam national football team,1
Internazionale Football Club Milan,1
Hai Phong,1
France,5
President of the United States,1
Ho Chi Minh City,1
George HW Bush,2
Vietnam,1
Thanh Cang,1
New Zealand national cricket team,1
Invercargill,1
Kochi-Muziris Biennale,1
Kevin Hart,1
China,2
Pakistan national cricket team,1
Academy Awards,1
New Zealand,1
Stabbing,1
Auckland,1
"Meghan, Duchess of Sussex",1
Arsenal F.C.,1
Ulster Rugby,1
Deontay Wilder,1
Tyson Fury,1
Rodrigo Duterte,1
Lumad,1
Bong Revilla,1
Antonio Trillanes,1
Judicial and Bar Council,1
Philippines,2
Philippine Basketball Association,1
Magnolia Hotshots,1
Davao,1
Alaska Aces,1
Rwanda,4
NASA,3
Malala Yousafzai,1
Yemen,1
Pakistan,2
Houthi movement,1
Election Commission of Pakistan,1
Imran Khan,1
Nawaz Sharif,1
Afghanistan,1
Ministry of Human Rights,1
Pakistan Muslim League,1
Isaac Dogboe,1
New Patriotic Party,1
Ghana,1
Nana Akufo-Addo,1
Damongo,1
Ghana Health Service,1
Vladimir Putin,2
Paul Kagame,1
Zimbabwe,1
Rex W. Tillerson,4
Little River,1
John F. Kelly,1
Bushfires in Australia,1
Ellyse Perry,1
Luiz Fernando Pezão,1
Luiz Inácio Lula da Silva,1
More Doctors,1
Sérgio Moro,1
Joice Hasselmann,1
Federal Highway Police,1
Flávio Bolsonaro,1
Jair Bolsonaro,2
Sao Paulo,1
Social Liberal Party,1
Ben Stokes,1
Brexit,1
England cricket team,1
Jeremy Corbyn,1
Alex Hales,1
Doug Ford,1
Christmas Day,1
William P. Barr,3
School,1
Gottfried Waldhausl,1
Stefan Luitz,1
Rosenberger restaurant,1
Vienna,1
Social Democratic Party of Austria,1
William Barr,3
Annegret Kramp-Karrenbauer,8
Riga Dinamo,1
Latvian basketball team,1
Kekava county,1
Latvia,1
The Saeima,1
German Christian Democrats Union,1
Ufa &quot;Salavat Julajev&quot;,1
KPV LV,1
Riga,1
Samsung Galaxy,1
Mahathir Bin Mohamad,1
Samsung Group,1
Malaysia national football team,1
International Convention on the Elimination of All Forms of Racial Discrimination,1
Michael Cohen,1
James Comey,1
Attack on Pearl Harbor,1
North Carolina,1
Alexandria Ocasio-Cortez,1
Mark A. Milley,1
George H. W. Bush,1
Manchester United F.C.,1
William Ruto,1
Uhuru Kenyatta,1
Kenya Pipeline Company,2
Philomena Mbete Mwilu,2
Graft,1
Matatu,1
Swartruggens,1
South African Broadcasting Corporation,1
Sahel,1
Eskom,1
Saudi Arabia,1
Kgetlengrivier Local Municipality,1
Saudi,1
Qasr al-Hosn,2
Abu Dhabi,2
Jamal Khashoggi,1
United State,3
Brazil,3
Christian Democratic Union,4
Slovenia,1
Boris Popovich,1
European Union,4
United States,1
Aleš Bržan,1
Biri,1
Orderud case,1
Oslo,1
Norway,1
VIPPS,1
Abid Raja,1
Trine Skei Grande,1
Robert Mueller,2
Europavei 6,1
Nitin Gadkari,1
Robert Vadra,1
Vasundhara Raje Scindia,1
Isha Ambani,1
Sharad Yadav,1
Mukesh Ambani,1
Bharatiya Janata Party,1
Rajasthan,1
Bulandshahr,1
Amit Shah,1
Arlanda,1
Sweden Democrats,1
Moderates,1
The Christian Democrats,1
Paris,1
The Social Democrats,1
Gothenburg,1
Germany,6
Walid Jumblatt,1
Selim Grisati,1
Arabsalim,1
Akkar district,1
Hizb allah,1
Lebanon,1
Saad Hariri,1
Angola,1
Lebanese House of Representatives,1
Democratic Republic of Congo,1
Aquarius,2
Trolley,1
Morocco,1
African Cup of Nations Football 2019,1
Human migration,1
SOS Mediterranean,1
Western Sahara,1
Thailand,1
amphetamine,1
National Peace Corps,1
Medical diagnosis,1
Prayer,1
Lampang,1
Addictive substance,1
Birth,1
Nakhon Sawan Province,1
Sriracha,1
Rumen Radev,1
Sofia,1
Vasil Levski,1
Nikolay Banev,1
Nikolai Barekov,1
Varna,1
Party of European Socialists,1
Sergey Stanishev,1
Alexis Tsipras,2
Cornelia Ninova,1
Tu Xingzhe,1
Nanrong University of Science and Technology,1
Luodong Night Market,1
Ke Wenzhe,1
Lin Jialong,1
Zhang Guofan,1
Zheng Chuanyi,1
Lai Qingde,1
Xingyu Airlines,1
Lu Xiuyan,1
College Scholastic Ability Test,1
Woo Sung Woo,1
Son Hak-gyu,1
Kim Jong-un,1
Kim Kyung Su,1
Korea National Assembly,1
"In addition,",1
White House,1
Korean Army Security Command,1
Zonguldak,1
View Sadir&#39;s Full Profile,1
Nationalist Movement Party,1
Feto / PCM,1
Lice,1
Fair Orphan,1
Instructor,1
USA,3
Yoshiji Tonoiwa,1
Bookshop,1
Immigration Control and Refugee Recognition Act,1
Tokyo Medical University,1
German Christian Democratic Union,1
Japan,1
Zhang Shouyi,1
Xu Shixun,1
He Zhiping,1
Democratic People&#39;s Republic of Korea,1
Lin Zhuo Ting,1
Xi Jinping,1
Yin Zhaojian,1
People&#39;s Republic,2
Laurent Trump,1
"Morocco, West, sunset",1
Rex Tillerson,4
United nations,1
Julio de Vido,1
Belisario Betancur,4
Club Atlético Rosario Central,1
American dollar,1
Argentina Soccer Cup,1
Guild,1
Gerardo Morales,1
Guillermo Snopek,1
Colombia,3
Germany seeks the superstar,1
birth control pills,1
German Railways,1
1. FC Cologne,1
Iraq,1
Juventus of Turin,1
Daniel Salaverry,1
Glacier,1
Syria,1
Inter de Milan,1
Avengers: the war of infinity - 2nd part,4
Peruvian Football Federation,1
Andes mountains,1
Martín Vizcarra,1
Matteo Dall&#39;Osso,1
Juventus Football Club,3
Democratic party,1
Teatro alla Scala,1
International Football Club Milan,1
5 Star Movement,1
Christian-Democratic Union of Germany,1
Matteo Renzi,1
Marco Bucci,1
Prabowo Subianto,1
Bahar bin Smith,1
Surabaya,1
"Tanah Abang, Central Jakarta",1
Bogor,1
Tornado,1
Prabumulih City,1
Airin Rachmi Diany,1
Joko Widodo,1
Guangzhou,1
Svetlana Ceca Raznatovic,1
Kragujevac,1
Serbia,1
Kosovo Liberation Army,1
Republic of Kosovo,1
Aleksis Cipras,1
Human papillomavirus vaccine,1
Lesotho,1
Reform and Opening,1
vaccine,1
US Attorney General,1
Beijing,1
Persuasion,1
People&#39;s Republic of China Ministry of Commerce,1
Top 2000,1
Death of Nicky Verstappen,1
Werkhoven,1
Christlich Demokratische Union Deutschlands,1
Project X,1
Shmuel Plato-Sharon,1
Sarah Netanyahu,1
Rex Tilerson,1
Israel,1
Qiryat Gat,1
sanction,1
FC Viktoria Plzen,1
Miloš Zeman,1
Pilsen,1
FC Fastav Zlín,1
Security Information Service,1
Christian-Democratic Union,3
Tijuana,1
Viktor Yanukovych,1
Mukachevo,1
Omelyan Volodymyr V.,1
Anatoliy Vasilyevich Matios,1
Budapest,2
First Name,1
Social Democratic Party,1
Socialist party,1
Football Club of Porto,1
Portimonense Sporting Clube,1
Inter Milan,2
Kaunas,1
Lithuanian Peasant and Green Union,1
Lukiškių aikštė,1
Panevėžys District Municipality,1
In Raudondvari,1
Moscow,1
Vilnius,1
Saulius Skvernelis,1
María Guadalupe González,1
Enrique Peña Nieto,1
Andrés Manuel López Obrador,1
Emma Coronel Aispuro,1
Warrior,1
Joaquín Guzmán Loera,1
Mexico City,1
Hague,1
Acapulco,1
Iztapalapa,1
Jaroslaw Kaczynski,1
Lech Walesa,1
Andrzej Duda,1
Polish Financial Supervision Authority,1
Modern,1
Great Orchestra of Christmas Charity,1
Law and Justice,1
Henryk Jankowski,1
Ecolo,1
Belgium,1
Daval case,2
Mouscron,1
Brussels-Capital Region,1
Huawei,1
Reform movement,1
Nicolás Maduro,1
United Nations,2
Venezuela,1
CAF-Development Bank of Latin America,1
Club Necaxa,1
Chamber of Deputies of Chile,1
Daniel Verdessi,1
Fernando Meza,1
Christian Democratic Party,1
Barcelona Soccer Club,1
Bolivia,1
Cuba,1
People&#39;s Republic of China,1
Antonio Maceo,1
Human rights,1
Álvaro Uribe,1
Gustavo Petro,1
Iván Cepeda,1
Inter-American Commission on Human Rights,1
Bogotá,1
Iván Duque Márquez,1
First Primissimo prize,1
M0 highway,1
Hungary,1
Széll Kálmán square,1
Friedrich Merz,1
Juventus FK,1
FK Internacional Milan,1
New Democracy,1
Criminal prosecution,1
Men&#39;s Basketball Team Fenerbahce Sports Coulomb,1
Hellas,1
Civil protection Ministry,1
Lia Olguţa Vasilescu,1
Romania,1
Klaus Iohannis,1
Europe,1
Ministry of Labor and Social Justice,1
Viorica Dăncilă,1
European Parliament,1
The Constitutional Court of Romania,1
Andrej Kiska,1
National Criminal Agency Presidium of the Police Corps,1
PENTA INVESTMENTS LIMITED,1
Slovakia,1
Miroslav Lajčák,1
Bratislava,1
The Christian-Democratic Union of Germany,1
Pavol Russia,1
Federal Council,1
Switzerland,1
canton of Grisons,1
Cheikh-Anta-Diop University,1
Senegal,1
Thies,1
Ivory Coast,1
Ahmed Khalifa Niasse,1
Félix Houphouët-Boigny,1
Deputy,1
Sidy Lamine Niasse,1
National Assembly,1
Caen,1
Subway station,1
Cocaine,1
Mantes la Jolie,1
