keyword,count
South African Broadcasting Corporation,2
Samsung Galaxy,3
Samsung Group,3
Singapore,2
Malaysia,3
Mahathir Bin Mohamad,2
Malaysia national football team,1
France,6
International Convention on the Elimination of All Forms of Racial Discrimination,1
Universal Declaration of Human Rights,1
The Avengers,10
Angela Merkel,38
Manchester United F.C.,5
Tiger kidnapping,1
Donald Trump,20
Untitled Avengers film,9
Kevin Hart,9
I'm a Celebrity...Get Me Out of Here! (UK TV series),1
Heather Nauert,9
Avengers: Infinity War,15
Pakistan national cricket team,1
Yemen,2
Greece,2
Narendra Modi,1
Iran,2
Russia,6
Pakistan,2
Super Smash Bros. Ultimate,6
Zane Musgrove,1
United States Ambassador to the United Nations,4
Wests Tigers,1
Muhammadu Buhari,1
Atiku Abubakar,1
Nigeria,1
Chelsea F.C.,2
José Mourinho,1
Rodrigo Duterte,1
Bong Revilla,1
Antonio Trillanes,1
Philippines,1
Judicial and Bar Council,1
Philippine Nurse Licensure Examination,1
Philippine Basketball Association,1
Magnolia Hotshots,1
Davao,1
Professional Regulation Commission,1
Yoshiji Tonoiwa,1
Bookshop,1
Nissan Motor,1
Immigration Control and Refugee Recognition Act,1
USA,3
Huawei,2
Glory seminar,1
Tokyo Medical University,1
Kekava county,1
Latvia,1
Riga,1
Latvian basketball team,1
The Saeima,1
German Christian Democrats Union,1
Raimonds Vējonis,1
KPV LV,1
Sweden,2
Edmonton,1
Ontario Highway 401,1
William P. Barr,3
Hamas,6
Ukraine,8
Geert Wilders,1
Animal Kingdom,1
Frenkie de Jong,1
Werkhoven,1
Christlich Demokratische Union Deutschlands,1
Annegret Kramp-Karrenbauer,7
AFC Ajax,1
Prabowo Subianto,1
Surabaya,1
Bahar bin Smith,1
Jakarta,1
Bogor,1
"Tanah Abang, Central Jakarta",1
Association of Indonesian Muslim Scholars,1
Tornado,1
Airin Rachmi Diany,1
Guangzhou,1
Academy Awards,2
China,4
Arsenal Football Club,2
LATAM Airlines,1
Avengers: the war of infinity - 2nd part,6
Independent Democratic Union,1
Strike,2
Florida,1
Christmas,1
Brazil,4
Greenland,2
Czechia,1
Miloš Zeman,1
Jaroměř,1
Příbram,1
Security Information Service,1
Christian-Democratic Union,3
Lenka Bradáčová,1
The Stork Nest Case,1
Auckland,1
Vijay Shankar,1
New Zealand national cricket team,1
India,1
New Zealand,1
Mike Sonko,1
Rwanda,3
Kenya Pipeline Company,1
Philomena Mbete Mwilu,1
Kenya,2
Uhuru Kenyatta,2
International Criminal Court,1
Hugh Freeze,1
Mars,4
Luis Valbuena,1
José Castillo,1
Brain-eating amoeba,1
College,1
InSight,4
Alahli football club,1
Mahmoud Wahid,1
Algeria,1
Africa,1
Asyut,1
Jamal Khashoggi,2
United State,4
Misr Clearing Club,1
Orthodox,1
Fiona Bruce,1
Ray Kelvin,1
Ted Baker,1
Brexit,1
Question Time,1
Tommy Robinson,1
Nitin Gadkari,1
Robert Vadra,1
Nitish Kumar,1
Vasundhara Raje Scindia,1
Isha Ambani,1
Mukesh Ambani,1
Bharatiya Janata Party,1
Sharad Yadav,1
Bulandshahr,1
Amit Shah,1
Club Atlético Rosario Central,1
Club Atlético Boca Juniors,1
Argentina Soccer Cup,1
River Plate Athletic Club,1
Gymnastics and Fencing Club La Plata,1
Thailand,1
amphetamine,1
National Peace Corps,1
Medical diagnosis,1
Seri Pitsuya,1
Prayer,1
baht,1
Lampang,1
Birth,1
Nakhon Sawan Province,1
Saudi,1
Abdul Latif bin Rashid Al Zayani,1
Gulf Cooperation Council,1
the American Congress,1
Turkey,1
Andrej Kiska,1
Slovakia,1
National Criminal Agency Presidium of the Police Corps,1
Bratislava,1
Peter Kažimír,1
The Christian-Democratic Union of Germany,1
Miroslav Lajčák,1
Pavol Russia,1
National Bank of Slovakia,1
Nordahl Lelandais,2
Daval case,2
European Commissioner,1
Removal of Maëlys from Araujo,2
Mantes la Jolie,2
Germany,3
Borut Pahor,1
Slovenia,1
Christian Democratic Union,7
United States,1
Aleš Bržan,1
Boris Popovich,1
Lockheed Martin F-16 Fighting Falcon,1
Ljubljana,1
Zhang Shouyi,2
Bessa Bay,1
Zhu Kaidi,1
Consumer council,1
Let love and peace occupy Central,1
Hong Kong Fire Services Department,1
Laurent Trump,1
Tuen Mun Highway,1
Hong Kong Legislative Council,1
Xi Jinping,1
Jaroslaw Kaczynski,1
Lech Walesa,1
Andrzej Duda,1
Janusz Palikot,1
Great Orchestra of Christmas Charity,1
Polish Financial Supervision Authority,1
Law and Justice,1
Poland,1
Republic of Kosovo,1
Logar Jasenovac,1
Kragujevac,1
Serbia,1
White City,1
Kosovo Liberation Army,1
Christian Democratic Union of Germany,5
Aleksis Cipras,1
Tu Xingzhe,1
Zhang Guofan,1
Datong electric cooker,1
Zheng Chuanyi,1
Lin Jialong,1
The selection of the president of the National Taiwan University in 2018,1
Xingyu Airlines,1
Lu Xiuyan,1
Taiwan Railway Administration,1
National Taiwan University,1
Arlanda,1
Stefan Löfven,1
Paris,4
CDU,1
Walid Jumblatt,1
Arabsalim,1
Saad Hariri,1
Hermel,1
Lebanon,1
Hizb allah,1
Beirut,1
Rafic Hariri,1
Kamal Jumblatt,1
Gottfried Waldhausl,1
Stefan Luitz,1
Rosenberger restaurant,1
John F. Kelly,1
Heather Lauert,2
Friedrich Merz,1
Federal Court,1
Mesut Ozil,1
FC Bayern Munich,1
George HW Bush,2
Niko Kovač,1
Arsenal FC,1
Krauss-Maffei,1
Johannes Thingnes Bø,1
Oslo,1
VIPPS,1
Stavanger,1
Abid Raja,1
Trine Skei Grande,1
Norway,1
Robert Mueller,1
Vasil Levski,1
Nikolay Banev,1
Nikolai Barekov,1
Varna,1
Bulgarian Christmas,1
Bulgarian Socialist Party,1
Alexis Tsipras,2
Rumen Radev,1
Chad,1
Morocco,1
G5 Sahel,1
General Confederation of Enterprises of Morocco,1
Marine Le Pen,1
Cable News Network,1
Western Sahara,1
la France,1
Fifth Republic,1
Kaunas,1
Agroconcern group,1
Lithuania,3
Lithuanian Peasant and Green Union,1
Panevėžys District Municipality,1
Ministry of Foreign Affairs of the Republic of Lithuania,1
Vilnius,1
Edgar Lungu,1
Nana Akufo-Addo,1
Shatta Wale,1
Zambia,1
Vladimir Putin,2
Stonebwoy,1
Paul Kagame,1
Ghana,1
"Morocco, West, sunset",1
United nations,1
The United Arab Emirates,1
Sergey Lavrov,1
CNN,1
Myanmar,1
Klaus Iohannis,1
US,1
National Agency for Fiscal Administration,1
Daniel Constantin,1
Viorica Dăncilă,1
Bucharest,1
Romania,1
Hans G. Klemm,1
Myrtle,1
Besiktas,1
Alanyaspor,1
Super League,1
Turkey president,1
Aquarius,1
Federal Council,1
Press Subsidies,1
Switzerland,1
Federal court,1
uetliberg,1
Luiz Fernando Pezão,1
National Institute of Social Security,1
Renan Calheiros,1
Flávio Bolsonaro,1
More Doctors,1
Sérgio Moro,1
Joice Hasselmann,1
Federal Highway Police,1
Jair Bolsonaro,2
Social Liberal Party,1
Mulhouse,1
cyberattack,1
Finistère,1
Woo Sung Woo,1
Son Hak-gyu,1
President of the Republic of Korea,1
Korea-US Free Trade Agreement,1
Korea National Assembly,1
Kim Kyung Su,1
"In addition,",1
High Young,1
"Park, Byeong",1
Korean Army Security Command,1
Danang,1
Ho Chi Minh City,1
Hai Phong,1
junior high school,1
President of the United States,1
Thanh Cang,1
Viet A Commercial Joint Stock Bank,1
Huynh Duc Tho,1
Bangladesh Chhatra League,1
Bangladesh Awami League,1
Shah Ams Kibria,1
Bangladesh Nationalist Party,1
Ganobhaban,1
Sheikh Hasina,1
Chandpur-2,1
Habiganj-1,1
Imran Mahmudul,1
National Socialist Party,1
Denis Mukwege,1
Katowice Conference of 2018 on Climate Change,1
Senegal,1
Félix Houphouët-Boigny,1
Alioune Sarr,1
Democratic Republic of Congo,1
United Nations Organization,1
Ivory Coast,1
Senegalese sugar company,1
deforestation,1
Andrés Manuel López Obrador,1
Cartel de Jalisco New Generation,1
Chemical castration,1
Alfonso Durazo Montaño,1
Esteban Moctezuma,1
Secretary of Public Education,1
Evaluation,1
Sport Lisboa and Benfica,1
Public administration,1
Rui Vitoria,1
Government,1
Peniche,1
Ceará,1
Kaizer Chiefs F.C.,1
Giovanni Solinas,1
Zimbabwe,1
Eskom,1
Wage,1
South African Navy,1
Emmerson Mnangagwa,1
University of KwaZulu-Natal,1
Cyril Ramaphosa,1
Orbán Ráhel,1
Hungary,1
Imre Nagy,1
Budapest,2
Veszprém,1
Vienna,1
Panos Kammenos,1
Kyriakos Mitsotakis,1
Aristotle University of Thessaloniki,1
New Democracy,1
Konstantinos Mitsotakis,1
Mukachevo,1
Denisova Lyudmila Leontievna,1
Security Service of Ukraine,1
EuroMaydan,1
Álvaro Uribe,1
Medellin,1
Wild Dangond,1
Glacier,2
Andes mountains,2
Instagram,1
Eagles of Zulia,1
Marco Rubio,1
Nicolás Maduro,1
"Ministry of Popular Power for Interior Relations, Justice and Peace",1
Hugo Chavez,1
Zulia state,1
Venezuelan Foundation for Seismological Research,1
Episcopal Conference of Venezuela,1
District of Puente Piedra,1
Daniel Salaverry,1
Peru,1
Martín Vizcarra,1
Antarctica,1
Referendum,1
Taliban,1
Afghanistan,1
Bolivia,1
Cuba,1
Hair,1
People&#39;s Republic of China,1
Central Electoral Board,1
Primary election,1
Matteo Dall&#39;Osso,1
Luigi Radice,1
Teatro alla Scala,1
Giovanni Tria,1
Censis,1
Marco Bucci,1
5 Star Movement,1
Christian-Democratic Union of Germany,1
People&#39;s Republic,1
嫦娥4,1
Democratic People&#39;s Republic of Korea,1
Study abroad,1
Li Yonghao,1
Moon,1
Central enterprise,1
Jinshang Bank,1
People&#39;s Republic of China Ministry of Commerce,1
Alexey Anatolyevich Navalny,1
Roskomnadzor,1
Vladimir Vladimirovich Putin,1
Czech,1
Sakhalin region,1
