keyword,count
Jho Low,2
Manchester United F.C.,6
George H. W. Bush,12
Brexit,9
Malaysia,2
Lynas,1
Singapore,2
Giant tortoise,2
José Mourinho,3
Lonesome George,1
Priyanka Chopra,9
Toronto van attack,1
Nick Jonas,9
Michael Flynn,2
Robert Mueller,2
Jamal Khashoggi,2
NHL,1
United States Senate,1
Michelle Obama,1
Queensland,1
Malcolm Turnbull,1
Patricia Karvelas,1
Usman Khawaja,1
Theresa May,5
Cricket,1
Export,1
Liverpool F.C.,3
Rodrigo Duterte,2
Philippines,2
Pakistan national cricket team,1
South Korea,1
Santa Claus,1
China,2
New Zealand,1
New Zealand national cricket team,1
United Kingdom,4
Joe Biden,1
Urban Meyer,1
George T. Conway III,1
Ohio State Buckeyes football,1
Joy Behar,1
Meghan McCain,1
"Sagay, Negros Occidental",1
Commission on Elections,1
Social Weather Stations,1
Koko Pimentel,1
Cebu,1
Federalism,1
Excise,1
Belfast,1
David McGreavy,1
Gibraltar,2
Ofsted,1
Jamaica,1
Ada Hegerberg,4
Tenerife,1
School,1
France,10
Economic Freedom Fighters,1
Indonesia,1
Sicilian Mafia,1
Papua,2
Ali Bongo Ondimba,1
"Economic, Social and Environmental Council",1
Africa,2
General Confederation of Enterprises of Morocco,1
Kenitra,1
Human rights,1
Ahmed Réda Chami,1
Christian Louboutin,1
Gabon,1
Morocco,1
3M-54 Club,1
Thailand national football team,1
Hai Van Tunnel,1
Malaysia national football team,1
Ministry of Education and Training,1
People&#39;s Assembly,1
Southeast Asian Football Championship 2018,1
Donald Trump,3
Gautam Gambhir,1
Uma Bharti,1
India,2
Iran,2
Youtube,2
Lok Sabha,1
Prashant kishor,1
pay commission,1
Uttar Pradesh Police,1
Bulandshahr,1
Broad Akrasanee,1
.,1
Thaksin Chinnawat,1
Party for Thailand,1
Thailand,1
Department of Special Investigation,1
Ranong,1
Prayer,1
Meteorological Department,1
United Front for Democracy Against Dictatorship,1
Fumihito Akishino,1
Japan,1
Korean recruitment during Japanese rule,1
Japan-Korea Parliamentarians Association,1
Recitation,1
City of toyama,1
President of the United States of America,1
Imprisonment with work,1
Imperial Household Agency,1
Ricardo Echegaray,1
Federal Administration of Public Revenue,1
ARA San Juan (S-42),1
Oscar Aguad,1
Culiacán,2
Light aircraft,2
Ciccone Case,1
Motorcycle,1
Emmanuel Macron,4
Argentina Army,1
Andreea Cosma,1
Elena Udrea,1
Romania,1
Alina Bica,1
Ferdinand I of Romania,1
Metrorex,1
Black Sea,1
Ploiesti,1
Ministry of Foreign Affairs,1
Lee Hak Chan,1
Li Chunhi,1
Shin Seong-cheol,1
Republic of Korea,1
North Korea,2
Korea Advanced Institute of Science and Technology,1
Park-Geun-Hye,1
Kim Moo-sung,1
Free korean,1
Daegu Gyeongbuk Institute of Science and Technology,1
Ma&#39;ruf Amin,1
Es cendol,1
Republic of Indonesia Corruption Eradication Commission,1
Candidates for civil servants,1
Bahar bin Smith,1
Blitar City,1
Jepara Regency,1
Reunion 212,1
Ahmad Marzuqi,1
Cracow,1
Jaroslaw Kaczynski,1
Szaflary,1
Tadeusz Rydzyk,1
Henryk Jankowski,1
George HW Bush,4
Lech Walesa,1
Andrzej Duda,1
UN climate summit 2018,1
Law and Justice,1
Viktor Fedorovich Yanukovich,1
Moscow,1
Ukraine,3
Russia,9
Mortgage,1
Bank of Russia,1
Angela Merkel,1
Israel,6
The World Bank,1
Yan Kaitai,1
Phantom 2000 Fighter,1
Ke Wenzhe,1
Chen Wenzhao,1
Esophageal cancer,1
Yulon Motors,1
Lin Andi,1
He Ziyu,1
Nana,1
entrepreneur,1
Hussain Muhammad Ershad,1
Secretary,1
The common people,1
Khaleda Zia,1
Bangladesh,1
Bangladesh Chhatra League,1
Jatiya Party (Ershad),1
Dhaka-9,1
University of Chittagong,1
Resident Evil 2,3
Fallout 76,2
Pokémon GO,6
Fortnite,6
Razer Inc.,6
Quora,6
Microsoft Corporation,6
Bethesda Softworks,2
Freebox,1
Francis Heaulme,1
Toulouse,1
Barcelona,1
Manuel Valls,1
Judicial Union,1
Free,1
Puy-en-Velay,1
Luka Modrić,4
Édouard Philippe,2
Immigration,1
County Laois,1
George Bush the Father,2
Saudi,3
United State,1
Jordan,1
Kuwait,1
Diameter,3
Hizb allah,2
Custodian of the Two Holy Mosques,1
Markus Beyer,1
alternative for Germany,1
Hannover Central Station,1
Friedrich Merz,1
bomb,1
Christian Democratic Union of Germany,1
European Union,4
NATO,4
German politican,1
Captain Marvel,2
Barranca,1
Alan García,1
District of Lobitos,1
Patricia Donayre,1
Antonio Pavón,1
Congress of the Republic of Peru,1
Department of Piura,1
Juan Sheput,1
Constitutional Court of Peru,1
Olmué Huaso Festival,1
Olmué,1
2018 Soccer World Cup,1
Osorno,1
police from Chile,1
Route 5,1
Sports Club Catholic University,1
Temuco,1
Marvel Cinematic Universe,1
Sérgio Conceição,1
Avelino Ferreira Torres,1
Denmark,2
Portugal,2
Departure from the United Kingdom of the European Union,2
Football Club of Porto,1
Social Democratic Party,1
Rui Rio,1
Lisbon,1
China Popular Republic,1
General Health Insurance Company,1
Andrej Kiska,1
Jaromír Čižnár,1
Miroslav Lajčák,1
Slovakia,2
Lucia Ďuriš Nicholsonová,1
Ján Kuciak,1
National Council of the Slovak Republic,1
resignation,1
Police force,1
Andrej Babiš,1
D35 motorway,1
Prague,1
North Atlantic Alliance,1
The Gorilla Case,1
Tomio Okamura,1
Infrastructure Leasing & Financial Services,1
Anders Eklund,1
Hanna Öberg,1
E22,1
Stefan Löfven,1
The Center Party,1
Svenska Dagbladets gold medal,1
Recep Tayyip Erdogan,1
Selahattin demirtaş,1
Clubs Association Foundation,1
Galatasaray,1
Sila,1
Duzce,1
Hasan Ruhani,1
Ahmet Kural,1
Turkey president,1
Juozas Statkevičius,1
Kaunas,1
Seimas of the Republic of Lithuania,1
