keyword,count
The Avengers,11
Surrey,1
Untitled Avengers film,11
Donald Trump,21
Heather Nauert,6
William P. Barr,4
Avengers: Infinity War,16
Unemployment,1
United States Ambassador to the United Nations,3
Mississauga,1
Nigeria women's national football team,1
Angela Merkel,40
Seun Kuti,1
Davido,1
Atiku Abubakar,1
Muhammadu Buhari,1
Manchester United F.C.,4
Grammy Awards,1
Chelsea F.C.,1
National Youth Service Corps,1
Bong Revilla,1
Rodrigo Duterte,1
Antonio Trillanes,1
Judicial and Bar Council,1
Philippines,2
Philippine Basketball Association,1
Magnolia Hotshots,1
Gloria Macapagal Arroyo,1
Alaska Aces,1
Davao,1
Super Smash Bros. Ultimate,5
Mars,6
Moon,6
Far side of the Moon,6
Hamas,7
NASA,6
Yoshiji Tonoiwa,1
Bookshop,1
Immigration Control and Refugee Recognition Act,1
Germany,6
USA,4
Large hospital continuous drip poisoning death case,1
South Korea,1
Korean recruitment during Japanese rule,1
Ben Stokes,2
Burundi,1
Invercargill,1
United Nations,3
Tucker Carlson,1
Kevin Hart,2
England cricket team,2
Alex Hales,2
Academy Awards,1
Samsung Galaxy,1
Malaysia,1
Samsung Group,1
Singapore,2
China,1
Mahathir Bin Mohamad,1
Malaysia national football team,1
Abu Kassim bin Mohamed,1
France,4
Christian Democratic Union,5
Slovenia,1
Aleš Bržan,1
Boris Popovich,1
European Union,2
United States,1
Lockheed Martin F-16 Fighting Falcon,1
Annegret Kramp-Karrenbauer,6
Thailand,1
National Peace Corps,1
Medical diagnosis,1
Seri Pitsuya,1
Prayer,1
Lampang,1
Birth,1
Nakhon Sawan Province,1
baht,1
Sriracha,1
Joaquín Guzmán,1
Thrombus,1
North Korea,1
Nordahl Lelandais,2
Aquarius,2
Daval case,2
SOS Mediterranean,2
Mantes la Jolie,2
Removal of Maëlys from Araujo,2
Finistère,2
Paris,3
Ulster Rugby,1
Love Island,1
Danny Dyer,1
Rex W. Tillerson,2
Brexit,1
José Mourinho,2
Cricket,1
Riga Dinamo,1
Latvian basketball team,1
Kekava county,1
Latvia,1
The Saeima,1
German Christian Democrats Union,1
Ufa &quot;Salavat Julajev&quot;,1
KPV LV,1
Riga,1
Attack on Pearl Harbor,1
Alexandria Ocasio-Cortez,1
United States Secret Service,1
Winter storm,1
Gottfried Waldhausl,1
Stefan Luitz,1
Rwanda,3
moon,1
Far side of the moon,1
Christian Democratic Union of Germany,5
Rosenberger restaurant,1
Social Democratic Party of Austria,1
Rumen Radev,1
Sofia,1
Nikolay Banev,1
Nikolai Barekov,1
Varna,1
Bulgarian Socialist Party,1
Alexis Tsipras,2
Lower Kamares,1
Bulgaria,1
Vladimir Putin,2
Yemen,1
Surgical strike,1
Iran,1
Pakistan,2
South Asian Association for Regional Cooperation,1
Afghanistan,1
FC Viktoria Plzen,1
Pilsen,1
Miloš Zeman,2
Brazil,1
Ice Hockey Extraliga,1
FC Fastav Zlín,1
Pardubice,1
Security Information Service,1
Usti nad Labem,1
Kenya,2
Yogi Adityanath,1
Nitin Gadkari,1
Robert Vadra,1
Isha Ambani,1
Ram janmabhoomi,1
Mukesh Ambani,1
Bharatiya Janata Party,1
Bulandshahr,1
Amit Shah,1
Post-poll survey,1
