keyword,count
Oscar Albayalde,1
Bong Revilla,1
Baguio,1
Rodrigo Duterte,1
Antonio Trillanes,1
Abu Sayyaf,1
Department of Justice,1
Gloria Macapagal Arroyo,1
Sulu,1
Philippines,1
Manis,3
Mahathir Bin Mohamad,1
George H. W. Bush,11
Brexit,9
Singapore,2
Malaysia,2
Rohingya people,1
OPEC,10
Japan,9
Petroleum,4
Auckland,1
Saint Kentigern College,1
Brian Tamaki,1
Santa Claus,1
Nehe Milner-Skudder,1
New Zealand,1
Trevor Mallard,1
Climate change,1
Australia national cricket team,3
Brisbane Broncos,1
India national cricket team,2
Ballarat,1
Matthew Lodge,1
Buninyong,1
United Kingdom,2
Cannabis,1
North Carolina,1
Supreme Court of the United States,1
Jamal Khashoggi,3
Double jeopardy,1
Michigan,1
Republican Party,2
Google Allo,6
Fortnite,6
Priyanka Chopra,6
F.C. Platinum,1
Johann Rupert,2
Israel,9
Nick Jonas,6
Lebanon,4
Yemen,2
Iran,8
Toronto Raptors,1
Philadelphia 76ers,1
Sweden,2
Qualcomm Snapdragon,1
National Democratic Congress,1
Ghana,1
Commission on Human Rights and Administrative Justice,1
Nana Akufo-Addo,1
Christabel Ekeh,1
John Mahama,1
Africa,1
Sinohydro,1
Owusu Afriyie Akoto,1
Charlotte Osei,1
Fallout 76,4
Samsung Galaxy Note 9,4
Nokia,1
Bethesda Softworks,4
Luxembourg,3
Lionel Messi,1
Manchester United F.C.,2
Diezani Alison-Madueke,1
Nigerian National Petroleum Corporation,1
All Progressives Congress,1
Pelé,1
Chelsea F.C.,2
Economic and Financial Crimes Commission,1
Charles Muhangi,1
Pakistan,1
Malala Yousafzai,1
Sin tax,1
Harvard University,1
Shehbaz Sharif,1
Afghanistan,1
Azam Khan Swati,1
India,2
"Kartarpur, Pakistan",1
Junior of Barranquilla,1
Gustavo Petro,1
Nicolás Maduro,3
Joaquín Guzmán Loera,1
Vladimir Putin,3
Clube Atlético Paranaense,1
Néstor Humberto Martínez,1
Hugo Chavez,2
Juan Carlos Ramírez Abadía,1
George HW Bush,8
Marcel Koller,1
Donald Trump,2
Rudolph Giuliani,1
Switzerland,1
FC Basel,1
Christian Democratic Union of Germany,3
Center for Political Beauty,2
worry barometer,1
Karin Keller Sutter,1
Friedrich Merz,3
Iwagumi Hisashi,1
Yoshiji Tonoiwa,1
Yomiuri Giants,1
Huawei,4
Korean recruitment during Japanese rule,1
Recitation,1
South Korea,1
Softbank Group,1
Seattle · Mariners,1
Expropriation,2
Saad Lamjarred,1
la France,1
Morocco,3
Careem,1
G5 Sahel,1
United Nations Organization,1
Saudi Arabia,1
Western Sahara,1
El Jadida,1
Steinhoff International,1
South Africa national cricket team,1
South African Broadcasting Corporation,1
Cricket,1
Pakistan national cricket team,1
Esther Passaris,1
Uhuru Kenyatta,1
Patrick Ngugi Njoroge,1
Governor of the Central Bank of Kenya,1
Kenya,1
Moody Awori,1
Makueni County,1
Raila Odinga,1
Philomena Mbete Mwilu,1
Finance,1
Liverpool F.C.,1
Arsenal F.C.,1
O2,1
Wolverhampton Wanderers F.C.,1
Jürgen Klopp,1
George Bush the Father,3
Somalia,1
Diameter,2
Bahrain,2
Chabahar,2
Anwar Gargash,3
Gulf Cooperation Council,2
Pope Francis,3
The United Arab Emirates,3
SMER - Social Democracy,1
jarovce,1
Richard Sulík,1
Miroslav Lajčák,1
resignation,1
Russia,6
Slovakia,1
Marián Kočner,1
Pavol Russia,1
Peter Pellegrini,1
Federal Office for the Protection of the Constitution and Counter-Terrorism,1
Hilton hotels,1
Vienna,1
Graz,1
Götzis,1
Annegret Kramp-Karrenbauer,1
United States,1
Metrobus,1
North Cyprus,1
Contact Süleyman directly,1
Good Party,1
Sırrı Süreyya Önder,1
Council of state,1
Turkish Armed Forces,1
Selahattin demirtaş,1
Peoples&#39; Democratic Party,1
Giresun,1
Franc Kangler,1
Slovenia,1
Austria,1
Sebastian Kurz,1
Celovška cesta,1
Levica,1
Karl Erjavec,1
Boris Popovich,1
Prime Minister of the Republic of Slovenia,1
Aleš Bržan,1
The Christian Democrats,1
Moderates,1
Kolmarden,1
Boras,1
Communist Party,1
AIK Football,1
The Social Democrats,1
Stockholm,1
Tilburg,1
Oostvaardersplassen,1
GVB,1
Koos Plooij,1
Bénédicte Ficq,1
Maastricht,1
Limburg,1
Flevoland,1
Free public transport,1
Andrej Babiš,1
Tehran,1
Liechtenstein,1
Prague,1
Highway D3,1
Klára Dostálová,1
Czechia,1
Road and Motorway Directorate of the Czech Republic,1
Angela Merkel,1
Deutsche Annington Immobilien Gruppe,1
EU exit from the United Kingdom,1
Berlin,1
Theresa May,2
Jens-Holger Kirchner,1
Chemnitz,1
Rolandas Paksas,1
Vilnius,1
Kaunas,1
Artūras Zuokas,1
Raseiniai,1
Unity Square,1
Lithuania,1
Seimas of the Republic of Lithuania,1
Panevėžys,1
The Saeima,1
Latvia,1
Armands Birkens,1
Pussy Riot,1
Canada,1
Tērvete county,1
airBaltic,1
United Nations,1
Chicago Five,1
Behgjet Pacoli,1
Ivica Dacic,1
Serbia,1
Belgrade on water,1
Republic of Kosovo,1
Milovan Drecun,1
Ana Brnabić,1
Zorana Mihajlović,1
Umka,1
Pristina,1
U.S. congress,1
Mohammed bin Salman bin Abdul Aziz Al Saud,1
International Criminal Court,1
Inter-American Commission on Human Rights,1
Evo Morales,1
Venezuela,1
Bolivia,1
Jerusalem,1
Marouane Fellaini,1
Arsenal Football Club,1
Emission of carbon dioxide,2
Jalhay,1
Manchester United Football Club,2
Navjot Singh Sidhu,1
Savitri Bai Phule,1
Upendra Kushwaha,1
Central investigation bureau,1
Indian Cricket Team,1
Bharatiya Janata Party,1
Alok Kumar Verma,1
Indian national congress,1
Madhuri Dixit,1
Filaret,1
Homily Olga Vadimovna,1
