keyword,count
Donald Trump,3
Rudolph Giuliani,1
Swiss Federal Railways,1
Berlin,1
Switzerland,1
Serbia,2
Kosovo,1
Christian Democratic Union of Germany,2
worry barometer,1
Friedrich Merz,2
Fortnite,5
Super Smash Bros. Ultimate,5
Iran,10
Microsoft Edge,5
Microsoft Corporation,5
Ukraine,12
Japan,16
Qualcomm Snapdragon,6
Russia,18
China,6
The Central Committee of the Communist Party of Vietnam,1
Vietnam,1
President of the United States,1
USA,3
George HW Bush,3
Kien Giang,1
Saudi,1
George Bush the Father,1
Sharm El-Shaikh,1
Egypt,2
To whom,1
United State,2
Gulf Cooperation Council,1
Diameter,2
Riyadh,1
The United Arab Emirates,1
Federal Office for the Protection of the Constitution and Counter-Terrorism,1
Sebastian Kurz,1
Linz,1
Vienna,1
European Union,1
AirPower,1
Sweden,2
Frontex,1
Zeltweg,1
Austria,1
Nikolay Banev,1
Bulgarian State Railways,1
PFC Ludogorets 1945,1
PFC CSKA,1
Cornelia Ninova,1
Party of European Socialists,1
Belene NPP,1
Belene,1
Golden Globe Award,2
George H. W. Bush,15
Kane Williamson,1
Tauranga,1
New Zealand national cricket team,1
Air New Zealand,1
Pakistan national cricket team,1
Auckland,1
2021 America's Cup,1
Maketu,1
Belisario Betancur,2
Hugo Chavez,3
Nicolás Maduro,3
Rodrigo Duterte,4
Bogotá,1
Vladimir Putin,4
Venezuela,3
Huawei,4
Levica,1
Slovenia,1
Turkey,1
Prime Minister of the Republic of Slovenia,1
Celovška cesta,1
Boris Popovich,1
Karl Erjavec,1
Koper,1
Zagreb,1
Aleš Bržan,1
Jehovah&#39;s witnesses,1
Feyenoord,1
National Investigation,1
Eiffel Tower,1
VVV Venlo,1
Rotterdam,1
Oostvaardersplassen,1
Project X,1
Bénédicte Ficq,1
Enschede,1
Seri Pitsuya,1
Thailand,1
Free Thai Party,1
Democrat Party,1
Prayer,1
Bearing Station,1
Samut Prakarn Province,1
Bangkok,1
Central Region,1
Abhisit Vejjajiva,1
Morandé with company,1
National Television of Chile,1
Bruno Villalobos,1
Club Atlético Boca Juniors,2
Jair Bolsonaro,4
Ernesto Belloni,1
Complaint,1
River Plate Athletic Club,2
National Grouping of Fiscal Employees,1
Malala Yousafzai,1
Wasim Khan,1
Harvard University,1
Pakistan Cricket Board,1
Yasir Shah,1
Afghanistan,1
"Kartarpur, Pakistan",1
Pakistan,2
Rwanda,1
Manchester United F.C.,5
Arsenal F.C.,4
Eskom,1
Vodacom,1
Hungary,3
Miloš Zeman,1
Andrej Babiš,1
Security Information Service,1
HC Kometa Brno,1
Liechtenstein,1
Skoda car,1
Czechia,1
Jaroslav Kuber,1
Klára Dostálová,1
India,2
Facebook,1
Brazil,2
France,4
Philippines,3
Alexander Rosenbaum,1
Maria V. Butina,1
The State Duma,1
Ksenia Anatolyevna Sobchak,1
Vadim Vladimirovich Belousov,1
School,2
Oil,1
Organization of countries - exporters of oil,1
Alexander G. Lukashenko,1
Bodo,1
Norway,1
Abid Raja,1
Trine Skei Grande,1
Parliament,1
Justice Minister,1
Tor Mikkel Wara,1
