keyword,count
Nitin Gadkari,1
Nitish Kumar,1
Indian Cricket Team,1
Vasundhara Raje Scindia,1
Australia national cricket team,2
Robert Vadra,1
Isha Ambani,1
Mukesh Ambani,1
Sharad Yadav,1
Bharatiya Janata Party,1
The Avengers,9
Angela Merkel,36
Untitled Avengers film,9
Zimbabwe,1
Mars,7
Far side of the Moon,6
Moon,7
Petroleum,7
China,8
Avengers: Infinity War,11
Donald Trump,28
Rex W. Tillerson,4
Stabbing,2
India national cricket team,1
Robert Mueller,5
Adelaide,1
Sydney,1
Launceston,1
Charlottesville,1
Vladimir Putin,2
Isaac Dogboe,1
Edgar Lungu,1
New Patriotic Party,1
Sahel,1
Ghana,1
Zambia,1
Nana Akufo-Addo,1
Chelsea F.C.,3
Malaysia,4
Michael Cohen,4
Edmonton,1
Christmas Day,1
William P. Barr,2
Mississauga,1
Heather Nauert,6
Iran,1
Nawaz Sharif,1
Pakistan,1
United States Ambassador to the United Nations,3
Peshawar Zalmi,1
India,2
France,2
Afghanistan,1
Bong Revilla,1
Rodrigo Duterte,1
Antonio Trillanes,1
Creamline Cool Smashers,1
Judicial and Bar Council,1
Land Transportation Franchising and Regulatory Board,2
Philippine Basketball Association,1
Magnolia Hotshots,1
Philippines,1
Alaska Aces,1
Juventus of Turin,1
Belisario Betancur,5
Daniel Salaverry,1
Werder Bremen,1
Inter de Milan,1
Avengers: the war of infinity - 2nd part,3
Martín Vizcarra,1
Colombia,3
Chinchero International Airport,1
Kuala Lumpur,1
Singapore,2
Yoshiji Tonoiwa,1
Carlos Ghosn,1
People&#39;s Republic of China,2
Immigration Control and Refugee Recognition Act,1
USA,3
Russia,3
Lunar exploration,1
Japan,2
Behind the moon,1
Economic survey of the People&#39;s Republic of China,1
People&#39;s Republic,1
National Small and Medium Enterprise Share Transfer System,1
Xi Jinping,1
China National Chemical Corporation,1
嫦娥4,2
Democratic People&#39;s Republic of Korea,1
Reform and Opening,1
Li Yonghao,1
New Zealand,1
Invercargill,1
Paul Coll,1
Pakistan national cricket team,1
Auckland,1
Michael Flynn,1
Consumer NZ,1
Papua,1
Indonesia,2
Yekaterina Putina,1
Mahathir Bin Mohamad,1
Attack on Pearl Harbor,1
John F. Kelly,1
Cleveland Cavaliers,1
Milwaukee Bucks,1
North Carolina,1
Matthew Dellavedova,1
Jamal Khashoggi,2
Saudi Arabia,1
College Scholastic Ability Test,1
Kim Jong-un,1
Kim Kyung Su,1
"In addition,",1
Korea High Speed ​​Rail,1
President of the Republic of Korea,1
Korean Army Security Command,1
The,1
Gangneung-si,1
North Korea,1
Slovenia,1
Christian Democratic Union,5
Levica,1
Karl Erjavec,1
Aleš Bržan,1
Boris Popovich,1
United States,1
Annegret Kramp-Karrenbauer,7
Lockheed Martin F-16 Fighting Falcon,1
"Meghan, Duchess of Sussex",1
Brexit,1
Aston Villa F.C.,1
Syria,1
Manchester City F.C.,2
Andrej Babiš,1
FC Viktoria Plzen,1
Brazil,3
Morocco,2
Miloš Zeman,1
Security Information Service,1
FC Fastav Zlín,1
Pilsen,1
Christian-Democratic Union,3
Selim Grisati,1
Akkar district,1
Lebanon,1
Hizb allah,1
Israel,1
United State,4
Saad Hariri,1
Hamas,2
Ministry of State for Antiquities Affairs,1
Egypt,1
Rex Tillerson,7
Tanzania,1
Khaled Al Anani,1
Eastern Province,1
Club Atlético Rosario Central,1
Ciccone Case,1
Club Atlético Boca Juniors,1
Gerardo Morales,1
Argentina Soccer Cup,1
Ricardo Echegaray,1
Ariel Lijo,1
Sanctuary of the Virgin of Lo Vásquez,1
Sebastián Piñera,1
Alyssa Carson,1
Tu Xingzhe,1
Luodong Night Market,1
Ke Wenzhe,1
Zheng Chuanyi,1
Lin Jialong,1
Zhang Guofan,1
Nana,1
The selection of the president of the National Taiwan University in 2018,1
Xingyu Airlines,1
Lai Qingde,1
euro jackpot,1
moon,2
Lingen (Ems),1
birth control pills,1
Far side of the moon,2
Christian Democratic Union of Germany,4
Luiz Fernando Pezão,1
More Doctors,1
Sérgio Cabral Filho,1
Gilmar Mendes,1
Roraima,1
Michel Temer,1
Joice Hasselmann,1
Lisbon,2
Flávio Bolsonaro,1
Belo Horizonte,1
Janusz Palikot,1
Andrzej Duda,1
Polish Financial Supervision Authority,1
Great Orchestra of Christmas Charity,1
Modern,1
George HW Bush,1
Henryk Jankowski,1
Poland,1
Luis Almagro,1
Venezuela,1
Group of Lima,1
Nicolás Maduro,2
Peru,1
Hugo Chavez,1
Organization of Petroleum Exporting Countries,1
Nationalist Movement Party,1
Anadolu Efes SK,1
View Sadir&#39;s Full Profile,1
real Madrid,1
United States Department of Foreign Affairs,1
Recep Tayyip Erdogan,1
TUSIAD,1
Alexey Anatolyevich Navalny,1
Vladimir Vladimirovich Putin,1
Lithuania,3
