keyword,count
Super Smash Bros. Ultimate,7
The Avengers,13
Angela Merkel,44
Psychology Maziwisa,1
Mars,6
Untitled Avengers film,11
Zimbabwe,1
Hamas,7
InSight,6
Thrombus,6
Atiku Abubakar,1
Davido,1
Muhammadu Buhari,1
Boko Haram,1
Manchester United F.C.,4
Nigeria,1
Chelsea F.C.,1
National Youth Service Corps,1
José Mourinho,3
Manchester City F.C.,1
Surrey,1
James Comey,1
Donald Trump,24
William P. Barr,4
Avengers: Infinity War,14
Unemployment,1
Mississauga,1
Bong Revilla,1
Rodrigo Duterte,1
BTS,1
Antonio Trillanes,1
Judicial and Bar Council,1
Philippine Basketball Association,1
Magnolia Hotshots,1
Philippines,2
Gloria Macapagal Arroyo,1
Alaska Aces,1
Yemen,2
Heather Nauert,4
Iran,1
Pakistan,2
Jamal Khashoggi,1
United States Ambassador to the United Nations,2
Saudi Arabia,1
Imran Khan,1
Apple Watch,2
Dreamworld,1
"Meghan, Duchess of Sussex",1
Samsung Galaxy,1
China,3
Samsung Group,1
Malaysia,3
Singapore,2
Mahathir Bin Mohamad,3
Malaysia national football team,1
France,6
International Convention on the Elimination of All Forms of Racial Discrimination,1
FC Viktoria Plzen,1
Czechia,1
Miloš Zeman,1
Brazil,2
Pardubice,1
Ice Hockey Extraliga,1
FC Fastav Zlín,1
Security Information Service,1
Christian-Democratic Union,3
Stefan Luitz,1
Rwanda,4
Schardenberg,1
Christian Democratic Union of Germany,4
John F. Kelly,1
Heather Lauert,3
Paul Kagame,2
Annegret Kramp-Karrenbauer,6
Thailand,1
National Peace Corps,1
Medical diagnosis,1
Seri Pitsuya,1
Prayer,1
Lampang,1
Nakhon Sawan Province,1
Birth,1
Democrat Party,1
baht,1
Ben Stokes,2
Mexico,1
United Nations,3
England cricket team,2
Kevin Hart,3
Alex Hales,2
Academy Awards,1
New Zealand,1
Kaizer Chiefs F.C.,1
Giovanni Solinas,1
South African Broadcasting Corporation,1
Philomena Mbete Mwilu,2
Eskom,1
Wage,1
Ecolo,1
Belgium,1
Daval case,2
Mouscron,1
Brussels-Capital Region,1
Huawei,1
Mantes la Jolie,2
Paris,4
Ted Baker,1
Brexit,1
Ray Kelvin,1
Tommy Robinson,1
Rex W. Tillerson,1
Christmas Day,1
Sutherland Springs church shooting,1
School,1
College Scholastic Ability Test,1
Woo Sung Woo,1
Son Hak-gyu,1
Kim Kyung Su,1
"In addition,",1
High Young,1
"Park, Byeong",1
Korean Army Security Command,1
Kim Jong-un,1
Justice of the Republic of Korea,1
Istanbul,1
Nationalist Movement Party,1
View Sadir&#39;s Full Profile,1
Ankara,1
Christian Democratic Union,6
USA,2
Turkey,1
Kayseri,1
Qasr al-Hosn,1
Abu Dhabi,1
Syria,1
United State,3
"Morocco, West, sunset",1
Russia,2
United nations,2
Sergey Lavrov,1
Moon,1
Ulster Rugby,1
I'm a Celebrity...Get Me Out of Here! (UK TV series),1
Zhang Shouyi,2
Chen Fan,1
He Zhiping,1
Consumer council,1
