keyword,count
Israel,12
Oppo,6
Fortnite,6
Hezbollah,8
Organ transplantation,6
Russia,18
5G,8
Red Dead Redemption 2,6
United Arab Emirates,2
India,3
Australia,3
Brexit,9
Michael Flynn,6
The Bachelor,1
Nick Cummins,1
Electoral district of Hawthorn,1
India national cricket team,3
Victoria,1
Robert Mueller,10
John Pesutto,1
Yemi Osinbajo,1
Anambra State,1
Manchester United F.C.,4
Nigeria,2
Academic Staff Union of Universities,1
Muhammadu Buhari,1
Jamal Khashoggi,10
Chelsea F.C.,1
United States Senate,6
José Mourinho,2
Jho Low,2
Lynas,1
Rohingya people,1
1Malaysia Development Berhad,1
Indonesia,3
Malaysia,2
Malaysian Anti-Corruption Commission,1
Singapore,2
China,5
Maggie Barry,1
Saint Kentigern College,1
Abortion,1
Earthquake,1
Simon Bridges,1
New Zealand,1
New Zealand National Party,1
Auckland,1
Tsunami,1
Napier,1
Andrej Fištravec,1
Koper,1
France,6
Aleš Bržan,1
Boris Popovich,1
Pliberk,1
Maribor,1
Municipality of Maribor,1
Celje,1
Ljubljana,1
Recep Tayyip Erdogan,1
Good Party,1
Contact Meral directly,1
Donald Trump,16
Turkey,1
USA,5
Syria,1
Turkey president,1
Adana,1
Dengvaxia controversy,1
Mikey Arroyo,1
Cebu,1
Land Transportation Franchising and Regulatory Board,1
Philippines,1
Inflation,1
Gloria Macapagal Arroyo,1
Rodrigo Duterte,1
University Athletic Association of the Philippines,1
"Haripur, Pakistan",1
Nawaz Sharif,1
Emmanuel Macron,3
Club Atlético Boca Juniors,1
Jair Bolsonaro,3
YPF,1
Vaca Muerta oil field,1
Dancing for a Dream,1
Mauricio Macri,1
River Plate Athletic Club,1
Showmatch,1
Carlos Rosenkrantz,1
Anorexia nervosa,1
Microsoft Corporation,5
Uterus transplantation,3
Urban Meyer,1
Ohio State Buckeyes football,1
Republican Party,1
North Carolina,1
North Korea,1
Important message to the public,1
Stefan Hanna,1
Stefan Löfven,1
E22,1
US Senate,2
The Center Party,1
Uppsala,1
Ecuador,2
Indian Institute of Technology Madras,1
Tyson Fury,1
I'm a Celebrity...Get Me Out of Here! (UK TV series),1
