keyword,count
The Avengers,9
James Comey,2
Donald Trump,26
Rex W. Tillerson,4
Michael Cohen,5
Untitled Avengers film,9
William P. Barr,5
Avengers: Infinity War,11
Doug Ford,1
Christmas Day,1
Vladimir Putin,1
Nana Akufo-Addo,1
Edgar Lungu,1
Isaac Dogboe,1
Ghana,1
Zambia,1
Malaysia,2
Ghana Health Service,1
Yekaterina Putina,1
Russia,6
John F. Kelly,2
Attack on Pearl Harbor,1
North Carolina,1
George H. W. Bush,1
Charlottesville,1
Director of the Federal Bureau of Investigation,1
Yemen,2
Heather Nauert,6
Pakistan,2
United States Ambassador to the United Nations,2
Ministry of Human Rights,1
South Asian Association for Regional Cooperation,1
Nawaz Sharif,1
Imran Khan,1
Houthi movement,1
Manchester United F.C.,3
South African Broadcasting Corporation,1
Philomena Mbete Mwilu,2
Sahel,1
José Mourinho,3
Wage,1
Springs,1
Kenya,2
France,6
Cyril Ramaphosa,1
Niu Chengze,1
Tu Xingzhe,1
Nanrong University of Science and Technology,1
Luodong Night Market,1
Ke Wenzhe,1
Zhang Guofan,1
Zheng Chuanyi,1
Lai Qingde,1
Xingyu Airlines,1
Meng Zhouzhou,1
Shmuel Plato-Sharon,1
Sarah Netanyahu,1
Rex Tilerson,1
John Kelly,1
Angela Merkel,35
Qiryat Gat,1
Israel,2
President of the United States,2
Germany,5
College Scholastic Ability Test,1
Son Hak-gyu,1
Woo Sung Woo,1
Kim Jong-un,1
Kim Kyung Su,1
"In addition,",1
Korea National Assembly,1
A member of parliament in the Republic of Korea,1
Korean Army Security Command,1
North Korea,8
Turkey,1
Qasr al-Hosn,1
Syria,5
Abu Dhabi,1
Rex Tillerson,10
United State,4
"Morocco, West, sunset",2
"Meghan, Duchess of Sussex",1
Ben Stokes,1
Brexit,1
England cricket team,1
Alex Hales,1
Cricket,1
Nitin Gadkari,1
Nitish Kumar,1
Robert Vadra,1
Vasundhara Raje Scindia,1
Isha Ambani,1
Sharad Yadav,1
Mukesh Ambani,1
Bharatiya Janata Party,1
Bulandshahr,1
Amit Shah,1
Singapore,2
Bong Revilla,1
Antonio Trillanes,1
Miss Supranational 2018,1
Judicial and Bar Council,1
Philippines,1
Magnolia Hotshots,1
Philippine Basketball Association,1
Alaska Aces,1
Davao,1
New People's Army,1
Samsung Galaxy,1
Samsung Group,1
Chelsea F.C.,2
Manchester City F.C.,1
Robert Mueller,2
Yoshiji Tonoiwa,1
Bookshop,1
Behind the moon,1
Immigration Control and Refugee Recognition Act,1
USA,2
Tokyo Medical University,1
