keyword,count
Lynas,1
George H. W. Bush,8
Brexit,11
Singapore,2
Malaysia,2
China,4
Pakistan Muslim League,1
Election Commission of Pakistan,1
Theresa May,5
Pope Francis,1
Yomiuri Giants,1
Osaka capital concept,1
Shun Yamaguchi,1
Donald Trump,10
Referendum,2
Carlos Ghosn,1
Korean recruitment during Japanese rule,1
Super Tamade,1
Osaka,1
USA,4
Sports Club Catholic University,1
Bonus,1
police from Chile,1
José Maza Sancho,1
Investigation Police of Chile,1
Whatsapp,1
Mobile phone,1
Alberto Bachelet,1
Michelle Bachelet,1
Emmanuel Macron,1
Yan Kaitai,1
Phantom 2000 Fighter,1
Huang Guochang,1
Democratic Progressive Party,1
Chen Qimai,1
Korean Yu,1
Esophageal cancer,1
Tsai English,1
Yulon Motors,1
Dow Jones Industrial Average,1
Ninoy Aquino International Airport,1
United Arab Emirates,3
Rodrigo Duterte,2
University Athletic Association of the Philippines,1
Philippines,1
Ateneo Blue Eagles,1
Federalism,1
Mindanao,1
People's Democratic Party,1
Manchester United F.C.,1
Academic Staff Union of Universities,1
Small Doctor,1
Atiku Abubakar,1
Jamal Khashoggi,14
Muhammadu Buhari,1
Chelsea F.C.,1
Liverpool F.C.,1
Nigeria,2
Mycoplasma bovis,1
Saint Kentigern College,1
Auckland,1
Southland,1
Post Primary Teachers' Association,1
Christchurch,1
Jacinda Ardern,2
New Zealand,2
Mental health,1
Industry,1
Qatar,1
Ecuador,1
Vice President of Ecuador,1
Gulf Cooperation Council,1
Russia,18
Recep Tayyip Erdogan,1
Selahattin demirtaş,1
Republican People&#39;s Party,1
Turkey president,1
Bankruptcy agreement,1
Sırrı Süreyya Önder,1
Koza,1
Boris Palmer,1
bomb,1
Friedrich Merz,1
Berlin,1
Christian Democratic Union of Germany,1
German politican,1
Center for Political Beauty,1
EU exit from the United Kingdom,3
United States Senate,6
Submarine,1
Sydney Airport,1
Student,1
Christopher Pyne,1
France,6
Central Intelligence Agency,3
Priyanka Chopra,6
Nick Jonas,6
Asad Umar,1
Pakistan,1
Afghanistan,2
India,2
Vancouver,1
Costa Rica,1
Saskatchewan,1
Nigel Farage,3
Turner Prize,1
UK Independence Party,2
Manchester City F.C.,4
Charlotte Prodger,1
"Meghan, Duchess of Sussex",3
Stock,1
Alexandria Ocasio-Cortez,1
Robert Mueller,1
Michael Flynn,1
Wisconsin,1
Republican Party,1
ZSC Lions,1
Cosa Nostra,3
Senate of the United States,2
Switzerland,1
Mexico,2
Lee Jae-Myung,1
Lee Hak Chan,1
Republic of Korea,1
