keyword,count
James Comey,1
Donald Trump,30
Rex W. Tillerson,4
Michael Cohen,7
Edmonton,1
George H. W. Bush,2
Ontario,1
Mississauga,1
Charlottesville,4
Inquest,1
Chief Justice of Pakistan,1
Policy,1
Pakistan,1
Government,1
Iran,2
Ministry of Human Rights,1
Lahore High Court,1
"Punjab, Pakistan",1
Peshawar Zalmi,1
Election Commission of Pakistan,1
The Avengers,8
Angela Merkel,35
Dancing with the Stars,1
Leo Varadkar,1
Ulster Rugby,1
Untitled Avengers film,8
Brexit,2
I'm a Celebrity...Get Me Out of Here! (UK TV series),1
Avengers: Infinity War,9
"Meghan, Duchess of Sussex",1
Aston Villa F.C.,1
Mars,7
Chelsea F.C.,2
Manchester City F.C.,2
Zhang Shouyi,2
AIDS,1
Economic survey of the People&#39;s Republic of China,1
National Small and Medium Enterprise Share Transfer System,1
People&#39;s Republic,1
China National Chemical Corporation,1
Lesotho,1
Democratic People&#39;s Republic of Korea,2
嫦娥4,2
Li Yonghao,1
Aquarius,1
Trolley,1
Morocco,1
G5 Sahel,2
African Cup of Nations Football 2019,2
Cable News Network,1
SOS Mediterranean,1
Western Sahara,1
Yoshiji Tonoiwa,1
Bookshop,1
Immigration Control and Refugee Recognition Act,1
People&#39;s Republic of China,1
Germany,7
USA,4
Lunar exploration,1
Russia,4
Attack on Pearl Harbor,1
William P. Barr,2
United States Secret Service,1
Winter storm,1
Thousand Oaks,1
Ministry of Endowments,1
India,3
Aleppo,1
Sergey Lavrov,1
United State,4
Egypt,1
Rex Tillerson,10
Belisario Betancur,5
Sanctuary of the Virgin of Lo Vásquez,1
Japan,1
Fernando Meza,1
Club Necaxa,1
Avengers: the war of infinity - 2nd part,4
Colombia,1
Christian Democratic Union,5
Behgjet Pacoli,1
Serbia,1
Svetlana Ceca Raznatovic,1
Ukraine,3
Republic of Kosovo,1
Kragujevac,1
France,3
Kosovo Liberation Army,1
Joaquín Guzmán,1
Stabbing,2
Adelaide,1
Launceston,1
Scott Morrison,1
Kenya,3
Moon,6
Far side of the Moon,6
Petroleum,6
China,6
Juventus football club,1
Vietnam national football team,1
Internazionale Football Club Milan,1
Nguyen Minh Tu,1
Hai Phong,1
Miss Super National,1
President of the United States,1
George HW Bush,3
Vietnam,1
Thanh Cang,1
Venezuela,3
National Liberation Army,1
Luis Almagro,2
Peru,2
Nicolás Maduro,1
Heather Nauert,6
Group of Lima,2
Nitin Gadkari,1
Narendra Modi,1
Nitish Kumar,1
Robert Vadra,1
Isha Ambani,1
Mukesh Ambani,1
Bharatiya Janata Party,1
Amit Shah,1
Bulandshahr,1
Teatro alla Scala,1
Silvio Berlusconi,1
Juventus Football Club,1
Censis,1
International Football Club Milan,1
Marco Bucci,1
Genoa,1
Nun,1
Chile,1
Polcevera Viaduct,1
German politican,1
moon,2
Far side of the moon,2
birth control pills,1
Christian Democratic Union of Germany,3
Gottfried Waldhausl,1
Stefan Luitz,1
Vienna,1
Annegret Kramp-Karrenbauer,5
William Barr,2
Shmuel Plato-Sharon,1
Sarah Netanyahu,1
Aryeh Deri,1
Israel,2
Rex Tilerson,1
Qiryat Gat,1
sanction,1
FC Viktoria Plzen,1
Andrej Babiš,1
Brazil,3
Miloš Zeman,1
Security Information Service,1
FC Fastav Zlín,1
Pilsen,1
Christian-Democratic Union,2
Czechia,1
Vladimir Putin,4
Singapore,2
United States Ambassador to the United Nations,2
Malaysia,3
Enrique Peña Nieto,1
Andrés Manuel López Obrador,1
Chihuahua,1
Warrior,1
Hague,1
Electoral Court of the Judicial Power of the Federation,1
Martha Érika Alonso,1
Acapulco,1
Puebla,1
Law,1
Samsung Galaxy,1
Papua,1
Samsung Group,1
