keyword,count
Malaysia,2
Perbadanan Tabung Pendidikan Tinggi Nasional,1
Lim Guan Eng,1
Muhammad Shafee Abdullah,1
Mohamed Hanipa Maidin,1
1Malaysia Development Berhad,2
Singapore,2
Malaysian Islamic Party,1
2018 AFF Championship,1
Thailand national football team,2
Cardi B,10
Offset,10
Brexit,10
Brampton,1
George H. W. Bush,11
Fredericton,1
Russia,15
Donald Trump,8
Bank of Canada,1
France,7
Pakistan national cricket team,1
Pakistan,1
Lahore High Court,1
Pakistan Stock Exchange,1
Gullu Butt,1
Imran Khan,1
Bill Gates,1
Muhammad Tahir-ul-Qadri,1
Afghanistan,2
South Asia,1
Manchester United F.C.,2
Muhammadu Buhari,1
Atiku Abubakar,1
Jamal Khashoggi,9
Nigeria,1
United States Senate,2
Philippines,1
Panglao Island,1
Child custody,1
Chief of Staff of the Armed Forces of the Philippines,1
Rodrigo Duterte,1
Ateneo Blue Eagles,1
"El Nido, Palawan",1
University Athletic Association of the Philippines,1
Sulu,1
Australia national cricket team,1
Scott Morrison,1
Liberal Party of Australia,1
India national cricket team,1
Craig Kelly,1
Theresa May,2
Cricket,1
Carl Williams,1
Mandarin Orchard Singapore,1
Passport,2
Jho Low,1
Earthquake,14
New Zealand,1
United Kingdom,3
Mental health,1
Dublin,1
Stakeknife,2
Freddie Scappaticci,2
University Hospital Kerry,1
Garda Síochána,1
Belfast,1
County Kerry,1
Priyanka Chopra,7
Albert Einstein,9
Nick Jonas,7
Facebook,8
Fortnite,6
5G,5
Ukraine,8
Beto O'Rourke,1
Barack Obama,1
Self-driving car,1
Waymo,1
Wisconsin,1
Coronation Street,1
Peter Armitage,1
United Arab Emirates,1
Public Protector,1
Busisiwe Mkhwebane,1
Denel SOC Ltd,1
Supra Mahumapelo,1
David Makhura,1
Cape Town,1
Yoshiji Tonoiwa,1
Dynamite · Kid,1
Fukuoka Tower,1
Saudi Arabia,3
Emperor &#39;s Cup JFA All - Japan Football Championship Tournament,1
Hog cholera,1
Urawa Red Diamonds,1
Fukuoka City,1
Satoshi Sayama,1
Izumo Escort Ship,1
Vladimir Vladimirovich Putin,1
Petr Poroshenko Alekseevich,1
Valentina Petrenko,1
Lev Alexandrovich Ponomarev,1
Slovakia,3
Alexander Kokorin,1
Council of the Federation,1
Moscow,1
Pavel Mamaev,1
Church of Love,1
Oh Jung Hyun,1
Kim Jong-un,1
Free korean,1
Kim Moo-sung,1
Park-Geun-Hye,1
Hae Tae Kyung,1
President of the Republic of Korea,1
North Korea,1
Mong-inin Son employment information recruitment preference suspicion and controversy,1
USA,2
Malaysia national football team,2
Hanoi,1
Kien Giang,1
Southeast Asian Football Championship 2018,1
Paris,1
uterus,3
Panama Papers,1
Emmanuel Macron,2
Tesla Model 3,1
Andrés Manuel López Obrador,3
Mexico,1
Paderborn,1
Federal Council,1
Karin Keller Sutter,1
National Democratic Congress,1
Global Citizen Festival,1
Shatta Wale,1
Strike action,1
Nana Akufo-Addo,1
Ghana,1
R2Bees,1
Alban Bagbin,1
Charlotte Osei,1
Director of Public Prosecutions,1
Moody Awori,1
Philip Murgor,1
Sudan,1
Hassan Joho,1
Omar al-Bashir,1
Mike Sonko,1
Nairobi,1
Kenya,1
Max Planck Society,1
bomb,1
Center for Political Beauty,1
The left,1
Munich,1
Bernd Riexinger,1
Chemnitz,1
Central bank,1
National Institute of Open Schooling,1
Alok Kumar Verma,1
Central investigation bureau,1
Shivraj Singh Chauhan,1
Bangalore,1
Narendra Modi,1
Bulandshahr,1
Teashvi Yadav,1
Geert Wilders,1
Rijssen,1
Saint Nicholas,1
Black Pete,1
Charles Michel,1
Germany,1
New Flemish Alliance,1
European Union,1
Shenzhen,1
Zhejiang Province,1
volunteer,1
Xi Jinping,2
Private Enterprise,1
Portugal,2
Sri Lanka,1
General college entrance examination national unified examination,1
People&#39;s Republic,1
Paco Ignacio Taibo II,1
Service tax administration,1
Euro,1
New Caledonia,8
Morelos,1
Electoral Court of the Judicial Power of the Federation,1
Miguel Treviño Morales,1
Central European University,1
Budapest,1
Hungary,1
János Lázár,1
Hungarian Socialist Party,1
Sleet,1
