keyword,count
Australia national cricket team,2
Andhra Pradesh,1
George H. W. Bush,13
India national cricket team,2
Malaysia,3
Singapore,2
Philippines,2
Japan,8
France,11
Canada,8
Fallout 76,6
Albert Einstein,7
iPhone,3
Apple,3
Fortnite,7
South Sudan,1
SpaceX,6
iOS 12,6
Bethesda Softworks,6
George W. Bush,1
Fukuoka Tower,1
George · H · W · Bush,1
Democratic People&#39;s Republic of Korea,1
President of the United States of America,3
Bookshop,1
Carlos Ghosn,1
Huawei,9
Fukuoka City,1
Immigration Control and Refugee Recognition Act,1
The Game Awards,5
Super Smash Bros. Ultimate,2
National Registry of Identification and Civil Status,1
Pontifical Catholic University of Peru,1
National Police of Peru,1
Uterus,2
César Hinostroza,1
Francisco Ísmodes,1
Alan García,1
Transplant,1
George HW Bush,18
Congress of the Republic of Peru,1
uterus,1
Saudi Arabia,4
Austria,2
Serbia,3
Yemen,3
Kosovo,2
Central European University,2
Christian Democratic Union of Germany,2
Jamal Khashoggi,7
Liverpool FC,2
European Union,1
Can Dündar,2
Protests in Turkey 2013,2
Center for Political Beauty,2
Euro,1
Neven Subotic,1
EU exit from the United Kingdom,1
familyreunion,1
Friedrich Merz,1
tram,1
Manillaskolan,1
Russia,11
Emmanuel Macron,2
USA,4
E22,1
The Social Democrats,1
&#39;Ndrangheta,2
Liberals,1
Vladimir Putin,4
Cardi B,1
Offset,1
Jesus Santrich,2
Nicolás Maduro,3
Arab Sahrawi Democratic Republic,1
Colombia,2
Jair Bolsonaro,3
Miguel Díaz-Canel,1
Merida,1
Cuba,1
Polisario Front,1
Andrej Babiš,1
Klára Dostálová,1
Morocco,3
YES 2011,1
Prague,1
Czechia,1
STEM,1
New Caledonia,2
Siauliu university,1
Panevezys Lietkabelis,1
Kaunas,1
Kęstutis Navickas,1
Lithuanian morning,1
Šiauliai,1
Lithuania,1
Lithuanian Basketball League,1
Manchester United F.C.,5
Brexit,1
Chelsea F.C.,3
Garda Síochána,1
School,3
County Longford,1
United States Senate,1
Robert Biedron,1
Modern,1
Constitutional Court,1
Henryk Jankowski,1
National Bank of Poland,1
Poland,1
Adam Glapiński,1
Tadeusz Rydzyk,1
Ivica Dacic,1
FC Red Star,1
Milorad Dodik,1
O2 television,1
Republic of Kosovo,1
Ramush Haradinaj,1
Jens Stoltenberg,1
Aleksandar Chepurin,1
First Serbian Television,1
Budapest,1
Hungary,1
Peter Szijjártó,1
Kaposvár,1
Gábor Bagdy,1
Ukraine,3
Bekes County,1
Malaysia national football team,2
Perbadanan Tabung Pendidikan Tinggi Nasional,1
Hishammuddin Hussein,1
Lynas,1
Kukup Island,1
Thailand national football team,2
Rodrigo Duterte,1
La Union,1
Department of Labor and Employment,1
Ateneo Blue Eagles,1
Gloria Macapagal Arroyo,1
Imelda Marcos,1
University Athletic Association of the Philippines,1
Commission on Audit of the Philippines,1
Asante Kotoko S.C.,1
Gabon,2
Nana Akufo-Addo,1
CAF Confederation Cup,1
Ali Bongo Ondimba,2
Ethiopian Airlines,1
The Daily Show,1
Trevor Noah,1
Johann Rupert,1
Donald Trump,5
Xi Jinping,1
Eskom,1
China,1
Uhuru Kenyatta,1
HIV/AIDS,1
Somalia,2
Organ transplantation,1
Nigeria,2
Nairobi,1
Mike Sonko,1
Kenya,1
Ayo Fayose,1
Aisha Buhari,1
Atiku Abubakar,1
Academic Staff Union of Universities,1
Muhammadu Buhari,1
People's Democratic Party,1
Economic and Financial Crimes Commission,1
Ekiti State,1
Calgary Stampeders,1
Avista,1
Winnipeg,1
Hydro One,1
Calgary,1
Cannabis,1
Ontario,1
Pakistan,1
Chief of Army Staff of the Pakistan Army,1
Lahore,1
India,2
Government,1
Qamar Javed Bajwa,1
Hinduism,1
Karachi,1
Imran Khan,1
Brian Tamaki,1
Hail,1
Southland,1
Climate change,2
New Zealand,1
Helicopter,1
Destiny Church,1
Graham Ashton,1
Karl Stefanovic,1
Scott Morrison,1
José Mourinho,1
North Carolina,1
Michael Flynn,2
United States Border Patrol,1
"Washington, D.C.",1
Robert Mueller,2
Ivailo Moskovski,1
Struma,1
Yulen,1
Bulgaria,1
Rome,1
European Bank for Reconstruction and Development,1
Hemus,1
Financial Supervision Commission of the Republic of Bulgaria,1
Kresna,1
Bulgarian Socialist Party,1
Manchester United Football Club,2
Arsenal Football Club,1
Vladimir Vladimirovich Putin,2
President of the United States,1
Kien Giang,1
Southeast Asian Football Championship 2018,1
Parliament,1
Oslo,1
Labor,1
Norway,2
KNM «Helge Ingstad»,1
Trine Skei Grande,1
Abid Raja,1
Ski,1
Health South-East,1
Left,1
Son Heung-min,1
Kim Jong-un,2
Kim Moo-sung,1
Park-Geun-Hye,1
Free korean,1
Justice of the Republic of Korea,1
High Young,1
"Park, Byeong",1
kindergarden,1
Riga Dinamo,1
Mairis Briedis,1
Money tree,1
Latvia,1
Riga Eastern Clinical University Hospital,1
Riga,1
Latvian State Police,1
University of Latvia Botanical Garden,1
KPV LV,1
George Bush,1
Giannos Papantoniou,1
Komotini,1
Rhodes,1
Albania,1
Kavala,1
Zoran Zavev,1
Hellas,1
Ministry of Foreign Affairs,1
Democritus University of Thrace,1
Pochayev Lavra,1
International airport &quot;Kyiv&quot;,1
State Administration of Railway Transport of Ukraine,1
I started,1
Kiev,1
Ukrainian Orthodox Church (Moscow Patriarchate),1
Security Service of Ukraine,1
Social assistance,1
George Herbert Walker Bush,2
Naftali Bennett,1
Moshe Edri,1
Israel,2
yield,1
Noble Energy,1
Hebrew University of Jerusalem,1
B&#39;Tselem,1
Benjamin Netanyahu,2
Whale,1
Slovakia,2
Stefan Harabin,1
Tunnel Višňové,1
Facebook,1
Miroslav Lajčák,1
Peter Pellegrini,1
Vasil Biľak,1
Andrej Kiska,1
resignation,1
Peter Kalmus,1
Sheikh Hasina,1
Khaleda Zia,1
Obaidul Quader,1
Kamal Hossain,1
US federal,1
Bangladesh,1
Bangladesh Awami League,1
Mainul Hossain,1
Bangladesh Nationalist Party,1
Romania,1
Klaus Iohannis,1
ACS Sepsi OSK Sfântu Gheorghe,1
FCSB,1
Liviu Dragnea,1
Lia Olguţa Vasilescu,1
Hungarian Democratic Union of Romania,1
Viorica Dăncilă,1
Chamber of Deputies of Romania,1
Democratic party,1
Matteo Salvini,1
Fire of the Grenfell Tower,1
Armando Spataro,1
Marco Minniti,1
Matteo Renzi,1
Crotone,1
No TAV,1
North league,1
Parental leave,1
United Nations Organization,1
Sidy Lamine Niasse,1
Liverpool Football Club,1
Abdoulaye Baldé,1
Africa,1
Madické Niang,1
Dialysis,1
Paris Saint-Germain Football Club,1
Beaune,1
Racing Club Strasbourg Alsace,1
la France,1
Police custody in French law,1
Alain Suguenot,1
Organisation for Economic Co-operation and Development,1
Flash-Ball,1
Upendra Kushwaha,1
Central investigation bureau,1
Narendra Modi,1
Alok Kumar Verma,1
Bulandshahr,1
Uttar Pradesh Teacher Eligibility Test (UPTET) 2017,1
Ayodhya,1
Rajasthan,1
National Democratic Alliance,1
Gustavo Petro,1
Junior of Barranquilla,1
Earthquake,3
Álvaro Uribe,1
Joaquín Guzmán Loera,2
Clube Atlético Paranaense,1
Medellin,1
Petr Poroshenko Alekseevich,1
Zakhar Prilepin,1
Sberbank of Russia,1
Oil,1
Iriana Joko Widodo,1
Zumi Zola,1
Gisella Anastasia,1
Prabowo Subianto,1
Gading Marten,1
Bahar bin Smith,1
Candidates for civil servants,1
North Korea,1
Cabify,1
Evo Morales,2
police from Chile,1
Chile,1
Bolivia,1
Marjan Šarec,1
Slovenia,1
Pliberk,1
United States,1
Koper,1
Saad Hariri,1
Walid Jumblatt,1
Lebanon,1
Iran,1
Organization of the Islamic State,1
Hizb allah,1
Tzipi Livni,1
Twadros II,1
Suez,1
Emmanuel Macaron,1
George Bush the Father,2
To whom,1
Venezuela,2
Burnley Club,1
Egypt,1
Ministry of Supply and Internal Trade,1
Chamber of Deputies of the Argentine Nation,1
Elisa Carrió,1
Mauricio Macri,1
Patricia Bullrich,1
Argentina Aircraft Factory,1
City of Córdoba,1
Brazil,1
Ministry of Health and Social Development,1
Argentina,1
Project X,1
Houthi&#39;s,1
Departure from the United Kingdom of the European Union,1
Luxembourg,1
Sport Lisboa and Benfica,1
Deputy,1
Football Club Paços de Ferreira,1
public ministry,1
Organ Transplantation,1
Club Atlético Paranaense,1
Magno Malta,1
Ricardo Lewandowski,1
Chamber of Deputies of Brazil,1
Poverty,1
Luiz Fernando Pezão,1
Legislative Assembly of the State of Rio de Janeiro,1
Federal Court of Justice,1
Saudi,1
AL-Nasser club,1
United State,2
SABIC,1
Western Desert,1
Al Wahda Club,1
Organization of Islamic Cooperation,1
Party for Thailand,1
Surin Province,1
Abhisit Vejjajiva,1
Democrat Party,1
Thailand,1
Prayer,1
Miss Universe Thailand 2016,1
National Peace Corps,1
Wavre,1
European book prize,1
Emission of carbon dioxide,1
Wallonia,1
Mont-Saint-Aubert,1
Solidarity tax on wealth,1
E-commerce,1
Shanghai,1
Private Enterprise,1
Forbes,1
People&#39;s Republic,2
Portugal,1
Belt and Road,1
George Walker Bush,1
Liu Qing,1
Claudia Sheinbaum,1
Cruz Azul Soccer Club,1
Student,1
Naucalpan de Juárez,1
Mexican Social Security Institute,1
Monterrey Soccer Club,1
Juan Carlos Ramírez Abadía,1
Mexico City,1
Human migration,1
Heetch,1
Casablanca,1
Trolley,1
Accident,1
Western Sahara,1
President of the Government of the Czech Republic,1
High Authority of Audiovisual Communication,1
King of Morocco,1
Bursa,1
Can Dundar,1
general Directorate of Security,1
Contact Hamdi directly,1
Hatay Airport,1
Turkey,1
Gezi Park protests,1
Dubai,1
Ras Al Khaimah,1
Abu Dhabi,1
Middle east,1
Mohammed bin Zayed Al Nahyan,1
The United Arab Emirates,1
Zayed bin Sultan Al Nahyan,1
AED,1
General Zayed,1
Superintendency of the Institutions of the Banking Sector of Venezuela,1
God given hair,1
Jorge Arreaza,1
He Zhiping,2
George Herbert Wacker Bush,1
Huang Ziheng,1
Independent monitoring police handling complaints committee,1
Meng Zhouzhou,2
Huafu Village,1
Kwun Tong Town Centre Redevelopment Project,1
Niu Chengze,1
Taiwan,1
Korean Yu,1
Ke Wenzhe,1
Kaohsiung City,1
First nuclear power plant,1
Nana,1
Zhang Yuning,1
