keyword,count
Michelle Obama,1
Brexit,10
Jamal Khashoggi,14
United States Senate,7
Barack Obama,1
China,5
Central Intelligence Agency,3
Stillbirth,1
Theresa May,3
Stock,1
George H. W. Bush,9
I'm a Celebrity...Get Me Out of Here! (UK TV series),1
"Meghan, Duchess of Sussex",3
Manchester City F.C.,3
Ada Hegerberg,1
Republic of Ireland national football team,1
"Catherine, Duchess of Cambridge",2
County Roscommon,1
NHL,1
Costa Rica,2
Seattle,1
France,8
Rohingya people,1
North Korea,2
Liverpool F.C.,2
Malaysia,2
Singapore,2
Indonesia,1
Giant tortoise,1
Jürgen Klopp,1
Pokémon GO,3
Priyanka Chopra,9
Nick Jonas,9
Fortnite,6
Microsoft Corporation,6
French fries,6
Luka Modrić,6
5G,6
Apple,4
Kanye West,5
Mycoplasma bovis,1
Pakistan national cricket team,1
Christchurch,1
Trade Me,1
Christmas Day,1
New Zealand national cricket team,1
Auckland,1
Jair Bolsonaro,2
Immanuel Kant,1
Brazil,1
Rodrigo Duterte,2
Russia,21
Nigel Farage,5
UK Independence Party,4
Senate of the United States,1
Donald Trump,5
European Union,3
Esther Mitterstieler,1
EU exit from the United Kingdom,2
News,1
Robert Mueller,1
Michael Flynn,1
North Carolina,1
Republican Party,1
Wisconsin,1
Recep Tayyip Erdogan,1
Selahattin demirtaş,1
Turkey,1
Republican People&#39;s Party,1
Turkey president,1
Sırrı Süreyya Önder,1
Koza,1
Saudi Arabia,4
Venezuelan,1
Osaka capital concept,1
Referendum,1
Japan,1
Osaka,1
USA,4
Korean recruitment during Japanese rule,1
Recitation,1
Mayor of Osaka,1
President of the United States of America,1
Club Atlético Boca Juniors,2
Poverty,1
ARA San Juan (S-42),1
Oscar Aguad,1
River Plate Athletic Club,1
Argentina,1
Unicef,1
Motorcycle,1
insurance,1
Patricia Bullrich,1
Great Blue Hole,1
Sports Club Catholic University,1
José Maza Sancho,1
Bonus,1
Belize,1
Alberto Bachelet,1
Technology,1
Osorno,1
Route 5,1
Temuco,1
Boris Palmer,1
Friedrich Merz,1
Berlin,1
Christian Democratic Union of Germany,1
alternative for Germany,2
Center for Political Beauty,1
German politican,1
Boris Popovich,1
Slovenia,1
Andrej Fištravec,1
Europe,1
Pliberk,1
Italy,1
Sicily,1
Sicilian mafia,1
Ljubljana,1
His Majesty King Bhumibol Adulyadej Brunei,1
.,1
Party for Thailand,1
National Legislature,1
Thailand,1
Prayer,1
Department of Special Investigation,1
Meteorological Department,1
grandchild,1
Bangkok,1
Big Book,1
Mortgage,1
Moscow,1
Beer,1
Bank of Russia,1
Angela Merkel,1
The World Bank,1
60 minutes,1
Forbes,1
Andrej Babiš,1
Czechia,1
Morocco,3
Martin Půta,1
Prague,1
Pavel Bělobrádek,1
Tomio Okamura,1
Liberec region,1
Joaquín Guzmán Loera,2
Lydia Cacho,1
Enrique Peña Nieto,1
Andrés Manuel López Obrador,1
Tijuana,1
Jalisco,1
Juan Carlos Ramírez Abadía,1
Culiacán,1
Light aircraft,1
Front,1
Thailand national football team,1
Soc Son,1
Danang,1
Malaysia national football team,1
Ministry of Education and Training,1
People&#39;s Assembly,1
Southeast Asian Football Championship 2018,1
Luiz Inácio Lula da Silva,1
Sérgio Moro,1
Luiz Fernando Pezão,1
National Common Curricular Base,1
school,1
National Council of Education,1
Maranhão,1
Onyx Lorenzoni,1
Legislative Assembly of the State of Rio de Janeiro,1
Ministry of Foreign Affairs,1
Alekos Flambouraris,1
Zoran Zavev,1
Patras,1
NATO,3
Civil protection Ministry,1
Teresa Mei,1
Rhodes,1
Hellas,1
István Tarlós,1
Ukraine,2
Central European University,1
Batthyány Square,1
Peter Szijjártó,1
Hungary,1
Brexin,1
Viktor Orban,1
Budapest,1
Andreea Cosma,1
FC Dinamo Bucharest,1
Laura Codruţa Kövesi,1
Viorica Dăncilă,1
Tudorel Toader,1
CFR Cluj,1
Lia Olguţa Vasilescu,1
Ferdinand I of Romania,1
Klaus Iohannis,1
Romania,1
Valery Simeonov,1
Ivailo Moskovski,1
Exit of the UK from the European Union,1
United Kingdom of Great Britain and Northern Ireland,1
Sofia,1
Varna,1
United Arab Emirates,3
University Athletic Association of the Philippines,1
Philippines,1
Federalism,1
Ateneo Blue Eagles,1
Mindanao,1
UP Fighting Maroons,1
Latvian Academy of Sports Education,1
Jelgava,1
In France,1
United States,1
Latvia,1
Krisjana Barona Street,1
Adazi,1
Riga,1
Southern Bridge,1
Uttar Pradesh Police,1
Gautam Gambhir,1
Uma Bharti,1
Central Teacher Eligibility Test,1
India,2
Youtube,1
Lok Sabha,1
pay commission,1
Bulandshahr,1
Prashant kishor,1
Party for the Independence of the United Kingdom,1
Francis Heaulme,2
Hezbollah,2
Belgium,1
Israel,7
Bouli Lanners,1
Lebanon,2
Mordechai Alon,1
Zvika Pick,1
Tel Aviv Jaffa,1
Daniella Pick,1
Quentin Tarantino,1
Denmark,3
Giovanni Tria,1
Luigi Di Maio,1
Pensions,1
Albert Einstein,1
Matteo Salvini,1
Silvio Berlusconi,1
Armando Spataro,1
Giancarlo Magalli,1
5 Star Movement,1
Rome,1
Cosa Nostra,2
Switzerland,1
Mexico,1
Rheinau ZH,1
General Health Insurance Company,1
Miroslav Lajčák,1
Andrej Kiska,1
Jaromír Čižnár,1
Ján Kuciak,1
Slovakia,1
resignation,1
Organization of the North Atlantic Treaty,1
Emmanuel Macron,1
Stefan Löfven,1
E22,1
LKAB,1
US Senate,2
The Social Democrats,1
Manchester United F.C.,1
Academic Staff Union of Universities,1
Small Doctor,1
Diezani Alison-Madueke,1
Atiku Abubakar,1
Muhammadu Buhari,1
Kenya,2
Economic and Financial Crimes Commission,1
Lee Hak Chan,1
Republic of Korea,1
Kim Jong-un,1
Park-Geun-Hye,1
