keyword,count
Ray Moylette,1
Angela Merkel,30
The Avengers,8
Avengers: Endgame,8
Manchester United F.C.,4
Ulster Rugby,1
Munster Rugby,1
José Mourinho,4
Boxing,2
Avengers: Infinity War,9
Eskom,1
Zimbabwe,2
Brexit,3
Donald Trump,24
Wage,1
Platoon,2
Far side of the Moon,6
Apple,2
Mars,8
Moon,7
China,6
Boil-water advisory,1
Rex W. Tillerson,4
Edmonton,1
Robert Mueller,8
Ontario,1
Mississauga,1
France,9
Special Counsel investigation,2
Italy,11
Global Trust Bank (Uganda),1
HIV/AIDS,1
Rex Tillerson,8
Rwanda,2
Michael Cohen,4
Far side of the moon,3
moon,3
Annegret Kramp-Karrenbauer,7
Department of State of the United States,2
Vienna,1
Christian Democratic Union of Germany,3
Tourism,1
Rohingya people,1
Singapore,2
Malaysia,2
Myanmar,1
Wan Azizah Wan Ismail,1
Accident,2
Goran Dragic,1
Slovenia,1
Christian Democratic Union,7
Levica,1
Aleš Bržan,1
Karl Erjavec,1
Boris Popovich,1
Australia,1
Orderud case,1
Oslo,1
VIPPS,1
Abid Raja,1
Trine Skei Grande,1
Tor Mikkel Wara,1
Norway,1
apprehension,1
Left,1
Shmuel Plato-Sharon,1
Naftali Bennett,1
Sarah Netanyahu,1
Hamas,1
Benjamin Netanyahu,1
Israel,4
Rex Tilerson,1
Qiryat Gat,1
Petroleum,3
OPEC,2
Liverpool F.C.,3
Heather Nauert,3
Matteo Dall&#39;Osso,1
Silvio Berlusconi,1
Teatro alla Scala,1
Juventus Football Club,1
Democratic party,1
International Football Club Milan,1
5 Star Movement,1
Matteo Renzi,1
Marco Bucci,1
House of Representatives,1
Somalia,2
Djibouti,1
Ethiopia,1
Nile Delta,1
Egypt,1
Central Emergency Response Fund,1
Yoshiji Tonoiwa,1
Japan,1
Kyoto prefectural police,1
USA,3
Korea High Speed ​​Railway,1
Japan Meteorological Agency Seismic Intensity Class,1
South Korea,1
People&#39;s Republic of China,1
Osaka prefectural police,1
Syria,2
Federal Council,1
European Union,1
Switzerland,1
Zoran Zavev,1
Alexis Tsipras,1
