keyword,count
South African Broadcasting Corporation,1
Zimbabwe,1
Manchester United F.C.,6
Brexit,3
Kevin Hart,9
Academy Awards,9
José Mourinho,6
Durban,1
Wage,1
Cyril Ramaphosa,1
President of the people&#39;s,1
Reform and Opening,1
Xi Jinping,1
Chinese,1
People&#39;s Republic,1
Democratic People&#39;s Republic of Korea,1
Li Yonghao,1
People&#39;s Republic of China Ministry of Commerce,1
Central enterprise,1
General college entrance examination national unified examination,1
Prabowo Subianto,1
Joko Widodo,1
Jakarta,1
Bogor,1
Anies Baswedan,1
Tornado,1
Ahmad Marzuqi,1
Republic of Indonesia Corruption Eradication Commission,1
Papua,1
Regent,1
Angela Merkel,26
Donald Trump,9
The Avengers,4
Avengers: Infinity War,4
Heather Nauert,2
Ontario Highway 401,1
United States Ambassador to the United Nations,2
Sir John A. Macdonald Parkway,1
Build to order,1
Housing and Development Board,1
Kuala Lumpur,1
Singapore,2
Malaysia,2
Mahathir Bin Mohamad,1
Germany,13
Emma Husar,1
Australia national cricket team,2
India national cricket team,1
Ellenbrook,1
Queensland,1
Launceston,1
Untitled Avengers film,1
Woo Sung Woo,1
Son Hak-gyu,1
Kim Jong-un,1
Kim Kyung Su,1
Korea National Assembly,1
"In addition,",1
High Young,1
"Park, Byeong",1
Korean Army Security Command,1
Justice of the Republic of Korea,1
Rodrigo Duterte,2
Bong Revilla,1
Test,1
Antonio Trillanes,1
Professional Regulation Commission,1
Maria Ressa,2
National Democratic Front of the Philippines,1
Philippines,2
Davao,1
Baguio,1
Johor,1
Kukup Island,1
Human Rights Commission of Malaysia,1
1Malaysia Development Berhad,1
Abu Kassim bin Mohamed,1
Malaysian Anti-Corruption Commission,1
International Convention on the Elimination of All Forms of Racial Discrimination,1
France,5
Game of Thrones,1
Pakistan national cricket team,1
Junaid Jamshed,1
Nawaz Sharif,1
Mohammad Amir,1
Pakistan,2
Shahpurkandi dam project,1
Inter-Services Public Relations,1
Russia,12
Ravi River,1
Arsenal F.C.,2
Tommy Robinson,1
Mount Maunganui,1
Mortal Engines,1
New Zealand,1
School,1
Paragliding,1
Associated Press,1
United Kingdom,2
Grammar school,1
Luis Valbuena,1
Attack on Pearl Harbor,1
North Korea,3
José Castillo,1
CNN,2
Tennessee,1
Valery Simeonov,1
Vasil Levski,1
