keyword,count
Angela Merkel,33
The Avengers,9
Far side of the Moon,6
Avengers: Endgame,9
Mars,6
Moon,8
China,8
Avengers: Infinity War,7
Botswana,1
Google Allo,2
Australia national cricket team,2
Donald Trump,24
Rex W. Tillerson,5
Karl Stefanovic,1
India national cricket team,1
Adani Group,1
Launceston,1
Robert Mueller,5
Special Counsel investigation,3
Scott Morrison,1
Balangiga bells,1
Rodrigo Duterte,1
Bong Revilla,1
Department of Foreign Affairs,2
Philippines,2
Overseas Filipinos,1
Department of Education,1
Magnolia Hotshots,1
Philippine Basketball Association,1
Saudi Arabia,2
Samsung Galaxy,1
Michael Cohen,7
Rohingya people,1
Samsung Group,1
Singapore,2
Malaysia,1
Myanmar,1
Ray Moylette,1
"Meghan, Duchess of Sussex",2
Manchester United F.C.,3
Ulster Rugby,1
Boxing,1
José Mourinho,3
University of Ilorin,1
William Ruto,1
National Hospital Insurance Fund,1
Arsenal F.C.,2
Student,1
Philomena Mbete Mwilu,1
Chelsea F.C.,3
Corruption,1
Manchester City F.C.,3
Calgary Flames,1
Edmonton,1
Brooklyn Nets,1
Toronto Raptors,2
Charlottesville,3
Italy,11
Pakistan,1
Yemen,1
China–Pakistan Economic Corridor,1
South Asian Association for Regional Cooperation,1
Afghanistan,1
Imran Khan,1
France,8
Protest,1
Karachi,1
Paris,3
Auckland Airport,1
Australia national rugby union team,1
Invercargill,1
Auckland Tuatara,1
Wellington Phoenix FC,1
Michael Cheika,1
Auckland,1
Sydney FC,1
Rex Tillerson,7
Rwanda,2
Far side of the moon,3
moon,3
Department of State of the United States,3
Christian Democratic Union of Germany,3
Goran Dragic,1
Slovenia,1
Christian Democratic Union,6
Levica,1
Aleš Bržan,1
Karl Erjavec,1
Boris Popovich,1
Australia,2
Chad,1
G5 Sahel,1
la France,2
Cable News Network,1
Heather Nauert,2
Morocco,1
Human migration,2
Western Sahara,1
Brexit,3
Venezuela,4
Petro,1
Cryptocurrencies,1
Aston Villa F.C.,1
UK Independence Party,1
Tommy Robinson,1
Paul Nuttall,1
United Kingdom,1
Attack on Pearl Harbor,1
Alexandria Ocasio-Cortez,1
Jamal Khashoggi,1
North Carolina,1
Yoshiji Tonoiwa,1
Japan,1
USA,2
Korea High Speed ​​Railway,1
South Korea,1
Kispei Ewha,1
People&#39;s Republic of China,1
ISU Grand Prix Final,1
Nguyen Thanh Tai,1
Vinh,1
Vietnam national football team,1
Russia,8
Huawei,1
Vietnam,1
Chairman of the People&#39;s Committee of Ho Chi Minh City,1
Ukraine,6
Southeast Asian Football Championship 2018,1
Indian Cricket Team,1
Robert Vadra,1
Isha Ambani,1
Bharatiya Janata Party,1
Surgical insemination,1
Mukesh Ambani,1
Rajasthan,1
Bulandshahr,1
Indian telecom regulatory authority,1
Khaleda Zia,1
Bangladesh Nationalist Party,1
Gopalganj district,1
Miss World Bangladesh,1
Parliament election,1
Brazil,3
Kamal Hossain,1
Sheikh Hasina,1
Bangladesh Election Commission,1
Saudi,1
Iraq,2
United State,4
Cyprus,2
India,3
Sana&#39;a,3
Platoon,2
Apple,2
Chun Doo Hwan,1
College Scholastic Ability Test,1
Prime Minister of the Republic of Korea,1
Lee Nak-yun,1
Korea High Speed ​​Rail,1
Kim Jong-un,1
Korean Army Security Command,1
Seoul,1
North Korea,3
Gangneung Station,1
Zimbabwe,2
Van,1
Republican People&#39;s Party,1
Pazardzhik,1
Marmara Region,1
PKK,1
Shmuel Plato-Sharon,1
Naftali Bennett,1
Sarah Netanyahu,1
Benjamin Netanyahu,1
Rex Tilerson,1
Qiryat Gat,1
Israel,2
Wajdi Ghunaim,1
Moscow,1
The Great Pyramid,1
Popocatépetl,1
Enrique Peña Nieto,1
María Guadalupe González,1
Andrés Manuel López Obrador,1
Coagulation,1
Bosques de las Lomas,1
Murder of Luis Donaldo Colosio Murrieta,1
Hague,1
Volcano,1
Mexico City,1
Vladimir Putin,2
Isaac Dogboe,1
Nana Akufo-Addo,1
Edgar Lungu,2
Zambia,2
John Mahama,1
Yekaterina Putina,1
Atwima Kwanwoma District,1
Hidden face of the Moon,2
Daval case,2
Mantes la Jolie,2
Democratic Republic of the Congo,1
Orderud case,1
Oslo,1
VIPPS,1
Abid Raja,1
Trine Skei Grande,1
Tor Mikkel Wara,1
Norway,1
apprehension,1
Left,1
Riga,1
Riga Dinamo,1
The Saeima,1
Latvia,1
German Christian Democrats Union,1
KPV LV,1
Blur,1
Ufa &quot;Salavat Julajev&quot;,1
Canada,1
FC Viktoria Plzen,1
Markéta Davidová,1
Miloš Zeman,1
Security Information Service,1
Pilsen,1
FC Fastav Zlín,1
Christian-Democratic Union,3
Jaroslaw Kaczynski,1
Poland,2
Great Orchestra of Christmas Charity,1
Lech Poznan,1
Polish Financial Supervision Authority,1
Modern,1
Law and Justice,1
Andrzej Duda,1
Syria,3
European Union,1
Switzerland,1
Federal Council,1
Luiz Fernando Pezão,1
Luiz Inácio Lula da Silva,1
Marielle Franco,1
More Doctors,1
Roraima,1
Michel Temer,1
Joice Hasselmann,1
Sao Paulo,1
Jair Bolsonaro,3
Flávio Bolsonaro,1
Andrej Kiska,1
National Criminal Agency Presidium of the Police Corps,1
Miroslav Lajčák,1
PENTA INVESTMENTS LIMITED,1
Bratislava,1
Slovakia,1
Pavol Russia,1
Tunnel Višňové,1
Peter Pellegrini,1
Prabowo Subianto,1
Lindswell Kwok,1
Surabaya,1
Joko Widodo,1
Bahar bin Smith,1
Earthquake,1
Candidates for civil servants,1
Landslide,1
Papua,1
Indonesia,1
Hizb allah,1
Saad Hariri,1
Lebanon,1
Iran,2
Hassan Rohani,1
Arlanda,1
Sweden Democrats,1
Moderates,1
The Christian Democrats,1
Malmo,1
Jimmie Åkesson,1
Jesus Santrich,1
Luis Almagro,1
Cuba,1
MERCOSUR,1
tourism,1
Álvaro García Linera,1
Sidy Lamine Niasse,1
Senegal,1
Court of Assizes,1
Félix Houphouët-Boigny,1
Democratic Republic of Congo,1
Estonia,1
Genocide of Tutsis in Rwanda,1
Benign,1
Lagzi Lajcsi,1
First Primissimo prize,1
Tibor Navracsics,1
Annegret Kramp-Karrenbauer,7
Germany,2
Central European University,1
Friedrich Merz,1
Széll Kálmán square,1
1. FC Cologne,1
Belisario Betancur,3
