keyword,count
Fortnite,5
Priyanka Chopra,6
Super Smash Bros. Ultimate,6
Brexit,11
Apple Watch,6
Microsoft Edge,6
Microsoft Corporation,6
Nick Jonas,6
Japan,15
Amazon Alexa,4
Dylan Walker,1
Australia national cricket team,1
Emma Husar,1
George H. W. Bush,14
Manly Warringah Sea Eagles,1
India national cricket team,1
Me Too movement,1
National Rugby League,1
Sweden Democrats,1
Moderates,1
The Christian Democrats,1
Jimmie Åkesson,1
Stockholm,1
"Force, Karlskrona municipality",1
Ostersund,1
Capsize,1
Gothenburg,1
The Social Democrats,1
Son Hak-gyu,1
Vietnamese national football team,1
The,1
Free korean,1
High Young,1
Park-Geun-Hye,1
Kim Moo-sung,1
ASEAN Football Championship,1
"Park, Byeong",1
Justice of the Republic of Korea,1
Tsvetan Vassilev,1
Nikolay Banev,1
PFC Ludogorets 1945,1
Bulgarian State Railways,1
PFC CSKA,1
Corporate Commercial Bank,1
Cornelia Ninova,1
Belene NPP,1
Ukraine,10
Russia,8
Sudan,2
Iran,4
Cyprus,2
Lebanon,2
United State,3
Beirut,1
The United Arab Emirates,2
Chabahar,1
Carlos Ghosn,1
Niu Chengze,1
Tu Xingzhe,1
Chen Qimai,1
Gao Jiayu,1
Ministry of Communications Tourism Bureau,1
Improper Party Production Committee,1
Tsai English,1
Ke Wenzhe,1
Korean Yu,1
Chinese Kuomintang Party Product Disputes,1
Angela Merkel,3
Stefanie Tücking,1
Study of medicine,1
Germany,3
EU exit from the United Kingdom,1
bad weather,1
Christian Democratic Union of Germany,3
German Railways,1
hurricane,1
Friedrich Merz,2
Ingushetia,1
The State Duma,1
"Treaty of Friendship, Cooperation and Partnership between the Russian Federation and Ukraine",1
Chechnya,1
Tolyatti,1
School,3
Vadim Vladimirovich Belousov,1
Oil,1
Yoshiji Tonoiwa,1
Bookshop,1
Saruo Setsuko,1
Otsuka Furniture,1
South Korea,1
Recitation,1
Softbank Group,1
Technical intern training,1
Korean recruitment during Japanese rule,1
Donald Trump,3
Rudolph Giuliani,1
Swiss Federal Railways,1
Berlin,1
Serbia,2
Switzerland,2
Kosovo,1
worry barometer,1
Huawei,4
Thailand,1
Prayer,1
Bearing Station,1
Buriram province,1
Samut Prakarn Province,1
Lopburi,1
Loei province,1
Bangkok,1
Phanom Rung Historical Park,1
Pathumthani,1
Vietnam,1
Vietnam national football team,1
President of the United States,1
France,4
USA,3
George HW Bush,3
Hanoi,1
Andrej Babiš,1
Jaroslav Kuber,1
