keyword,count
National Democratic Congress,1
Shatta Wale,1
Nana Akufo-Addo,1
Strike action,1
John Mahama,1
Russia,24
George H. W. Bush,14
Ghana,1
Alban Bagbin,1
Charlotte Osei,1
Cardi B,8
Priyanka Chopra,5
Offset,8
Nokia,6
Albert Einstein,7
Earthquake,13
Nick Jonas,5
Fortnite,6
Facebook,7
Ukraine,8
HIV/AIDS,1
Boko Haram,1
North Korea,4
Nigeria,1
United Arab Emirates,2
Israel,4
Lynas,1
Brexit,8
Rohingya people,1
Malaysia,3
Singapore,2
Papua,2
Donald Trump,8
1Malaysia Development Berhad,1
France,7
Pakistan national cricket team,2
Gullu Butt,1
Pakistan,1
Afghanistan,1
Muhammad Tahir-ul-Qadri,1
"Meghan, Duchess of Sussex",1
Jamal Khashoggi,6
New Zealand,2
Michael Flynn,4
United States Senate,1
Rodrigo Duterte,2
Chief of Staff of the Armed Forces of the Philippines,1
Panglao Island,1
Ateneo Blue Eagles,1
"El Nido, Palawan",1
University Athletic Association of the Philippines,1
Gloria Macapagal Arroyo,1
Imelda Marcos,1
Philippines,1
Johann Rupert,2
Public Protector,1
Trevor Noah,1
Busisiwe Mkhwebane,1
South African Broadcasting Corporation,1
The Daily Show,1
Australia national cricket team,1
Scott Morrison,1
Chris Crewther,1
India national cricket team,1
Liberal Party of Australia,1
People for the Ethical Treatment of Animals,1
Craig Kelly,1
Coronation Street,1
Peter Armitage,1
Manchester United F.C.,2
Stakeknife,1
Freddie Scappaticci,1
Malaysia national football team,2
Venezuela,2
Moody Awori,2
Ayo Fayose,1
Ondo State,1
Muhammadu Buhari,1
Kenya,1
Thomas Billington,1
Brampton,1
Bank of Canada,1
Costa Rica,2
WWE,1
Patrick Ngugi Njoroge,1
Director of Public Prosecutions,1
Orange Democratic Movement,1
Raila Odinga,1
School,1
Governor of the Central Bank of Kenya,1
Mike Sonko,1
Secondary school,1
Beto O'Rourke,1
Alexandria Ocasio-Cortez,1
Barack Obama,1
Wisconsin,1
Republican Party,1
Four Weddings and a Funeral,1
"Catherine, Duchess of Cambridge",1
Deliveroo,1
"Prince William, Duke of Cambridge",1
Manillaskolan,1
Moderates,1
The Christian Democrats,1
New Caledonia,6
Moderate youth federation,1
Emmanuel Macron,3
Stefan Löfven,1
Ålidhem,1
The Center Party,1
Gisella Anastasia,1
Sandiaga Uno,1
Gading Marten,1
Bahar bin Smith,1
House of Representative of Indonesia Republic,1
Utut Adianto,1
Fadli Zon,1
"Sukamiskin, Arcamanik, Bandung",1
Saudi Arabia,5
Yoshiji Tonoiwa,1
European Union,2
Fukuoka Tower,1
Discussion on constitutional amendment,1
England,1
LDP,1
Fukuoka City,1
Osaka capital concept,1
Referendum,1
Ivan Okhlobystin,1
Vladimir Vladimirovich Putin,1
Petr Poroshenko Alekseevich,1
Valentina Petrenko,1
Slovakia,2
Lev Alexandrovich Ponomarev,1
Alexander Kokorin,1
Pavel Mamaev,1
Contact Ahmet directly,1
Myrtle,1
Mardin,1
View Mevlüt&#39;s Full Profile,1
Justice and Development Party,1
Erzincan,1
Besiktas,1
Peoples&#39; Democratic Party,1
Istanbul,1
Ali Bongo Ondimba,1
Terrorism,3
Uterine transplant,3
Gabon,1
Denmark,1
Trolley,1
Accident,1
Uterus,5
Morocco,2
Thailand national football team,1
