keyword,count
Windrush scandal,1
Brexit,9
Michael Flynn,7
Nigel Farage,3
Earthquake,10
UK Independence Party,2
Organ transplantation,8
Robert Mueller,8
Special Counsel investigation,4
Uterus transplantation,4
Lynas,1
Rohingya people,2
Hishammuddin Hussein,1
1Malaysia Development Berhad,1
Malaysia,2
Malaysian Anti-Corruption Commission,1
Singapore,2
Mohamed Hanipa Maidin,1
Yemen,3
Electoral district of Hawthorn,1
Victoria,1
John Pesutto,1
New South Wales,1
Liberal Party of Australia (Victorian Division),1
Donald Trump,14
Dengvaxia controversy,1
Philippine National Police Academy,1
Mikey Arroyo,1
Land Transportation Franchising and Regulatory Board,1
Rodrigo Duterte,1
Imelda Marcos,1
Martial law in the Philippines,1
Bangsamoro Islamic Freedom Fighters,1
Chief Justice of the Supreme Court of the Philippines,1
Inflation,1
Pokémon GO,6
Oppo,6
Fortnite,6
Qualcomm Snapdragon,6
Red Dead Redemption 2,2
Luka Modrić,2
Ukraine,10
Russia,18
George H. W. Bush,3
Vancouver Canucks,1
NHL,1
Jamal Khashoggi,9
United States Senate,5
Minnesota Wild,1
Musitano crime family,1
Israel,5
United Arab Emirates,1
India,3
Michael T. Flynn,4
Friedrich Merz,2
People&#39;s Republic of China,2
bomb,1
Christian Democratic Union of Germany,2
Senate of the United States,3
German politican,2
Mordechai Alon,1
Meirav Lapidot,1
Hezbollah,2
Zvika Pick,1
Albert Einstein,1
Daniella Pick,1
Quentin Tarantino,1
Lebanon,3
Volkswagen,1
Progress,1
Abid Raja,1
Oslo,1
Trine Skei Grande,1
Svolvaer,1
Bergen,1
Aina Stenersen,1
Finn.no,1
Maggie Barry,1
Saint Kentigern College,1
Simon Bridges,1
New Zealand National Party,1
Auckland,1
New Zealand,1
Bowen University,1
Yemi Osinbajo,1
Nasir Ahmad el-Rufai,1
Academic Staff Union of Universities,1
Diezani Alison-Madueke,1
Muhammadu Buhari,2
Student,1
Nigeria,4
Economic and Financial Crimes Commission,1
