keyword,count
Priyanka Chopra,5
Albert Einstein,6
Nokia,5
Fortnite,6
SpaceX,5
Nick Jonas,5
Greenland ice sheet,5
Ukraine,9
5G,4
France,16
Malaysia,2
Brexit,4
Manchester United F.C.,8
George H. W. Bush,13
Portugal,2
Venezuela,4
China,1
1Malaysia Development Berhad,2
Nicolás Maduro,3
Pope Francis,1
Rohingya people,1
Papua,2
Jho Low,1
Indonesia,1
Mikey Arroyo,1
Chief of Staff of the Armed Forces of the Philippines,1
Panglao Island,1
Inflation,1
Ateneo Blue Eagles,1
"El Nido, Palawan",1
University Athletic Association of the Philippines,1
Imelda Marcos,1
National Democratic Congress,1
Daniel Obinim,1
Gabon,2
Shatta Wale,1
Nana Akufo-Addo,1
Ali Bongo Ondimba,2
Morocco,4
Ghana,1
Thomas Billington,1
Valérie Plante,1
Adonis Stevenson,1
Wisconsin,2
Michael Flynn,1
Donald Trump,5
Costa Rica,2
Republican Party,1
Liverpool F.C.,1
Paddy Jackson,1
Burnley F.C.,1
USA Perpignan,1
Connacht Rugby,1
Theresa May,2
Andrej Babiš,1
Klára Dostálová,1
Czechia,1
STEM,1
YES 2011,1
USA,5
George HW Bush,17
Central European University,1
Europe,1
NASA,1
Árpád Habony,1
Zsolt Szabó,1
Gábor Bagdy,1
Government of Hungary,1
Guy Verhofstadt,1
Slovenia,2
Hungary,1
Vipers SC,1
HIV/AIDS,1
CAF Champions League,1
Russia,20
Ebola virus disease,1
2014 West Africa Ebola outbreak,1
Wolfgang Sobotka,1
uterus,1
Federal Office for the Protection of the Constitution and Counter-Terrorism,1
Constitutional Court,1
Elmar Podgorschek,1
mafia,2
Vienna,2
Freedom Party of Austria,1
Gulen,1
Norway,1
Trine Skei Grande,1
Erna Solberg,1
Abid Raja,1
Parliament,1
Police Security Service,1
Europavei 6,1
Ski,1
Johan Derksen,1
Greenland ice cap,1
Greenland,1
Carbon dioxide,1
Charles Michel,1
Project X,1
New Flemish Alliance,1
Saint Nicholas,1
&#39;Ndrangheta,3
