keyword,count
George H. W. Bush,13
Kenya,2
Orange Democratic Movement,1
Nairobi,1
Margaret Wanjiru Gakuo,1
Somalia,1
Matatu,1
Mike Sonko,1
Deficit spending,1
School,1
Brexit,10
Jamal Khashoggi,14
Sydney Airport,1
United States Senate,4
France,12
Theresa May,4
Central Intelligence Agency,3
Malcolm Turnbull,1
Bomb threat,1
Priyanka Chopra,8
Nick Jonas,8
Pakistan,1
Asad Umar,1
Donald Trump,11
Russia,19
Carlos Ghosn,1
Henoko,1
Japan,1
Super Tamade,1
USA,6
Korean recruitment during Japanese rule,1
Recitation,1
City of toyama,1
Saint Kentigern College,1
Mycoplasma bovis,1
Southland,1
Auckland,1
Napier,1
Christchurch,1
Industry,1
New Zealand Educational Institute,1
Mental health,1
Cambodia,1
Rodrigo Duterte,2
Ninoy Aquino International Airport,1
Indonesia,2
University Athletic Association of the Philippines,1
Ateneo Blue Eagles,1
Philippines,1
Philippines men's national basketball team,1
Federalism,1
LOSC Lille Association,1
Francis Heaulme,1
Toulouse,1
Marseilles,1
Barcelona,1
Ligue 1 Conforama,1
Manuel Valls,1
Montpellier Hérault Sport Club,1
Expo 2020,1
To whom,1
The United Arab Emirates,1
Iraq,3
Hizb allah,3
the American Congress,1
Israel,6
Saudi,3
George W. Bush,1
Joaquín Guzmán Loera,2
Lydia Cacho,1
Yellowstone National Park,1
Andrés Manuel López Obrador,1
Tecate,1
Juan Carlos Ramírez Abadía,1
Culiacán,1
Light aircraft,1
Miguel Ángel Yunes Linares,1
Mexican Senate,1
Andrej Babiš,1
Czechia,1
Morocco,3
Pilsen,1
Prague,1
North Korea,2
Písnice,1
North Atlantic Alliance,1
Matthew Whitaker,1
Wisconsin,1
Republican Party,1
United States Department of Justice,1
Costa Rica,3
Shunde,1
Giant panda,1
State market supervision and administration,1
Shanghai,1
Fentanyl,1
Robert Wright Hirsch,1
Portugal,2
Xi Jinping,1
People&#39;s Republic,1
Hong Kong,1
Slovenia,1
Andrej Fištravec,1
Koper,1
Aleš Bržan,1
Europe,1
Boris Popovich,1
Pliberk,1
Italy,2
Sicily,2
Lynas,1
Siti Hasmah Mohamad Ali,1
Rohingya people,1
Singapore,1
Malaysia,1
Kelantan,1
China,2
Fortnite,6
Microsoft Corporation,6
Manchester City F.C.,4
Qualcomm Snapdragon,6
Organ transplantation,6
Red Dead Redemption 2,6
Epic Games,5
Microsoft Edge,3
Boris Palmer,1
Friedrich Merz,1
Berlin,1
Christian Democratic Union of Germany,1
Senate of the United States,3
EU exit from the United Kingdom,2
German politican,1
Center for Political Beauty,1
Shatta Wale,1
National Democratic Congress,1
Africa,2
Alban Bagbin,1
Ghana,1
Western Sahara,2
Charlotte Osei,1
United Nations,2
Atiku Abubakar,1
Academic Staff Union of Universities,1
People's Democratic Party,1
Small Doctor,1
Diezani Alison-Madueke,1
Muhammadu Buhari,1
Nigeria,2
Economic and Financial Crimes Commission,1
Aisha Buhari,1
Lagos–Ibadan Expressway,1
Manchester United F.C.,2
Brighton & Hove Albion F.C.,3
Crystal Palace F.C.,3
Liverpool F.C.,2
United Arab Emirates,1
India,2
Ukraine,3
Mortgage,1
Alexey Vyacheslavovich Panin,1
Beer,1
Combat duty,1
Peresvet,1
