keyword,count
Donald Trump,23
Rex W. Tillerson,3
Michael Cohen,9
Toronto Raptors,1
Brooklyn Nets,1
William P. Barr,3
British Columbia,1
France,4
Mississauga,1
Charlottesville,2
Australia national cricket team,2
Karl Stefanovic,1
Stabbing,1
India national cricket team,1
New Zealand,3
Adelaide,1
Thrombus,2
New Zealand national rugby union team,1
Akira Ioane,1
Invercargill,1
Wayne Shelford,1
Yemen,2
Mental health,1
Robert Mueller,2
Auckland,1
Rodrigo Duterte,1
Balangiga bells,1
Bong Revilla,1
Antonio Trillanes,1
Philippines,1
Judicial and Bar Council,1
Land Transportation Franchising and Regulatory Board,1
Magnolia Hotshots,1
Philippine Basketball Association,1
Alaska Aces,1
Turkmenistan–Afghanistan–Pakistan–India Pipeline,1
Foreign Exchange Market,1
Nawaz Sharif,1
Pakistan,1
China–Pakistan Economic Corridor,1
Monetary policy,1
South Asian Association for Regional Cooperation,1
Education,1
Afghanistan,1
Imran Khan,1
Sabah,1
Tourism,1
Rohingya people,1
Singapore,2
Malaysia,2
Myanmar,1
Perbadanan Tabung Pendidikan Tinggi Nasional,1
Accident,2
Muhammadu Buhari,1
National Assembly of the Federal Republic of Nigeria,1
Ekiti State,1
Nigeria,1
Lagos,1
"Ijora, Lagos",1
Chelsea F.C.,2
Manchester City F.C.,1
Angela Merkel,36
"Meghan, Duchess of Sussex",1
UK Independence Party,1
Brexit,2
Tommy Robinson,1
Paul Nuttall,1
James Comey,1
Attack on Pearl Harbor,1
Alexandria Ocasio-Cortez,1
Christmas Day,1
North Carolina,1
School,1
Vladimir Putin,3
The Avengers,8
Untitled Avengers film,8
Venezuela,4
Cryptocurrencies,1
Petro,1
Manchester United F.C.,4
Turkey,4
José Mourinho,3
United States Senate,1
Wage,1
Israel,2
Death of Nicky Verstappen,1
Werkhoven,1
Nuenen,1
Christlich Demokratische Union Deutschlands,1
Annegret Kramp-Karrenbauer,4
Oostvaardersplassen,1
Project X,1
Lushali,1
National Peace Corps,1
amphetamine,1
body,1
Thailand,1
a cat,1
Southern,1
Birth,1
Medical diagnosis,1
Meteorological Department,1
Shmuel Plato-Sharon,1
Sarah Netanyahu,1
Naftali Bennett,1
Channel Ten,1
Yaron London,1
Hamas,1
Benjamin Netanyahu,1
London and Kirschenbaum,1
Yoshiji Tonoiwa,1
Chun Chun Christine,1
