keyword,count
Super Smash Bros. Ultimate,7
Kevin Hart,11
Carbon monoxide poisoning,1
CNN,5
Academy Awards,11
École Polytechnique massacre,1
British Columbia,1
Premier of Alberta,1
Ontario Provincial Police,1
New York City,1
Angela Merkel,15
Mortal Kombat,7
Microsoft Edge,6
Microsoft Corporation,6
Ukraine,6
Hamas,10
Germany,7
Emma Husar,1
Australia national cricket team,2
India national cricket team,1
Zane Musgrove,1
Queensland,1
National Rugby League,1
Wests Tigers,1
City of Playford,1
Little River,1
Gold Coast,1
Eiffel tower,1
Alwaleed bin Talal bin Abdulaziz Al Saud,2
Donald Trump,8
Abdul Latif bin Rashid Al Zayani,3
Gulf Cooperation Council,3
Iran,3
United State,4
the coast,3
Woo Sung Woo,1
College Scholastic Ability Test,1
Son Hak-gyu,1
President of the Republic of Korea,1
Kim Jong-un,1
Kim Kyung Su,1
"In addition,",1
High Young,1
Korean Army Security Command,1
"Park, Byeong",1
Andrej Babiš,1
Miloš Zeman,1
Jana Mračková Vildumetzová,1
Czechia,1
Security Information Service,1
Jaroslav Kuber,1
Slovakia,2
Prague,1
Association of Regions of the Czech Republic,1
Miroslav Lajčák,2
Malaysia,3
Edgar Lungu,1
Build to order,1
Zambia,1
Housing and Development Board,1
Kuala Lumpur,1
Human Rights Commission of Malaysia,2
Singapore,1
Mahathir Bin Mohamad,2
France,5
Yoshiji Tonoiwa,1
Document submission,1
Lewis Valenchena,1
Nissan Motor,1
MOFA,1
Emiko Uenuma,1
Uno Masaki,1
M-1 Grand Prix,1
Jose Castillo,1
Police department,1
Gibran Basil,1
Lebanon,3
Saad Hariri,1
Israel,2
Hizb allah,2
Kesserwan district,1
Democratic Republic of the Congo,2
United nations,1
Swiss Holiday Park,1
Switzerland,1
Aquarius,5
George HW Bush,4
Heather Lauert,1
Christian Democratic Union of Germany,4
Swiss travel fund,1
Hinwil,1
Canton of St. Gallen,1
Perbadanan Tabung Pendidikan Tinggi Nasional,1
Nazrin Shah of Perak,1
Malays,1
Raymond Koh,1
Goods and Services Tax,1
Lim Guan Eng,1
International Convention on the Elimination of All Forms of Racial Discrimination,1
Mount Maunganui,1
Auckland,1
School,2
Rarotonga,1
Dolphin,1
Paragliding,1
CTV Building,1
New Zealand,1
Coroner,1
Northland Region,1
Rodrigo Duterte,3
Bong Revilla,1
Test,1
Antonio Trillanes,1
Davao,1
National Democratic Front of the Philippines,1
Maria Ressa,1
Judicial and Bar Council,1
Philippines,1
Professional Regulation Commission,1
Mika Singh,1
Priyanka Chopra,1
Nawaz Sharif,1
Shahpurkandi dam project,1
Nick Jonas,1
Pakistan,1
Russia,4
Ravi River,1
Afghanistan,1
M&#39;hamed Fakhir,1
Saad Lamjarred,1
FAR Sports Association,1
olive growing,1
Senegal,2
Referendum,2
G5 Sahel,1
African Cup of Nations Football 2019,1
Japan,3
Huawei,4
Geert Wilders,1
Frenkie de Jong,1
Flying tax,1
Oostvaardersplassen,1
Kloosterzande,1
Paris Saint-Germain,1
Heemstedestraat,1
AFC Ajax,1
Amsterdam,1
Arsenal F.C.,3
Brexit,2
Oxbridge,1
UK Independence Party,1
Manchester United F.C.,5
George H. W. Bush,1
Heather Nauert,1
United States Ambassador to the United Nations,1
Michael Flynn,1
Robert Mueller,1
China,1
Hlaudi Motsoeneng,1
South African Broadcasting Corporation,1
Zimbabwe,1
Eskom,1
Durban,1
South Africa,1
Emmerson Mnangagwa,1
Liviu Dragnea,1
Traian Basescu,1
Cluj-Napoca,1
RCS &amp; RDS,1
Klaus Iohannis,1
Viorica Dăncilă,1
The Cathedral of Salvation of the Romanian Nation,1
Social Democratic Party,1
National Liberal Party,1
motru,1
Jim McGuinness,1
University College Dublin,1
Student,2
Dublin,1
United Kingdom,1
Asante Kotoko S.C.,1
Central African Republic,1
Nana Akufo-Addo,1
Rwanda,2
Shatta Wale,1
CAF Confederation Cup,1
Diane Rwigara,2
Ghana,1
Niu Chengze,1
Tu Xingzhe,1
Ke Wenzhe,1
Lai Qingde,1
Taiwan Railway Administration,1
The selection of the president of the National Taiwan University in 2018,1
National Taiwan University,1
Heavy snow,1
Lin Youchang,1
Taiwan Port Corporation,1
Marius Borg Høiby,1
Norway,1
Christian People&#39;s Party,1
Progress,1
Abid Raja,1
Trine Skei Grande,1
Tor Mikkel Wara,1
Police Security Service,1
Justice Minister,1
Left,1
Belisario Betancur,2
Luis Almagro,1
Nicolás Maduro,3
José Castillo,1
Luis Valbuena,1
Hugo Chavez,3
Venezuela,3
Vladimir Putin,4
Michelle Bachelet,1
Chromium,2
Ferenc Hirt,1
Viktor Orban,1
George Clooney,1
Hungary,1
Borsod-Abaúj-Zemplén county,1
Amal Clooney,1
parliament,1
Fidesz - Hungarian Civic Alliance,1
Europe,1
European Parliament,1
Jorge Glas,1
Elián González,1
Cuba,1
Iván Duque Márquez,1
The screaming,1
North Korea,1
National Liberation Army,1
Work,1
Nicaragua,1
Julian Assange,1
Cyprus,1
United States,1
Slovenia,1
Ecuador,1
Christian Democratic Union,1
Aleš Bržan,1
Boris Popovich,1
Vasil Levski,1
Nikolay Banev,1
Varna,1
Belene NPP,1
Bulgarian Socialist Party,1
Belene,1
Bulgaria,1
Dobrich,1
Temenujka Petkova,1
Boyko Borisov,1
Berat Albayrak,1
Feto / PCM,1
Contact Ruhsar directly,1
Turkey,1
Republic of Turkey Ministry of Finance and Treasury,1
Bolu Mountain,1
general Directorate of Meteorology,1
D 100,1
Ankara,1
Corum,1
Saudi,1
George Bush the Father,1
Vietnam national football team,1
Hai Phong,1
Ho Chi Minh City,1
President of the United States,1
Vietnam,1
Alexander G. Lukashenko,1
Alexander Nikolaevich Sokurov,1
Moscow,2
Vladimir Vladimirovich Putin,1
Spitak earthquake,1
Dmitry Anatolyevich Medvedev,1
Armenia,1
Bank of Russia,1
Federal Penitentiary Service,1
Giovanni Tria,1
Aquarius 2,1
Giorgia Meloni,1
Democratic party,1
Censis,1
Florence,1
Matteo Renzi,1
Marco Minniti,1
Club Atlético Rosario Central,1
Elisa Carrió,1
Jair Bolsonaro,3
Argentina Soccer Cup,1
Carlos Menem,1
Chamber of Deputies of the Argentine Nation,1
Gymnastics and Fencing Club La Plata,1
María Eugenia Vidal,1
Shmuel Plato-Sharon,1
Naftali Bennett,1
Sarah Netanyahu,1
Hezbollah,1
Blade 433,1
The Knesset,1
"Attacks of November 13, 2015 in France",1
luxembourg,1
la France,1
SOS Mediterranean,2
Jemappes,1
Paris,2
Belgium,1
Ahmed Hossam Mido,1
Zamalek Club,1
Ministry of Agriculture and Land Reclamation,1
Sayed Abdel Hafeez,1
Dalia Grybauskaite,1
Ministry of Foreign Affairs of the Republic of Lithuania,1
Small Planet Airlines,1
Kaunas,1
Zverryna,1
Maxima Group,1
Lukiškių aikštė,1
Agroconcern group,1
Lithuania,1
Klaipeda,1
Serbia,1
Republic of Kosovo,1
Croatia,1
USA,1
Сергей Лавров,1
White City,1
Kosovo Liberation Army,1
Katowice Conference of 2018 on Climate Change,1
Economic Community of West African States,1
Agriculture,1
acquired immune deficiency syndrome,1
Oil,1
Tivaouane,1
Kolda,1
